exp,verb,item,sent,bias,isHigh ,gender,score,score_raw,score_gil,score_mbert
ic_mismatch,rispetta,2,la madre rispetta il padre perché è [+male].,13,0,m,,0.4673679727,0.1952951336,0.3480708324
ic_mismatch,rispetta,2,la madre rispetta il padre perché è [+female].,13,1,f,,0.0322252568,0.1842641113,0.1262757223
ic_mismatch,ricorda,2,il padre ricorda la madre perché è [+male].,8,1,m,,0.0736201161,0.1022280182,0.09676897142
ic_mismatch,ricorda,2,il padre ricorda la madre perché è [+female].,8,0,f,,0.4899924966,0.299492402,0.4583010054
ic_mismatch,ricorda,2,la madre ricorda il padre perché è [+male].,8,0,m,,0.5059211296,0.2951617907,0.3854875895
ic_mismatch,ricorda,2,la madre ricorda il padre perché è [+female].,8,1,f,,0.074414154,0.1401765975,0.09147551225
ic_mismatch,detesta,2,il padre detesta la madre perché è [+male].,11,1,m,,0.0252682762,0.08696285496,0.08053532941
ic_mismatch,detesta,2,il padre detesta la madre perché è [+female].,11,0,f,,0.3786859061,0.2573505226,0.4708353397
ic_mismatch,detesta,2,la madre detesta il padre perché è [+male].,11,0,m,,0.3160824189,0.2619947088,0.4311582362
ic_mismatch,detesta,2,la madre detesta il padre perché è [+female].,11,1,f,,0.0225997113,0.1067747497,0.0839173462
ic_mismatch,invidia,2,il padre invidia la madre perché è [+male].,25,1,m,,0.0157414256,0.07092109276,0.06065233704
ic_mismatch,invidia,2,il padre invidia la madre perché è [+female].,25,0,f,,0.4058815991,0.2908930406,0.4750328952
ic_mismatch,invidia,2,la madre invidia il padre perché è [+male].,25,0,m,,0.3459528177,0.268215097,0.413532762
ic_mismatch,invidia,2,la madre invidia il padre perché è [+female].,25,1,f,,0.03474297,0.07637886563,0.05004906468
ic_mismatch,accompagna in macchina,3,lo zio accompagna in macchina la zia perché è [+male].,35,1,m,,0.2204562018,0.09823052678,0.03649677872
ic_mismatch,accompagna in macchina,3,lo zio accompagna in macchina la zia perché è [+female].,35,0,f,,0.311023558,0.2644576905,0.6001272182
ic_mismatch,accompagna in macchina,3,la zia accompagna in macchina lo zio perché è [+male].,35,0,m,,0.513496541,0.3029729966,0.3444331625
ic_mismatch,accompagna in macchina,3,la zia accompagna in macchina lo zio perché è [+female].,35,1,f,,0.0656804529,0.09474748699,0.180762155
ic_mismatch,da spintone,3,lo zio da spintone alla zia perché è [+male].,64,1,m,,0.1692315741,0.1946748774,0.09583050432
ic_mismatch,da spintone,3,lo zio da spintone alla zia perché è [+female].,64,0,f,,0.1502658147,0.1311169923,0.3997741432
ic_mismatch,da spintone,3,la zia da spintone allo zio perché è [+male].,64,0,m,,0.3777865153,0.1178839924,0.1356380973
ic_mismatch,da spintone,3,la zia da spintone allo zio perché è [+female].,64,1,f,,0.0296912771,0.2279054839,0.3353622461
ic_mismatch,pettina,3,lo zio pettina la zia perché è [+male].,43.75,1,m,,0.1177276052,0.06863904558,0.02381225652
ic_mismatch,pettina,3,lo zio pettina la zia perché è [+female].,43.75,0,f,,0.2521621557,0.3602792909,0.5901340247
ic_mismatch,pettina,3,la zia pettina lo zio perché è [+male].,43.75,0,m,,0.4475622685,0.3151317025,0.3054005515
ic_mismatch,pettina,3,la zia pettina lo zio perché è [+female].,43.75,1,f,,0.0112563302,0.09769237833,0.1018559803
ic_mismatch,abbraccia,3,lo zio abbraccia la zia perché è [+male].,44,1,m,,0.1784211933,0.06651693629,0.02786604851
ic_mismatch,abbraccia,3,lo zio abbraccia la zia perché è [+female].,44,0,f,,0.1461456651,0.2931948081,0.5855432915
ic_mismatch,abbraccia,3,la zia abbraccia lo zio perché è [+male].,44,0,m,,0.325491765,0.2706484608,0.2719407909
ic_mismatch,abbraccia,3,la zia abbraccia lo zio perché è [+female].,44,1,f,,0.0287233475,0.1029804582,0.1761696343
ic_mismatch,schiaffeggia,3,lo zio schiaffeggia la zia perché è [+male].,71,1,m,,0.1561870179,0.08547720686,0.01785791316
ic_mismatch,schiaffeggia,3,lo zio schiaffeggia la zia perché è [+female].,71,0,f,,0.2494335012,0.2549754051,0.6692552672
ic_mismatch,schiaffeggia,3,la zia schiaffeggia lo zio perché è [+male].,71,0,m,,0.56916265,0.2613564134,0.2726328815
ic_mismatch,schiaffeggia,3,la zia schiaffeggia lo zio perché è [+female].,71,1,f,,0.0073179109,0.0657496592,0.2394046026
ic_mismatch,balla con,3,lo zio balla con la zia perché è [+male].,41.25,1,m,,0.1718882355,0.1726604025,0.09429001471
ic_mismatch,balla con,3,lo zio balla con la zia perché è [+female].,41.25,0,f,,0.1551730148,0.2042380264,0.3307005166
ic_mismatch,balla con,3,la zia balla con lo zio perché è [+male].,41.25,0,m,,0.280674608,0.2170047651,0.0733292033
ic_mismatch,balla con,3,la zia balla con lo zio perché è [+female].,41.25,1,f,,0.0818161662,0.1515786075,0.4058157271
ic_mismatch,bacia,3,lo zio bacia la zia perché è [+male].,35,1,m,,0.1894736104,0.116334734,0.03532629739
ic_mismatch,bacia,3,lo zio bacia la zia perché è [+female].,35,0,f,,0.2084564851,0.2450943412,0.4908010184
ic_mismatch,bacia,3,la zia bacia lo zio perché è [+male].,35,0,m,,0.3648422528,0.247773848,0.1353380807
ic_mismatch,bacia,3,la zia bacia lo zio perché è [+female].,35,1,f,,0.1114212377,0.1284537865,0.2744491537
ic_mismatch,trattiene,3,lo zio trattiene la zia perché è [+male].,37.5,1,m,,0.0469944393,0.08950982569,0.01778665767
ic_mismatch,trattiene,3,lo zio trattiene la zia perché è [+female].,37.5,0,f,,0.3244654243,0.2300758082,0.6224099791
ic_mismatch,trattiene,3,la zia trattiene lo zio perché è [+male].,37.5,0,m,,0.4806853947,0.2657881011,0.3543368626
ic_mismatch,trattiene,3,la zia trattiene lo zio perché è [+female].,37.5,1,f,,0,0.07596341241,0.1008688454
ic_mismatch,telefona,3,lo zio telefona alla zia perché è [+male].,20,1,m,,0.2987302942,0.1985270064,0.2120785102
ic_mismatch,telefona,3,lo zio telefona alla zia perché è [+female].,20,0,f,,0.2427539588,0.1896080924,0.2568787608
ic_mismatch,telefona,3,la zia telefona allo zio perché è [+male].,20,0,m,,0.4882048587,0.2285954477,0.08617789065
ic_mismatch,telefona,3,la zia telefona allo zio perché è [+female].,20,1,f,,0.0949977292,0.1511961194,0.4913931662
ic_mismatch,fa solletico,3,lo zio fa solletico alla zia perché è [+male].,73.75,1,m,,0.258632584,0.1033938886,0.04059985874
ic_mismatch,fa solletico,3,lo zio fa solletico alla zia perché è [+female].,73.75,0,f,,0.0865310631,0.1833228359,0.552324245
ic_mismatch,fa solletico,3,la zia fa solletico allo zio perché è [+male].,73.75,0,m,,0.4682579893,0.1898099552,0.2731113614
ic_mismatch,fa solletico,3,la zia fa solletico allo zio perché è [+female].,73.75,1,f,,0.021306288,0.09561781678,0.2003544158
ic_mismatch,lusinga,3,lo zio lusinga la zia perché è [+male].,40,1,m,,0.0946432753,0.09003014467,0.01503701811
ic_mismatch,lusinga,3,lo zio lusinga la zia perché è [+female].,40,0,f,,0.2489252007,0.2097376056,0.6306613855
ic_mismatch,lusinga,3,la zia lusinga lo zio perché è [+male].,40,0,m,,0.4505597176,0.1934023434,0.2800979399
ic_mismatch,lusinga,3,la zia lusinga lo zio perché è [+female].,40,1,f,,0.0059644897,0.08838437218,0.09732249647
ic_mismatch,disobbedisce,3,lo zio disobbedisce alla zia perché è [+male].,72,1,m,,0.2961616176,0.1589678135,0.08298854786
ic_mismatch,disobbedisce,3,lo zio disobbedisce alla zia perché è [+female].,72,0,f,,0.1437031827,0.1763330437,0.5396356609
ic_mismatch,disobbedisce,3,la zia disobbedisce allo zio perché è [+male].,72,0,m,,0.390628075,0.2203920516,0.1385702475
ic_mismatch,disobbedisce,3,la zia disobbedisce allo zio perché è [+female].,72,1,f,,0.0960160145,0.1028967532,0.4283502356
ic_mismatch,aiuta,3,lo zio aiuta la zia perché è [+male].,52,1,m,,0.1580967796,0.08345762268,0.0274246115
ic_mismatch,aiuta,3,lo zio aiuta la zia perché è [+female].,52,0,f,,0.2984920996,0.2172684832,0.5863561658
ic_mismatch,aiuta,3,la zia aiuta lo zio perché è [+male].,52,0,m,,0.5392439845,0.232073742,0.09326520981
ic_mismatch,aiuta,3,la zia aiuta lo zio perché è [+female].,52,1,f,,0.024031546,0.08651843248,0.3996385601
ic_mismatch,imbroglia,3,lo zio imbroglia la zia perché è [+male].,80,1,m,,0.1821203576,0.140088886,0.02359432762
ic_mismatch,imbroglia,3,lo zio imbroglia la zia perché è [+female].,80,0,f,,0.1830727654,0.2406280055,0.6437471305
ic_mismatch,imbroglia,3,la zia imbroglia lo zio perché è [+male].,80,0,m,,0.4819872796,0.2927718172,0.321502649
ic_mismatch,imbroglia,3,la zia imbroglia lo zio perché è [+female].,80,1,f,,0.0053088958,0.07969712792,0.1694652044
ic_mismatch,inganna,3,lo zio inganna la zia perché è [+male].,79,1,m,,0.2290033977,0.1439684769,0.0239036713
ic_mismatch,inganna,3,lo zio inganna la zia perché è [+female].,79,0,f,,0.1601595473,0.2075910284,0.6454737957
ic_mismatch,inganna,3,la zia inganna lo zio perché è [+male].,79,0,m,,0.4159503952,0.2593417754,0.286121475
ic_mismatch,inganna,3,la zia inganna lo zio perché è [+female].,79,1,f,,0.0455116658,0.09211647976,0.169439834
ic_mismatch,tradisce,3,lo zio tradisce la zia perché è [+male].,79,1,m,,0.2910404624,0.1669058306,0.02273500257
ic_mismatch,tradisce,3,lo zio tradisce la zia perché è [+female].,79,0,f,,0.2443761434,0.2176064178,0.6951024749
ic_mismatch,tradisce,3,la zia tradisce lo zio perché è [+male].,79,0,m,,0.4545110026,0.2997968895,0.2389612508
ic_mismatch,tradisce,3,la zia tradisce lo zio perché è [+female].,79,1,f,,0.0700599821,0.1074244999,0.3062376167
ic_mismatch,sorprende,3,lo zio sorprende la zia perché è [+male].,86,1,m,,0.3213901247,0.07264369493,0.03654813353
ic_mismatch,sorprende,3,lo zio sorprende la zia perché è [+female].,86,0,f,,0.1970293962,0.2365091383,0.6089029757
ic_mismatch,sorprende,3,la zia sorprende lo zio perché è [+male].,86,0,m,,0.524610365,0.2173241042,0.2090599716
ic_mismatch,sorprende,3,la zia sorprende lo zio perché è [+female].,86,1,f,,0.0369465929,0.08824041812,0.2670005345
ic_mismatch,salva,3,lo zio salva la zia perché è [+male].,66,1,m,,0.1578029208,0.07060447987,0.02442956675
ic_mismatch,salva,3,lo zio salva la zia perché è [+female].,66,0,f,,0.5462132106,0.2582320292,0.7447675228
ic_mismatch,salva,3,la zia salva lo zio perché è [+male].,66,0,m,,0.709631636,0.246177129,0.3139888551
ic_mismatch,salva,3,la zia salva lo zio perché è [+female].,66,1,f,,0.0348903835,0.0939559876,0.2979147368
ic_mismatch,incoraggia,3,lo zio incoraggia la zia perché è [+male].,45,1,m,,0.0312689217,0.05453705229,0.01977986994
ic_mismatch,incoraggia,3,lo zio incoraggia la zia perché è [+female].,45,0,f,,0.2061911388,0.1693386827,0.6034943963
ic_mismatch,incoraggia,3,la zia incoraggia lo zio perché è [+male].,45,0,m,,0.3315138561,0.208835599,0.1291379213
ic_mismatch,incoraggia,3,la zia incoraggia lo zio perché è [+female].,45,1,f,,0,0.04906335287,0.3401169819
ic_mismatch,fa male,3,lo zio fa male alla zia perché è [+male].,88,1,m,,0.3012646229,0.1724525765,0.05980872468
ic_mismatch,fa male,3,lo zio fa male alla zia perché è [+female].,88,0,f,,0.3591871297,0.1987148891,0.568805307
ic_mismatch,fa male,3,la zia fa male allo zio perché è [+male].,88,0,m,,0.436269212,0.2603053045,0.2370150689
ic_mismatch,fa male,3,la zia fa male allo zio perché è [+female].,88,1,f,,0.2534877472,0.1049398361,0.2709538747
ic_mismatch,affescina,3,lo zio affescina la zia perché è [+male].,86,1,m,,0.066243507,0.08228066191,0.02585804579
ic_mismatch,affescina,3,lo zio affescina la zia perché è [+female].,86,0,f,,0.3543167291,0.2464898047,0.677270389
ic_mismatch,affescina,3,la zia affescina lo zio perché è [+male].,86,0,m,,0.5743042966,0.2643825361,0.2707102507
ic_mismatch,affescina,3,la zia affescina lo zio perché è [+female].,86,1,f,,0.0095621925,0.06435338175,0.2354900457
ic_mismatch,piace,3,lo zio piace alla zia perché è [+male].,92,1,m,,0.237209599,0.1893164515,0.1437598123
ic_mismatch,piace,3,lo zio piace alla zia perché è [+female].,92,0,f,,0.052739677,0.204299961,0.3360301242
ic_mismatch,piace,3,la zia piace allo zio perché è [+male].,92,0,m,,0.1744742082,0.2495677879,0.1173254412
ic_mismatch,piace,3,la zia piace allo zio perché è [+female].,92,1,f,,0.1210502768,0.1341095488,0.3726304718
ic_mismatch,diverte,3,lo zio diverte la zia perché è [+male].,89,1,m,,0.0870241234,0.1205760639,0.01993153431
ic_mismatch,diverte,3,lo zio diverte la zia perché è [+female].,89,0,f,,0.2115299003,0.2612907949,0.5762056384
ic_mismatch,diverte,3,la zia diverte lo zio perché è [+male].,89,0,m,,0.4292069301,0.3026600468,0.2112069434
ic_mismatch,diverte,3,la zia diverte lo zio perché è [+female].,89,1,f,,0.0044597122,0.08578678546,0.1573040525
ic_mismatch,crea problemi,3,lo zio crea problemi alla zia perché è [+male].,81,1,m,,0.2119552558,0.1193313547,0.06057118031
ic_mismatch,crea problemi,3,lo zio crea problemi alla zia perché è [+female].,81,0,f,,0.219909972,0.1926775048,0.5239818854
ic_mismatch,crea problemi,3,la zia crea problemi allo zio perché è [+male].,81,0,m,,0.3657269382,0.2377688321,0.2475995282
ic_mismatch,crea problemi,3,la zia crea problemi allo zio perché è [+female].,81,1,f,,0.0685896138,0.09566238755,0.2308164365
ic_mismatch,delude,3,lo zio delude la zia perché è [+male].,71,1,m,,0.1864391095,0.09824379627,0.01506533253
ic_mismatch,delude,3,lo zio delude la zia perché è [+female].,71,0,f,,0.3389664753,0.2479163101,0.6572879251
ic_mismatch,delude,3,la zia delude lo zio perché è [+male].,71,0,m,,0.5282362881,0.2284992994,0.2594269916
ic_mismatch,delude,3,la zia delude lo zio perché è [+female].,71,1,f,,0.0383011228,0.1073091221,0.1386625455
ic_mismatch,spaventa,3,lo zio spaventa la zia perché è [+male].,84,1,m,,0.1875127875,0.1550761932,0.01499568089
ic_mismatch,spaventa,3,lo zio spaventa la zia perché è [+female].,84,0,f,,0.2794407215,0.2247595815,0.6569274592
ic_mismatch,spaventa,3,la zia spaventa lo zio perché è [+male].,84,0,m,,0.6273999256,0.244735321,0.305867988
ic_mismatch,spaventa,3,la zia spaventa lo zio perché è [+female].,84,1,f,,0.0048442567,0.1205502693,0.1047184843
ic_mismatch,stupisce,3,lo zio stupisce la zia perché è [+male].,96,1,m,,0.158852465,0.146245843,0.02891771658
ic_mismatch,stupisce,3,lo zio stupisce la zia perché è [+female].,96,0,f,,0.2617405076,0.1679182921,0.5981290516
ic_mismatch,stupisce,3,la zia stupisce lo zio perché è [+male].,96,0,m,,0.3822017945,0.2031868296,0.2659589606
ic_mismatch,stupisce,3,la zia stupisce lo zio perché è [+female].,96,1,f,,0.0398354116,0.1246285867,0.1486720248
ic_mismatch,infastidisce,3,lo zio infastidisce la zia perché è [+male].,76,1,m,,0.2611867664,0.1048155958,0.02252948383
ic_mismatch,infastidisce,3,lo zio infastidisce la zia perché è [+female].,76,0,f,,0.1388065671,0.2169881007,0.7722736279
ic_mismatch,infastidisce,3,la zia infastidisce lo zio perché è [+male].,76,0,m,,0.4432587777,0.2495794417,0.4154975226
ic_mismatch,infastidisce,3,la zia infastidisce lo zio perché è [+female].,76,1,f,,0.016880421,0.0649959892,0.164755084
ic_mismatch,annoia,3,lo zio annoia la zia perché è [+male].,86,1,m,,0.1859370046,0.1395798214,0.02418798069
ic_mismatch,annoia,3,lo zio annoia la zia perché è [+female].,86,0,f,,0.2323350487,0.2305815169,0.6370205067
ic_mismatch,annoia,3,la zia annoia lo zio perché è [+male].,86,0,m,,0.5598479314,0.3161541307,0.3187558763
ic_mismatch,annoia,3,la zia annoia lo zio perché è [+female].,86,1,f,,0.0042454419,0.05901471106,0.132073327
ic_mismatch,mette in guardia,3,lo zio mette in guardia la zia perché è [+male].,42,1,m,,0.1040713475,0.1366636236,0.01515835058
ic_mismatch,mette in guardia,3,lo zio mette in guardia la zia perché è [+female].,42,0,f,,0.2302318346,0.2443736813,0.787656122
ic_mismatch,mette in guardia,3,la zia mette in guardia lo zio perché è [+male].,42,0,m,,0.4810829354,0.257638939,0.4544316854
ic_mismatch,mette in guardia,3,la zia mette in guardia lo zio perché è [+female].,42,1,f,,0,0.1382472629,0.1360602463
ic_mismatch,odia,3,lo zio odia la zia perché è [+male].,29,1,m,,0.0782857933,0.1506385249,0.01683971449
ic_mismatch,odia,3,lo zio odia la zia perché è [+female].,29,0,f,,0.2719529704,0.2937718024,0.586756663
ic_mismatch,odia,3,la zia odia lo zio perché è [+male].,29,0,m,,0.3874423748,0.3269469242,0.199697112
ic_mismatch,odia,3,la zia odia lo zio perché è [+female].,29,1,f,,0.0099804099,0.1340512498,0.1525589979
ic_mismatch,si fida,3,lo zio si fida della zia perché è [+male].,8,1,m,,0.0800860114,0.1615531598,0.2140697211
ic_mismatch,si fida,3,lo zio si fida della zia perché è [+female].,8,0,f,,0.203336963,0.1899130726,0.2175112611
ic_mismatch,si fida,3,la zia si fida dello zio perché è [+male].,8,0,m,,0.3188801412,0.1998308063,0.09662098926
ic_mismatch,si fida,3,la zia si fida dello zio perché è [+female].,8,1,f,,0.0059038107,0.1548563219,0.3917815846
ic_mismatch,compatisce,3,lo zio compatisce la zia perché è [+male].,14,1,m,,0.0260999287,0.0498565468,0.03834548988
ic_mismatch,compatisce,3,lo zio compatisce la zia perché è [+female].,14,0,f,,0.2535737152,0.2809941601,0.4606328238
ic_mismatch,compatisce,3,la zia compatisce lo zio perché è [+male].,14,0,m,,0.3796865544,0.3004631489,0.1699799962
ic_mismatch,compatisce,3,la zia compatisce lo zio perché è [+female].,14,1,f,,0,0.01893102378,0.1839368109
ic_mismatch,teme,3,lo zio teme la zia perché è [+male].,14,1,m,,0.2177037066,0.1505623655,0.02098389994
ic_mismatch,teme,3,lo zio teme la zia perché è [+female].,14,0,f,,0.2476765676,0.2320255977,0.5927155901
ic_mismatch,teme,3,la zia teme lo zio perché è [+male].,14,0,m,,0.3858678716,0.2852655111,0.2046555276
ic_mismatch,teme,3,la zia teme lo zio perché è [+female].,14,1,f,,0.1110773375,0.1367643033,0.2246167535
ic_mismatch,nota,3,lo zio nota la zia perché è [+male].,7,1,m,,0.0751238379,0.06374111259,0.02788579231
ic_mismatch,nota,3,lo zio nota la zia perché è [+female].,7,0,f,,0.3002864306,0.2458382905,0.6495869232
ic_mismatch,nota,3,la zia nota lo zio perché è [+male].,7,0,m,,0.4094132653,0.2813480385,0.2574383897
ic_mismatch,nota,3,la zia nota lo zio perché è [+female].,7,1,f,,0.0238863446,0.07805637084,0.2124893813
ic_mismatch,stima,3,lo zio stima la zia perché è [+male].,8,1,m,,0.0430194433,0.07528669946,0.02582822321
ic_mismatch,stima,3,lo zio stima la zia perché è [+female].,8,0,f,,0.3536035568,0.2795231636,0.5886810373
ic_mismatch,stima,3,la zia stima lo zio perché è [+male].,8,0,m,,0.4123292812,0.2931093085,0.2496562959
ic_mismatch,stima,3,la zia stima lo zio perché è [+female].,8,1,f,,0.0040718541,0.07419945905,0.1633329465
ic_mismatch,rispetta,3,lo zio rispetta la zia perché è [+male].,13,1,m,,0.0629299923,0.1192135215,0.02791132696
ic_mismatch,rispetta,3,lo zio rispetta la zia perché è [+female].,13,0,f,,0.1906180596,0.2611105554,0.6244872216
ic_mismatch,rispetta,3,la zia rispetta lo zio perché è [+male].,13,0,m,,0.3579836101,0.2722389637,0.2108874415
ic_mismatch,rispetta,3,la zia rispetta lo zio perché è [+female].,13,1,f,,0.0111866128,0.1223570488,0.2452762466
ic_mismatch,ricorda,3,lo zio ricorda la zia perché è [+male].,8,1,m,,0.1411010539,0.09012376424,0.04326741712
ic_mismatch,ricorda,3,lo zio ricorda la zia perché è [+female].,8,0,f,,0.1682634633,0.4045138415,0.6212944413
ic_mismatch,ricorda,3,la zia ricorda lo zio perché è [+male].,8,0,m,,0.41664246,0.3623007163,0.3054214596
ic_mismatch,ricorda,3,la zia ricorda lo zio perché è [+female].,8,1,f,,0.0149205765,0.1060126787,0.2266278152
ic_mismatch,detesta,3,lo zio detesta la zia perché è [+male].,11,1,m,,0.0387502117,0.107979286,0.02773516299
ic_mismatch,detesta,3,lo zio detesta la zia perché è [+female].,11,0,f,,0.3215907537,0.2957952293,0.6347407282
ic_mismatch,detesta,3,la zia detesta lo zio perché è [+male].,11,0,m,,0.3656358998,0.3479724643,0.2627449686
ic_mismatch,detesta,3,la zia detesta lo zio perché è [+female].,11,1,f,,0.0130533548,0.06598819327,0.2060895171
ic_mismatch,invidia,3,lo zio invidia la zia perché è [+male].,25,1,m,,0.0579272034,0.07364079263,0.02415531455
ic_mismatch,invidia,3,lo zio invidia la zia perché è [+female].,25,0,f,,0.3597250814,0.3237064239,0.5988093703
ic_mismatch,invidia,3,la zia invidia lo zio perché è [+male].,25,0,m,,0.4461016306,0.3178584566,0.3525902859
ic_mismatch,invidia,3,la zia invidia lo zio perché è [+female].,25,1,f,,0,0.0798642044,0.07935259969
ic_mismatch,accompagna in macchina,4,il marito accompagna in macchina la moglie perché è [+male].,35,1,m,,0.1908616088,0.1098380862,0.09628030413
ic_mismatch,accompagna in macchina,4,il marito accompagna in macchina la moglie perché è [+female].,35,0,f,,0.3222368618,0.2399294213,0.5307746623
ic_mismatch,accompagna in macchina,4,la moglie accompagna in macchina il marito perché è [+male].,35,0,m,,0.498966207,0.2403419446,0.2574632113
ic_mismatch,accompagna in macchina,4,la moglie accompagna in macchina il marito perché è [+female].,35,1,f,,0.0625830393,0.09706116561,0.2966610078
ic_mismatch,da spintone,4,il marito da spintone alla moglie perché è [+male].,64,1,m,,0.1527421838,0.1821944406,0.164448189
ic_mismatch,da spintone,4,il marito da spintone alla moglie perché è [+female].,64,0,f,,0.2527496456,0.1232328299,0.2970501269
ic_mismatch,da spintone,4,la moglie da spintone al marito perché è [+male].,64,0,m,,0.2930085878,0.1547722863,0.06909660436
ic_mismatch,da spintone,4,la moglie da spintone al marito perché è [+female].,64,1,f,,0.1499535348,0.1293576453,0.4180398014
ic_mismatch,pettina,4,il marito pettina la moglie perché è [+male].,43.75,1,m,,0.1115898532,0.04530296195,0.04511033057
ic_mismatch,pettina,4,il marito pettina la moglie perché è [+female].,43.75,0,f,,0.3452512943,0.3720316864,0.527864286
ic_mismatch,pettina,4,la moglie pettina il marito perché è [+male].,43.75,0,m,,0.4729198222,0.2607813794,0.2905960659
ic_mismatch,pettina,4,la moglie pettina il marito perché è [+female].,43.75,1,f,,0.0476668742,0.1116584502,0.1591923138
ic_mismatch,abbraccia,4,il marito abbraccia la moglie perché è [+male].,44,1,m,,0.179980542,0.06531456066,0.0965897413
ic_mismatch,abbraccia,4,il marito abbraccia la moglie perché è [+female].,44,0,f,,0.1623844183,0.2644679425,0.3932815816
ic_mismatch,abbraccia,4,la moglie abbraccia il marito perché è [+male].,44,0,m,,0.3268257161,0.2347189519,0.1432147761
ic_mismatch,abbraccia,4,la moglie abbraccia il marito perché è [+female].,44,1,f,,0.057629325,0.08493097592,0.3003711289
ic_mismatch,schiaffeggia,4,il marito schiaffeggia la moglie perché è [+male].,71,1,m,,0.1739826286,0.1028713216,0.09246478567
ic_mismatch,schiaffeggia,4,il marito schiaffeggia la moglie perché è [+female].,71,0,f,,0.2647760427,0.2324518184,0.4591988573
ic_mismatch,schiaffeggia,4,la moglie schiaffeggia il marito perché è [+male].,71,0,m,,0.5571230648,0.2229811628,0.1646080713
ic_mismatch,schiaffeggia,4,la moglie schiaffeggia il marito perché è [+female].,71,1,f,,0.0358338188,0.08473169571,0.3257207483
ic_mismatch,balla con,4,il marito balla con la moglie perché è [+male].,41.25,1,m,,0.2069753017,0.1515792101,0.2177861277
ic_mismatch,balla con,4,il marito balla con la moglie perché è [+female].,41.25,0,f,,0.2466546362,0.1727454946,0.190547517
ic_mismatch,balla con,4,la moglie balla con il marito perché è [+male].,41.25,0,m,,0.3452492082,0.1659161285,0.05305829784
ic_mismatch,balla con,4,la moglie balla con il marito perché è [+female].,41.25,1,f,,0.1539567616,0.1412225384,0.4158711059
ic_mismatch,bacia,4,il marito bacia la moglie perché è [+male].,35,1,m,,0.1747781439,0.1122450051,0.09445822169
ic_mismatch,bacia,4,il marito bacia la moglie perché è [+female].,35,0,f,,0.2812741124,0.2077677236,0.4829023272
ic_mismatch,bacia,4,la moglie bacia il marito perché è [+male].,35,0,m,,0.3829122842,0.2082911064,0.1781865119
ic_mismatch,bacia,4,la moglie bacia il marito perché è [+female].,35,1,f,,0.1369465496,0.1130921594,0.3417497193
ic_mismatch,trattiene,4,il marito trattiene la moglie perché è [+male].,37.5,1,m,,0.0705881501,0.1118700411,0.08944463357
ic_mismatch,trattiene,4,il marito trattiene la moglie perché è [+female].,37.5,0,f,,0.2767504109,0.1651539546,0.4376421347
ic_mismatch,trattiene,4,la moglie trattiene il marito perché è [+male].,37.5,0,m,,0.4307609592,0.1608199603,0.242309852
ic_mismatch,trattiene,4,la moglie trattiene il marito perché è [+female].,37.5,1,f,,0.0142261316,0.1005155775,0.2384050258
ic_mismatch,telefona,4,il marito telefona alla moglie perché è [+male].,20,1,m,,0.2440311513,0.1683509476,0.2980050035
ic_mismatch,telefona,4,il marito telefona alla moglie perché è [+female].,20,0,f,,0.3526673354,0.2240035385,0.1634928938
ic_mismatch,telefona,4,la moglie telefona al marito perché è [+male].,20,0,m,,0.3909205562,0.2437468981,0.07853026141
ic_mismatch,telefona,4,la moglie telefona al marito perché è [+female].,20,1,f,,0.2696615902,0.1385181826,0.4486539067
ic_mismatch,fa solletico,4,il marito fa solletico alla moglie perché è [+male].,73.75,1,m,,0.2482928261,0.1176771768,0.1216277061
ic_mismatch,fa solletico,4,il marito fa solletico alla moglie perché è [+female].,73.75,0,f,,0.1813126369,0.1632610015,0.3607452105
ic_mismatch,fa solletico,4,la moglie fa solletico al marito perché è [+male].,73.75,0,m,,0.4718838625,0.128276699,0.08899157611
ic_mismatch,fa solletico,4,la moglie fa solletico al marito perché è [+female].,73.75,1,f,,0.0501336632,0.1153343136,0.426249936
ic_mismatch,lusinga,4,il marito lusinga la moglie perché è [+male].,40,1,m,,0.1312372843,0.05111885909,0.05082452984
ic_mismatch,lusinga,4,il marito lusinga la moglie perché è [+female].,40,0,f,,0.356040379,0.2116654762,0.5232118074
ic_mismatch,lusinga,4,la moglie lusinga il marito perché è [+male].,40,0,m,,0.4704361346,0.1577795036,0.2512594328
ic_mismatch,lusinga,4,la moglie lusinga il marito perché è [+female].,40,1,f,,0.0611424269,0.09798149252,0.2146473028
ic_mismatch,disobbedisce,4,il marito disobbedisce alla moglie perché è [+male].,72,1,m,,0.2327118306,0.2178056003,0.2674783908
ic_mismatch,disobbedisce,4,il marito disobbedisce alla moglie perché è [+female].,72,0,f,,0.1887999256,0.1517178351,0.2798807037
ic_mismatch,disobbedisce,4,la moglie disobbedisce al marito perché è [+male].,72,0,m,,0.2366815954,0.2108752809,0.08436499548
ic_mismatch,disobbedisce,4,la moglie disobbedisce al marito perché è [+female].,72,1,f,,0.1921334448,0.1335899592,0.5001658008
ic_mismatch,aiuta,4,il marito aiuta la moglie perché è [+male].,52,1,m,,0.1296956406,0.07784925401,0.09159987187
ic_mismatch,aiuta,4,il marito aiuta la moglie perché è [+female].,52,0,f,,0.3485408016,0.1795909195,0.3862895361
ic_mismatch,aiuta,4,la moglie aiuta il marito perché è [+male].,52,0,m,,0.4755717709,0.1622838257,0.07861257822
