exp,verb,item,sent,bias,isHigh ,gender,tf_because_surp,gpt_because_surp,LSTM_avg_because_surp,bert_because_score,tf_result_surp,gpt_result_surp,LSTM_avg_result_surp,bert_result_score,tf_period_surp,gpt_period_surp,LSTM_avg_period_surp,bert_period_score
ic_mismatch,employed,0,The man employed the woman because she,-76,0,f,3.678173065,2.206867456,3.463995686,0.7256898284,5.350370884,3.836624146,6.076090183,0.5063784719,11.39945698,5.782772064,5.106801586,0.3311344981
ic_mismatch,employed,0,The woman employed the man because he,-76,0,m,2.789179802,2.248925924,2.851453733,0.7592875361,4.321475506,4.320877075,5.219202156,0.5132721663,9.347751617,5.72623539,4.427216434,0.3902006745
ic_mismatch,employed,0,The woman employed the man because she,-76,1,f,4.175336838,1.205591202,3.289461069,0.1422135532,3.871641874,3.47321701,5.862621975,0.2294440269,11.15425968,4.624520779,4.925020218,0.2311410457
ic_mismatch,encouraged,0,The man encouraged the woman because he,-12,1,m,2.406623125,1.411753654,2.70197226,0.295030117,5.39585638,4.315977573,5.162418785,0.2081324905,9.309161186,3.74986124,4.264920206,0.2501092255
ic_mismatch,encouraged,0,The man encouraged the woman because she,-12,0,f,3.288357735,2.121641636,3.317931089,0.5351213217,5.756622791,2.801074505,5.943747902,0.6010469794,11.59418106,4.440548897,4.976275806,0.276468128
ic_mismatch,encouraged,0,The woman encouraged the man because he,-12,0,m,2.492988586,2.301122427,2.68138905,0.5923739672,4.558103561,3.228954077,5.029475603,0.5660908222,9.458557129,4.655878067,4.244104004,0.3242069483
ic_mismatch,encouraged,0,The woman encouraged the man because she,-12,1,f,3.58630991,1.324105501,3.110959225,0.2418550402,4.253690243,4.442334175,5.681530914,0.2295447439,11.26985836,3.937302589,4.780833817,0.2143382877
ic_mismatch,enlightened,0,The man enlightened the woman because he,0,1,m,2.861334562,1.627423167,2.953548269,0.315897733,3.14296174,4.603102684,5.529229002,0.2264392674,9.371458054,4.090805531,4.398077545,0.3888957202
ic_mismatch,enlightened,0,The man enlightened the woman because she,0,0,f,3.293614864,2.580235958,3.617910728,0.5218350887,4.884591579,3.279701471,6.387247105,0.565893352,11.49917698,5.413693428,5.182102413,0.2209937274
ic_mismatch,enlightened,0,The woman enlightened the man because he,0,0,m,2.599344015,2.990053892,2.932753673,0.5125985146,3.529176235,3.478164434,5.367680788,0.483061254,9.385509491,5.069666862,4.376095629,0.1574320793
ic_mismatch,enlightened,0,The woman enlightened the man because she,0,1,f,3.543220758,1.361385107,3.177303777,0.3444342613,3.495105743,4.59105587,5.869620628,0.3050690889,11.1936779,4.24830389,4.774652576,0.5022245646
ic_mismatch,enraged,0,The man enraged the woman because he,70,1,m,2.127125025,1.44000423,2.493281617,0.5980238914,3.381597281,3.880097151,4.51864275,0.375746429,9.404325485,3.469300747,4.237068253,0.3748867214
ic_mismatch,enraged,0,The man enraged the woman because she,70,0,f,3.341660976,1.87557292,3.388892927,0.1996568292,4.451684475,2.721876621,5.589491272,0.3327919245,11.47261333,4.04863739,5.20202774,0.1445811987
ic_mismatch,enraged,0,The woman enraged the man because he,70,0,m,2.286839485,2.088574409,2.452853341,0.1336381733,3.6239326,3.130011082,4.390094299,0.4135942459,9.367941856,4.206273079,4.206212587,0.2214886695
ic_mismatch,enraged,0,The woman enraged the man because she,70,1,f,3.523672819,1.294266343,2.926268001,0.7391319275,3.407771349,4.289699554,5.08667964,0.3018639386,11.18651962,3.950625896,4.778774805,0.3317476511
ic_mismatch,enticed,0,The man enticed the woman because he,70,1,m,2.336488247,1.137210369,2.599500799,0.7245950699,3.999728918,4.309073925,4.967429314,0.3636862636,9.488850594,4.037116051,4.31213829,0.4980278015
ic_mismatch,enticed,0,The man enticed the woman because she,70,0,f,3.073411942,3.066558599,3.333989401,0.1768787354,3.687122345,3.297170877,5.825187206,0.4336735904,11.54239178,4.574858665,5.081940136,0.1350024194
ic_mismatch,enticed,0,The woman enticed the man because he,70,0,m,2.165503502,2.581971645,2.565469398,0.2607448101,3.386698961,3.434541702,4.827070847,0.4957031608,9.44171524,4.851368427,4.287485628,0.1891723722
ic_mismatch,enticed,0,The woman enticed the man because she,70,1,f,3.65794301,1.36694181,3.096670027,0.6530358791,3.927108288,4.727914333,5.54394187,0.3137298226,11.22097874,4.371376038,4.856832561,0.4756319225
ic_mismatch,escorted,0,The man escorted the woman because he,-36,1,m,2.389973879,1.444936872,2.917297249,0.2584167123,4.054510117,3.822639704,5.336375275,0.2305062562,9.434592247,3.891529083,4.640507593,0.2256333381
ic_mismatch,escorted,0,The man escorted the woman because she,-36,0,f,3.204322815,1.919142604,3.410533943,0.5070484877,4.792886734,3.463599205,5.999509716,0.3447774947,11.47799587,4.403123856,5.194232235,0.1847714931
ic_mismatch,escorted,0,The woman escorted the man because he,-36,0,m,2.446081877,2.023381472,2.853757095,0.6073893905,4.230704308,3.625227213,5.112736168,0.393068552,9.370556831,4.506668568,4.589719687,0.2592859268
ic_mismatch,escorted,0,The woman escorted the man because she,-36,1,f,3.720470428,1.339241266,3.226509905,0.1748167425,3.908616781,3.884904385,5.686820259,0.1890355349,11.23573208,4.175270081,5.005722771,0.1665289402
ic_mismatch,esteemed,0,The man esteemed the woman because he,-53,1,m,3.063956499,2.865818024,2.869429455,0.0103520127,3.272042751,3.59124279,5.222110748,0.2056149989,9.191054344,4.584719181,4.32170496,0.2445414066
ic_mismatch,esteemed,0,The man esteemed the woman because she,-53,0,f,3.81911993,1.276149273,3.601824198,0.9658002853,5.105293751,4.330603123,6.134777946,0.6509942412,11.27644444,5.9107728,5.138424797,0.4563740194
ic_mismatch,esteemed,0,The woman esteemed the man because he,-53,0,m,3.063495398,1.519005299,2.820514464,0.971218884,3.951862812,4.236708164,5.018082352,0.6053394079,9.263885498,5.580231667,4.278266859,0.3672575951
ic_mismatch,esteemed,0,The woman esteemed the man because she,-53,1,f,4.496712208,1.974122286,3.204596291,0.008765707724,3.653368235,3.577732325,5.621690369,0.256284833,10.92618656,4.720754623,4.77408309,0.3412285149
ic_mismatch,exalted,0,The man exalted the woman because he,-17,1,m,2.578440189,2.649799585,2.752519984,0.1328119338,3.649065018,4.098936558,4.911231041,0.3006336689,9.326847076,4.282565594,4.252104092,0.2671244144
ic_mismatch,exalted,0,The man exalted the woman because she,-17,0,f,3.501475334,1.411316752,3.458239431,0.7753663063,5.381161213,4.034916878,5.82376503,0.4642267525,11.43296051,6.268106461,5.089013805,0.3713975251
ic_mismatch,exalted,0,The woman exalted the man because he,-17,0,m,2.746062517,3.302293539,2.702073941,0.8257248998,3.878307819,4.520781517,4.72557107,0.4633412063,9.38999939,5.793968201,4.214566488,0.431096822
ic_mismatch,exalted,0,The woman exalted the man because she,-17,1,f,3.648366451,1.935197949,3.056440296,0.09549485147,4.203329086,4.412353992,5.334892712,0.3180997968,11.21815014,4.582731724,4.730369892,0.2360981554
ic_mismatch,exasperated,0,The man exasperated the woman because he,74,1,m,2.521437883,1.475251198,2.535234141,0.2891837656,3.555785894,4.08006525,4.62682003,0.2897689641,9.304243088,3.910115004,4.227462769,0.3606881797
ic_mismatch,exasperated,0,The man exasperated the woman because she,74,0,f,3.18713975,1.96261704,3.42788311,0.4947773218,3.360159159,2.762250185,5.687921314,0.430377692,11.42456245,4.445935726,5.199848442,0.2776498795
ic_mismatch,exasperated,0,The woman exasperated the man because he,74,0,m,2.616722107,2.240801334,2.518818798,0.6854910851,3.379785538,3.464665651,4.490038681,0.4650693834,9.394309998,4.789222717,4.217030859,0.4943151474
ic_mismatch,exasperated,0,The woman exasperated the man because she,74,1,f,3.609614849,1.351177692,2.981507931,0.1458481848,3.020029306,4.438541412,5.176820765,0.2712956071,11.2061882,4.335132122,4.796624985,0.19696787
ic_mismatch,excited,0,The man excited the woman because he,72,1,m,2.282358408,1.326531768,2.610159717,0.4744111896,3.228382111,4.049098015,4.860342922,0.3551602662,9.192390442,3.814712048,4.159616156,0.4010368884
ic_mismatch,excited,0,The man excited the woman because she,72,0,f,3.074770451,2.502170801,3.451741867,0.3232150078,3.980573416,3.088460684,5.856075802,0.4026546776,11.36004543,4.10995245,5.091207752,0.2134382576
ic_mismatch,excited,0,The woman excited the man because he,72,0,m,2.474462271,2.461535931,2.57931304,0.3655911684,3.36589098,3.517186165,4.675653534,0.4468592405,9.341099739,4.555269241,4.139031191,0.3306520581
ic_mismatch,excited,0,The woman excited the man because she,72,1,f,3.247524261,1.296576381,2.973879519,0.4705986977,3.553811789,4.380927086,5.271259861,0.3273297846,11.15200424,4.498821735,4.649816418,0.2980513573
ic_mismatch,excused,0,The man excused the woman because he,-50,1,m,2.525238514,1.753113389,2.615288334,0.1632418334,5.836235523,4.291518211,4.532434921,0.1934709847,9.168107986,3.789230347,4.296506014,0.1586453915
ic_mismatch,excused,0,The man excused the woman because she,-50,0,f,2.952984095,1.886179805,3.414523973,0.6327666044,5.980122089,3.11467123,5.523416767,0.2912263274,11.37308979,4.98931694,5.192658405,0.2007245123
ic_mismatch,excused,0,The woman excused the man because he,-50,0,m,2.698158026,1.912751436,2.611403351,0.6916139126,5.216228008,3.71873951,4.439689398,0.3816988468,9.209768295,4.795674324,4.315962982,0.2771867216
ic_mismatch,excused,0,The woman excused the man because she,-50,1,f,4.272096634,1.782508373,3.004129496,0.09751547128,6.184538841,4.608456612,5.085115395,0.1135026515,11.10422802,4.185105801,4.847574863,0.08933605999
ic_mismatch,exhausted,0,The man exhausted the woman because he,65,1,m,2.727499962,1.31305778,2.703554983,0.2867869139,3.387806654,3.823392391,4.613752584,0.2554199994,9.07252121,3.534011364,4.349322004,0.3143351376
ic_mismatch,exhausted,0,The man exhausted the woman because she,65,0,f,2.843558073,2.172518492,3.462153215,0.5424274206,3.761763096,2.613555193,5.560326853,0.3892105818,11.25837612,3.934185982,5.219542847,0.2453146279
ic_mismatch,exhausted,0,The woman exhausted the man because he,65,0,m,2.449157,2.426043034,2.709718761,0.5932993293,3.97653389,3.025400877,4.473305244,0.4261959493,9.208021164,4.283922672,4.368874521,0.3659064472
ic_mismatch,exhausted,0,The woman exhausted the man because she,65,1,f,3.432214022,1.155457258,2.986412296,0.2649403811,3.186910868,3.842775106,5.006061773,0.2363892496,10.97884274,3.92042017,4.784478884,0.2208240181
ic_mismatch,fascinated,0,The man fascinated the woman because he,85,1,m,2.657612801,1.303379297,2.66847908,0.5428012609,2.811463833,3.673717976,4.60632021,0.5091203451,9.416922569,3.451384783,4.179038172,0.4770996273
ic_mismatch,fascinated,0,The man fascinated the woman because she,85,0,f,3.35340786,2.715714455,3.315059838,0.2932975292,4.57999754,2.964927912,5.476922035,0.3017016351,11.50872421,3.936880589,4.962431011,0.18282637
ic_mismatch,fascinated,0,The woman fascinated the man because he,85,0,m,2.666174889,2.331702232,2.621829634,0.2566478252,3.223673344,2.856459856,4.501334,0.2682807148,9.450980186,3.65961194,4.143061867,0.1815998256
ic_mismatch,fascinated,0,The woman fascinated the man because she,85,1,f,3.309072018,1.393616676,3.057194796,0.6170333624,3.254715681,4.059589863,5.186575518,0.5487936735,11.23730469,3.573493958,4.714181309,0.4690285921
ic_mismatch,favoured,0,The man favoured the woman because he,-89,1,m,3.23886776,1.340777159,2.870017529,0.1491184682,3.887423038,3.322844744,4.947459555,0.2469194978,9.305158615,3.946445227,4.290442343,0.3043666482
ic_mismatch,favoured,0,The man favoured the woman because she,-89,0,f,4.030534267,2.322316408,3.480697918,0.7548756003,5.087792397,4.806869507,5.765406113,0.5787783265,11.55157566,6.122197628,5.045355949,0.3191877306
ic_mismatch,favoured,0,The woman favoured the man because he,-89,0,m,2.962309361,2.004459858,2.814565973,0.8741518855,4.341187954,4.144855499,4.811099253,0.5453814864,9.463378906,5.423316002,4.241561518,0.5346992016
ic_mismatch,favoured,0,The woman favoured the man because she,-89,1,f,4.259407997,1.512856364,3.161933928,0.06751344353,4.162997246,3.379546404,5.420456486,0.2856835723,11.26542473,4.518528461,4.751832085,0.1609238237
ic_mismatch,feared,0,The man feared the woman because he,-85,1,m,3.122529745,2.124964476,2.760163832,0.01448326278,3.274934769,2.60031724,5.481976681,0.204391107,9.105039597,3.335744619,4.143669319,0.1100728959
ic_mismatch,feared,0,The man feared the woman because she,-85,0,f,3.170600891,1.261317015,3.487377663,0.9539487958,4.8439188,3.748635769,6.423915482,0.616253674,11.32193851,4.628987789,5.086277409,0.6219987869
ic_mismatch,feared,0,The woman feared the man because he,-85,0,m,2.599122763,1.299415112,2.720613947,0.9620232582,4.061200142,3.272191525,5.285045147,0.6588058472,9.206596375,4.601265907,4.106341257,0.7125501633
ic_mismatch,feared,0,The woman feared the man because she,-85,1,f,4.296052456,2.486333609,3.123163538,0.01105388068,3.196838617,2.992026329,5.957326431,0.1971784383,10.96831226,3.388212919,4.747383518,0.071473822
ic_mismatch,fed,0,The man fed the woman because he,-85,1,m,2.029352188,1.301731348,2.784412012,0.3314135373,3.861685038,4.778629303,4.938279877,0.2315140814,9.352431297,4.57433176,4.425440035,0.2913065851
ic_mismatch,fed,0,The man fed the woman because she,-85,0,f,3.263876438,2.129247189,3.550970802,0.4044678807,4.080585957,2.905876875,5.872295685,0.4325644374,11.38000679,5.33834219,5.250181141,0.1942838728
ic_mismatch,fed,0,The woman fed the man because he,-85,0,m,1.815329313,2.162912369,2.76583354,0.4951519668,4.110037804,3.328537226,4.760333672,0.4301766753,9.460679054,5.594130039,4.390394812,0.3089876175
ic_mismatch,fed,0,The woman fed the man because she,-85,1,f,4.029673576,1.392841458,3.121681709,0.2670548558,3.649799585,4.358616829,5.339292545,0.2547371089,11.23812389,4.655842304,4.828293304,0.1977910101
ic_mismatch,filmed,0,The man filmed the woman because he,-3,1,m,3.056224823,0.6893189549,3.01002779,0.1271208972,4.35884428,3.710260868,5.249305172,0.1574169099,9.13674736,3.755847931,4.670279112,0.2299333364
ic_mismatch,filmed,0,The man filmed the woman because she,-3,0,f,3.321489573,2.655372381,3.511561918,0.7526497841,6.174265385,3.86523366,5.913032761,0.5591776967,11.28636169,5.113144398,5.222712154,0.3124714196
ic_mismatch,filmed,0,The woman filmed the man because he,-3,0,m,2.667482853,2.50760603,3.068329096,0.7449632883,4.845497608,4.111249447,5.18614768,0.5530890226,9.196228981,4.756392956,4.695305519,0.4412884414
ic_mismatch,filmed,0,The woman filmed the man because she,-3,1,f,3.728479624,0.6964513063,3.171658316,0.1287682652,5.617745876,3.960808516,5.497791595,0.1389958411,11.12961674,4.04968977,4.860124292,0.1327457726
ic_mismatch,flattered,0,The man flattered the woman because he,42,1,m,2.260037899,1.038095117,2.507472863,0.2759814262,3.551425219,3.525690556,4.465612698,0.3510176539,9.433451653,2.885278463,4.155252066,0.4237066507
ic_mismatch,flattered,0,The man flattered the woman because she,42,0,f,3.432373285,2.29142642,3.384988003,0.5998072028,3.75241518,2.416083336,5.517974548,0.4145555198,11.53776169,4.19793129,5.126168156,0.2164665908
ic_mismatch,flattered,0,The woman flattered the man because he,42,0,m,2.190392494,1.967577457,2.512102008,0.6204040051,3.31359148,2.461670876,4.395085993,0.4306611717,9.341639519,4.162614346,4.162887993,0.2803046703
ic_mismatch,flattered,0,The woman flattered the man because she,42,1,f,3.768326759,1.163738728,2.95057754,0.2649337351,4.060118675,3.481024504,5.050174227,0.3513824344,11.19636345,3.002790928,4.725834999,0.398327142
ic_mismatch,floored,0,The man floored the woman because he,13,1,m,2.243715048,1.237607956,2.764670806,0.2332206517,4.091331482,4.058887005,4.753079271,0.2041622251,9.313844681,3.353465557,4.434223967,0.3446294665
ic_mismatch,floored,0,The man floored the woman because she,13,0,f,3.142299891,1.673394203,3.501160784,0.4923978448,4.896887302,2.423874378,5.610704117,0.4382146597,11.47004032,3.476108551,5.217722359,0.2009004354
ic_mismatch,floored,0,The woman floored the man because he,13,0,m,2.183696985,1.925544262,2.743813734,0.4789893329,4.302400112,2.738724232,4.584071112,0.4633677006,9.465766907,3.49750042,4.386592178,0.2698580623
ic_mismatch,floored,0,The woman floored the man because she,13,1,f,3.669538975,1.226174712,3.071698513,0.2432620972,4.150535583,4.295890808,5.09827775,0.1868421882,11.22760677,3.386904716,4.797512407,0.2957246602
ic_mismatch,followed,0,The man followed the woman because he,46,1,m,2.349121571,1.506122947,2.788617077,0.1140157059,4.588402748,3.372417212,4.794464121,0.3743751943,9.369107246,3.522675276,4.523230705,0.2036391795
ic_mismatch,followed,0,The man followed the woman because she,46,0,f,3.477134943,1.599645734,3.402228494,0.7435757518,6.268337727,4.270507813,5.539713306,0.3006038368,11.47775364,4.716296673,5.172037296,0.3133340478
ic_mismatch,followed,0,The woman followed the man because he,46,0,m,2.486080885,2.130514383,2.772279005,0.8119798899,5.296124935,4.121765137,4.689877224,0.3343660533,9.4078722,4.787552357,4.504568262,0.3753686249
ic_mismatch,followed,0,The woman followed the man because she,46,1,f,3.826662064,1.225389004,3.145879898,0.05584007502,4.332388401,3.485250473,5.24177803,0.3237416744,11.14910412,3.703987598,4.917693691,0.1369174123
ic_mismatch,fooled,0,The man fooled the woman because he,10,1,m,2.642403841,0.9652571082,2.647090445,0.4327552021,3.550537348,3.351271629,4.781708279,0.2518649399,9.555356026,3.081936121,4.355634451,0.4498303533
ic_mismatch,fooled,0,The man fooled the woman because she,10,0,f,2.632706881,2.886746407,3.438495245,0.3561832309,3.323285103,3.000115871,5.706807194,0.4678519666,11.6030159,4.866562843,5.185062237,0.2166936845
ic_mismatch,fooled,0,The woman fooled the man because he,10,0,m,2.380959272,2.897774458,2.617885051,0.4424466491,3.119207382,3.085412264,4.612461882,0.4627525508,9.449699402,4.777152538,4.334687891,0.3308208883
ic_mismatch,fooled,0,The woman fooled the man because she,10,1,f,3.557718039,0.8622499108,3.078779497,0.3656709194,3.690950632,3.392330885,5.266948404,0.253050983,11.28496361,3.261944056,4.846256256,0.3274460137
ic_mismatch,forgave,0,The man forgave the woman because he,5,1,m,2.373876095,2.022462606,2.478086123,0.09352628142,3.892529488,4.739402294,4.463469172,0.2585670948,9.457990646,4.410909653,4.19631216,0.2108137757
ic_mismatch,forgave,0,The man forgave the woman because she,5,0,f,2.569206953,1.974273086,3.365156984,0.8228927851,3.582121372,3.205179453,5.518783894,0.4788279533,11.5468626,5.163939476,5.162679367,0.3962356448
ic_mismatch,forgave,0,The woman forgave the man because he,5,0,m,1.863739371,2.118529081,2.482136855,0.8805518746,2.999009371,3.656792164,4.40546566,0.4889597297,9.375591278,5.442137241,4.201534348,0.4825865924
ic_mismatch,forgave,0,The woman forgave the man because she,5,1,f,4.062147141,1.732070327,3.063117456,0.04120969027,4.21127367,4.086042881,5.204741488,0.2425295413,11.26734352,4.210878849,4.882038918,0.1516878903
ic_mismatch,forgot,0,The man forgot the woman because he,-16,1,m,2.731935501,1.248001933,2.532494726,0.07704294473,3.622667551,4.312925339,4.563504925,0.2236551642,9.267765045,3.35436058,4.078353024,0.09412618726
ic_mismatch,forgot,0,The man forgot the woman because she,-16,0,f,2.967246294,2.054745197,3.460760717,0.7859811783,4.331881523,3.433923244,5.674935226,0.4396870136,11.35831451,4.879583836,5.103325329,0.6204702258
ic_mismatch,forgot,0,The woman forgot the man because he,-16,0,m,2.885631561,2.314656973,2.558011494,0.8914227486,5.138921261,4.29339695,4.493451242,0.5838561654,9.321246147,4.959633827,4.08214222,0.78699857
ic_mismatch,forgot,0,The woman forgot the man because she,-16,1,f,4.155193806,1.154815793,2.924598823,0.02191857249,3.134404421,3.759683847,5.092359552,0.1362177432,11.08875656,3.585268021,4.576306438,0.03098195791
ic_mismatch,fought,0,The man fought the woman because he,24,1,m,2.297240496,1.062811017,2.787110796,0.08872694522,3.992995501,3.507964849,4.726024971,0.2026913017,9.336642265,3.985836506,4.351889439,0.2285919636
ic_mismatch,fought,0,The man fought the woman because she,24,0,f,3.104449749,2.050727606,3.550114298,0.758277595,4.639725685,4.972876072,5.651607552,0.4591963887,11.44091892,5.266310692,5.180101948,0.314814955
ic_mismatch,fought,0,The woman fought the man because he,24,0,m,2.410460234,2.346218348,2.794701772,0.7974164486,4.975800514,3.803975582,4.638244953,0.4521519244,9.359477043,4.928595543,4.338822803,0.4183418751
ic_mismatch,fought,0,The woman fought the man because she,24,1,f,3.396645784,1.085875869,3.236059723,0.06356548518,3.473208904,3.684113264,5.269979315,0.2231219411,11.12077808,3.751038551,4.843135242,0.1446513385
ic_mismatch,freed,0,The man freed the woman because he,-52,1,m,2.792827845,1.457122207,2.774516273,0.3088216484,3.785144806,4.279139042,4.923123169,0.2404252291,9.232642174,4.136868954,4.520242205,0.3236563504
ic_mismatch,freed,0,The man freed the woman because she,-52,0,f,2.855227232,2.678054571,3.579439058,0.3640654981,4.476772308,3.596684456,5.892390022,0.440045625,11.31851768,5.371549129,5.384376106,0.2430071384
ic_mismatch,freed,0,The woman freed the man because he,-52,0,m,2.447178125,2.737464905,2.729072962,0.4079288542,4.03360033,3.941472292,4.742149944,0.4400109351,9.337458611,5.318205833,4.500439749,0.3321864903
ic_mismatch,freed,0,The woman freed the man because she,-52,1,f,3.806976318,1.274319291,3.100143528,0.2521880269,3.825876951,4.241157055,5.311339579,0.2225044817,11.05036926,4.289179802,4.939087524,0.2431211472
ic_mismatch,frightened,0,The man frightened the woman because he,68,1,m,2.737156391,1.139779449,2.640335369,0.5399237871,3.358674765,3.83943224,4.749854622,0.3046954572,9.382520676,3.509577751,4.330116177,0.4389375746
ic_mismatch,frightened,0,The man frightened the woman because she,68,0,f,2.547356367,2.458711624,3.511187959,0.2477788031,3.649356842,2.024060249,5.767889633,0.4288739562,11.46455097,3.786761522,5.264567719,0.1285157949
ic_mismatch,frightened,0,The woman frightened the man because he,68,0,m,2.294312239,2.365857363,2.626382098,0.3176380992,3.385933161,2.384266376,4.596815825,0.483081013,9.373856544,4.076577663,4.332554302,0.249306649
ic_mismatch,frightened,0,The woman frightened the man because she,68,1,f,3.378304958,1.215227246,2.989438934,0.5257503986,3.33708334,4.42051363,5.171207294,0.2439833283,11.23186207,3.996227264,4.790743122,0.3280939162
ic_mismatch,frustrated,0,The man frustrated the woman because he,79,1,m,2.567950726,1.19331646,2.540306735,0.3099962771,3.22446084,3.719782352,4.608572407,0.2797840834,9.047792435,3.733984947,4.17171133,0.3642742634
ic_mismatch,frustrated,0,The man frustrated the woman because she,79,0,f,2.961308002,2.175502539,3.436099844,0.4516729712,4.045981884,2.911479235,5.666285057,0.4118478596,11.23800087,4.665585995,5.144078159,0.2278863639
ic_mismatch,frustrated,0,The woman frustrated the man because he,79,0,m,2.037003517,2.31116128,2.577566481,0.4361792803,3.636373758,3.256408215,4.522542505,0.4165059924,9.186984062,4.808281422,4.195004101,0.3455537558
ic_mismatch,frustrated,0,The woman frustrated the man because she,79,1,f,3.531923771,1.120342493,3.029596062,0.3396624327,3.182971001,3.989318609,5.211793356,0.2684488297,10.91768837,4.015050411,4.76359498,0.2663520575
ic_mismatch,grabbed,0,The man grabbed the woman because he,-5,1,m,2.602948189,1.251467824,2.643465252,0.1364983767,4.488325596,4.086339474,4.583731232,0.1843912452,9.423012733,2.988388538,4.344826708,0.1656700224
ic_mismatch,grabbed,0,The man grabbed the woman because she,-5,0,f,2.817991018,1.460715771,3.529268541,0.6196199059,5.942740917,2.643164158,5.638681459,0.5205586553,11.47161388,2.762344122,5.29445612,0.2940846682
ic_mismatch,grabbed,0,The woman grabbed the man because he,-5,0,m,2.546775103,1.735080957,2.620661764,0.7194657922,4.633129597,3.127446651,4.466120605,0.6008097529,9.414059639,3.442345619,4.332530508,0.4238332212
ic_mismatch,grabbed,0,The woman grabbed the man because she,-5,1,f,4.133571148,1.088118076,3.021880388,0.07836858183,6.658585072,4.281695366,5.087908363,0.1411604136,11.24833679,3.546644211,4.809000664,0.1090784073
ic_mismatch,grazed,0,The man grazed the woman because he,44,1,m,2.609179497,1.311394215,2.757250047,0.2862426043,4.388786316,4.244445801,4.592766838,0.2880870402,9.427984238,3.66266489,4.296364336,0.3195616901
ic_mismatch,grazed,0,The man grazed the woman because she,44,0,f,2.774541378,1.719550252,3.525165644,0.3352520466,4.610476017,2.627848864,5.489926939,0.2666657567,11.47817039,3.781112909,5.146245728,0.1875305474
ic_mismatch,grazed,0,The woman grazed the man because he,44,0,m,2.211950302,2.158352613,2.727433043,0.5427773595,4.868549824,3.551275253,4.460776367,0.3935848176,9.443758965,4.367127419,4.262279902,0.365396589
ic_mismatch,grazed,0,The woman grazed the man because she,44,1,f,3.990367889,1.262123585,3.146801329,0.1441164613,3.862134933,4.079452991,5.056461277,0.2231682986,11.19013309,4.13338232,4.769375896,0.1746289581
ic_mismatch,greeted,0,The man greeted the woman because he,-8,1,m,1.952241778,1.452088833,2.605378151,0.1643568128,3.714691401,4.160710335,4.649167833,0.2504886687,9.526892662,3.411197424,4.282374926,0.2145067751
ic_mismatch,greeted,0,The man greeted the woman because she,-8,0,f,3.544550657,1.915425301,3.269830775,0.7320937514,4.981070042,3.724858046,5.456261826,0.5103778243,11.60913754,4.664865494,5.02864521,0.2806472778
ic_mismatch,greeted,0,The woman greeted the man because he,-8,0,m,2.103929996,2.19239521,2.578764806,0.8348162174,3.405410528,3.873934031,4.565036306,0.6459933519,9.472244263,4.539719105,4.263190241,0.4010486603
ic_mismatch,greeted,0,The woman greeted the man because she,-8,1,f,3.57874465,1.188237906,3.049744663,0.07158851624,4.917033672,3.893267632,5.203159037,0.1387799084,11.3859024,3.579750299,4.805591888,0.1233451515
ic_mismatch,guided,0,The man guided the woman because he,-73,1,m,2.368759155,1.669835925,2.941271687,0.3145951629,3.823537588,4.425981045,5.274692841,0.1823130399,9.367972374,4.190818787,4.585259027,0.2079288512
ic_mismatch,guided,0,The man guided the woman because she,-73,0,f,2.896793842,2.331201315,3.529473934,0.5016421676,4.07653904,3.764032364,6.024702263,0.5754133463,11.50399876,4.994310856,5.216145744,0.2892176807
ic_mismatch,guided,0,The woman guided the man because he,-73,0,m,2.358533144,2.747925758,2.917042665,0.5164023638,3.588363647,3.897922039,5.11133707,0.5169265866,9.430119514,5.145853519,4.583779507,0.3153384924
ic_mismatch,guided,0,The woman guided the man because she,-73,1,f,3.802303791,1.462129831,3.272169189,0.3134374022,3.659554958,4.441625118,5.681821537,0.2307877988,11.20407295,4.367578506,5.005617447,0.2107821554
ic_mismatch,hailed,0,The man hailed the woman because he,-45,1,m,3.005391121,1.598840356,2.835992451,0.1217905432,3.842346907,3.778795481,5.138762627,0.17070207,9.326382637,3.645117998,4.260760603,0.2020632178
ic_mismatch,hailed,0,The man hailed the woman because she,-45,0,f,3.685161352,1.549013495,3.640337315,0.7945877314,5.640152454,3.561299562,6.087307968,0.6827067137,11.42908478,4.919238567,5.151356773,0.5082708597
ic_mismatch,hailed,0,The woman hailed the man because he,-45,0,m,3.340597153,1.478906155,2.85646996,0.8983669281,4.118503571,3.669231892,5.065651913,0.7926046252,9.364839554,4.52269125,4.264397917,0.6688985229
ic_mismatch,hailed,0,The woman hailed the man because she,-45,1,f,4.228233814,1.573730469,3.267890024,0.04042398185,4.220537663,3.828037977,5.675595608,0.08932803571,11.1031599,3.955887079,4.795508366,0.0776983276
ic_mismatch,harassed,0,The man harassed the woman because he,41,1,m,2.394007444,1.224811792,2.717992492,0.1427639872,3.564716816,3.543482304,4.634966879,0.2063850313,9.307545662,3.590410948,4.352727394,0.3098314106
ic_mismatch,harassed,0,The man harassed the woman because she,41,0,f,2.642382145,1.84231472,3.440800791,0.7392776608,3.642153025,2.690199614,5.530683365,0.5469282269,11.40386963,4.74233675,5.17465992,0.2473718077
ic_mismatch,harassed,0,The woman harassed the man because he,41,0,m,2.12361908,2.019831657,2.660468445,0.8737401366,4.249598503,2.957827806,4.492564697,0.6801967621,9.336438179,5.248833179,4.328699942,0.4950572848
