exp,item,sent,hasIC,num,isHIGH,model,lstm_surp
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_16,2.41408205
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_17,2.53838706
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_18,2.603265047
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_19,4.21088171
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_2,2.825260162
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_20,2.656734228
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_21,2.838943958
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_22,2.69024086
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_23,2.969092607
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_24,3.014746189
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_25,3.492771864
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_3,2.417154551
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_4,2.520295858
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_5,2.460706234
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_6,2.787632465
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_7,2.603994608
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_8,2.848468065
reading,4,The man stood near the sailors of the captain who was,0,sg,0,LSTM_9,3.391762733
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_1,3.134665489
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_10,3.801493645
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_11,3.407996893
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_12,2.966555595
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_13,3.6778934
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_14,4.167294025
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_15,3.769534588
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_16,3.345919609
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_17,3.127691984
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_18,3.213879347
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_19,2.888946295
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_2,3.609806776
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_20,3.52467227
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_21,3.526870251
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_22,3.981819153
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_23,3.792687654
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_24,3.291252613
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_25,3.817670584
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_3,5.184381485
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_4,4.02280283
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_5,3.210431814
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_6,3.290213585
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_7,4.727451324
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_8,3.342563391
reading,4,The man stood near the sailor of the captains who were,0,pl,0,LSTM_9,4.092912674
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_1,6.836642742
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_10,5.856894016
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_11,6.716133118
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_12,5.084440708
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_13,8.294365883
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_14,7.591246128
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_15,5.865294933
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_16,5.887217999
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_17,6.202587128
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_18,6.734846592
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_19,7.707967281
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_2,6.081592083
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_20,6.008212566
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_21,5.318978786
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_22,6.557988644
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_23,5.537602901
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_24,6.515947819
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_25,5.701356411
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_3,4.71648407
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_4,6.845176697
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_5,6.485814571
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_6,5.191747665
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_7,6.37462759
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_8,6.881951332
reading,4,The man stood near the sailors of the captain who were,0,pl,1,LSTM_9,6.785548687
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_1,5.349885464
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_10,5.386059761
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_11,6.641521454
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_12,8.072410583
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_13,7.576079369
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_14,5.311862469
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_15,4.898783684
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_16,5.170121193
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_17,5.605973721
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_18,5.585425377
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_19,5.7059412
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_2,4.710235596
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_20,5.154427528
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_21,5.489767551
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_22,5.788106441
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_23,6.847054958
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_24,6.740875244
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_25,5.888601303
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_3,4.440206528
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_4,5.154846191
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_5,6.622990608
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_6,5.676691532
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_7,5.989329338
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_8,6.397978783
reading,6,The man comforted the leader of the activists who was,1,sg,1,LSTM_9,4.572161674
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_1,3.811218739
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_10,4.0050354
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_11,3.222103596
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_12,4.631985664
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_13,3.651866436
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_14,3.570726871
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_15,4.255950451
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_16,3.427652121
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_17,3.429587603
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_18,2.895781517
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_19,5.095501423
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_2,3.130560398
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_20,2.944947004
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_21,3.500737906
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_22,3.20585227
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_23,3.414386749
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_24,3.283275127
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_25,4.384906292
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_3,3.268920898
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_4,3.432096004
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_5,3.667032719
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_6,4.018319607
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_7,2.632472515
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_8,2.971284389
reading,6,The man comforted the leaders of the activist who was,1,sg,0,LSTM_9,3.949972391
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_1,2.978415251
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_10,3.66896987
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_11,3.077194929
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_12,2.573857546
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_13,3.614275455
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_14,3.798587084
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_15,3.196743011
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_16,3.477158785
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_17,3.372318029
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_18,3.144346476
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_19,3.874485731
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_2,3.987310171
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_20,3.632807493
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_21,3.666421175
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_22,4.925542831
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_23,3.36521554
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_24,3.516929388
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_25,3.220820189
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_3,3.643834829
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_4,3.813000441
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_5,3.311949015
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_6,3.819293976
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_7,3.648986816
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_8,3.383174181
reading,6,The man comforted the leader of the activists who were,1,pl,0,LSTM_9,4.010664463
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_1,6.181771278
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_10,4.659921646
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_11,5.708101749
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_12,4.760179043
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_13,5.570317745
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_14,6.280681133
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_15,4.217887402
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_16,5.56141758
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_17,4.651359081
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_18,5.621361256
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_19,5.523190975
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_2,4.832790852
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_20,5.732836723
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_21,4.862777233
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_22,6.362179756
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_23,5.841744423
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_24,6.647900105
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_25,4.449643135
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_3,4.30389452
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_4,4.990829945
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_5,4.679877281
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_6,5.019825459
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_7,6.910520077
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_8,6.72714901
reading,6,The man comforted the leaders of the activist who were,1,pl,1,LSTM_9,5.855031013
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_1,5.330444813
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_10,5.506847858
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_11,6.642642498
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_12,7.959197044
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_13,7.798755646
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_14,5.733990192
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_15,5.546766758
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_16,5.507511616
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_17,5.628473282
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_18,5.49296236
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_19,6.047580242
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_2,5.15426302
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_20,5.710306644
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_21,5.609814167
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_22,6.218173027
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_23,6.864357471
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_24,6.952017307
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_25,6.03134203
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_3,4.238349915
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_4,4.765728951
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_5,6.694241524
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_6,5.960029125
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_7,5.701981544
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_8,6.151055813
reading,6,The man greeted the leader of the activists who was,0,sg,1,LSTM_9,4.66232872
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_1,3.800234556
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_10,4.340402603
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_11,3.283947945
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_12,4.357723236
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_13,3.793683767
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_14,3.685306549
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_15,5.25553751
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_16,3.66311121
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_17,3.59768796
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_18,2.980739117
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_19,5.61824131
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_2,3.637942791
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_20,2.976275444
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_21,3.857062578
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_22,3.490975142
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_23,3.236372232
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_24,3.342668533
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_25,4.387310505
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_3,3.337746382
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_4,3.302807093
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_5,3.693494558
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_6,4.163519382
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_7,2.902970552
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_8,3.33590436
reading,6,The man greeted the leaders of the activist who was,0,sg,0,LSTM_9,4.282925129
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_1,2.978082418
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_10,3.643008709
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_11,3.150325775
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_12,2.800526381
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_13,3.606743097
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_14,3.589421272
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_15,3.163927794
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_16,3.178992033
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_17,3.405092716
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_18,3.148043871
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_19,3.51518774
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_2,3.951994181
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_20,3.737554073
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_21,3.439443827
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_22,4.616280079
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_23,3.332159281
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_24,3.405070782
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_25,3.268512726
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_3,3.594446659
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_4,3.87113595
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_5,3.509819269
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_6,3.829451561
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_7,4.175444126
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_8,3.38247776
reading,6,The man greeted the leader of the activists who were,0,pl,0,LSTM_9,4.182180405
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_1,6.076984882
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_10,4.770132542
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_11,5.192611217
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_12,5.074219704
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_13,5.67565012
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_14,5.81356144
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_15,4.327166557
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_16,4.893659592
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_17,4.560922623
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_18,5.200604439
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_19,5.381385803
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_2,4.363912106
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_20,5.918278217
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_21,4.314474583
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_22,5.809737682
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_23,6.095600128
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_24,7.022421837
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_25,4.394986153
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_3,4.24570322
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_4,5.094465733
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_5,5.09263134
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_6,4.568310261
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_7,7.0993433
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_8,5.863156796
reading,6,The man greeted the leaders of the activist who were,0,pl,1,LSTM_9,5.781547546
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_1,6.230940819
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_10,6.055081367
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_11,5.986224174
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_12,7.875597477
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_13,7.484201908
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_14,6.148471832
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_15,4.865771294
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_16,5.091832638
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_17,6.079757214
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_18,6.620230198
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_19,6.875658512
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_2,5.9399333
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_20,4.993180752
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_21,5.239377022
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_22,6.325528622
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_23,6.564117432
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_24,7.641208649
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_25,6.123742104
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_3,5.127067089
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_4,5.014173508
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_5,6.538505077
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_6,6.084923744
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_7,5.137084007
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_8,6.849045277
reading,6,The man comforted the activist of the leaders who was,1,sg,1,LSTM_9,5.147444248
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_1,2.988897562
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_10,3.050879478
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_11,2.730383873
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_12,5.416404247
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_13,3.476963282
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_14,2.995507479
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_15,3.470890999
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_16,3.088798761
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_17,2.965733051
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_18,2.831332207
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_19,5.423178196
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_2,2.65975666
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_20,3.265856743
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_21,3.448813438
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_22,3.255822182
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_23,3.493323088
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_24,3.283324003
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_25,3.822626829
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_3,3.029381514
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_4,3.620584011
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_5,3.022954702
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_6,3.444601297
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_7,2.779891729
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_8,2.935585976
reading,6,The man comforted the activists of the leader who was,1,sg,0,LSTM_9,3.990960598
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_1,2.861934185
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_10,3.665241957
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_11,3.503426313
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_12,2.746594429
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_13,3.440945387
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_14,3.719089031
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_15,3.195303917
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_16,4.017068863
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_17,3.672597647
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_18,3.080286264
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_19,3.589275599
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_2,3.304209709
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_20,3.909853935
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_21,3.645994902
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_22,4.551358223
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_23,3.884320974
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_24,3.252192259
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_25,3.461728334
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_3,4.49169445
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_4,4.235693455
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_5,2.912999392
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_6,3.75625515
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_7,4.09998703
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_8,3.417613029
reading,6,The man comforted the activist of the leaders who were,1,pl,0,LSTM_9,4.268036366
