exp,verb,item,sent,bias,isHigh ,gender,score_bert,score_bert_base,score_bert_pro,score_roberta,score_roberta_base,score_roberta_pro
ic_mismatch,escorted,0,The man escorted the woman because he was there.,-36,1,m,0.25841671228408813,0.2167871743440628,0.13964569568634033,0.5110543966293335,0.49557891488075256,0.29161936044692993
ic_mismatch,escorted,0,The man escorted the woman because she was there.,-36,0,f,0.507048487663269,0.6454483866691589,0.510865330696106,0.3051639199256897,0.36024266481399536,0.22152313590049744
ic_mismatch,escorted,0,The woman escorted the man because he was there.,-36,0,m,0.6073893904685974,0.754275381565094,0.5015537738800049,0.24799251556396484,0.3972974419593811,0.16744139790534973
ic_mismatch,escorted,0,The woman escorted the man because she was there.,-36,1,f,0.17481674253940582,0.12561596930027008,0.13350407779216766,0.5006386637687683,0.3843393623828888,0.24252353608608246
ic_mismatch,esteemed,0,The man esteemed the woman because he was there.,-53,1,m,0.010352012701332569,0.00540489237755537,0.002379298210144043,0.05109740048646927,0.05882713571190834,0.046847376972436905
ic_mismatch,esteemed,0,The man esteemed the woman because she was there.,-53,0,f,0.9658002853393555,0.9758923649787903,0.9581698179244995,0.9362400770187378,0.9308559894561768,0.8862401843070984
ic_mismatch,esteemed,0,The woman esteemed the man because he was there.,-53,0,m,0.9712188839912415,0.9813640713691711,0.9579905867576599,0.8611566424369812,0.9078531861305237,0.842863917350769
ic_mismatch,esteemed,0,The woman esteemed the man because she was there.,-53,1,f,0.008765707723796368,0.004527059383690357,0.0032065948471426964,0.12019327282905579,0.08021727204322815,0.07188289612531662
ic_mismatch,exalted,0,The man exalted the woman because he was there.,-17,1,m,0.13281193375587463,0.07980603724718094,0.044670622795820236,0.09100215137004852,0.10039642453193665,0.07045143097639084
ic_mismatch,exalted,0,The man exalted the woman because she was there.,-17,0,f,0.7753663063049316,0.8703759908676147,0.8582544326782227,0.8834311366081238,0.8841826915740967,0.8254902362823486
ic_mismatch,exalted,0,The woman exalted the man because he was there.,-17,0,m,0.8257248997688293,0.908287763595581,0.861375093460083,0.7056476473808289,0.7728129625320435,0.6322618722915649
ic_mismatch,exalted,0,The woman exalted the man because she was there.,-17,1,f,0.09549485146999359,0.046251799911260605,0.036396488547325134,0.2452445775270462,0.20214052498340607,0.19975878298282623
ic_mismatch,exasperated,0,The man exasperated the woman because he was there.,74,1,m,0.28918376564979553,0.3067033886909485,0.20857802033424377,0.5405012369155884,0.6004053354263306,0.27755746245384216
ic_mismatch,exasperated,0,The man exasperated the woman because she was there.,74,0,f,0.4947773218154907,0.5490685105323792,0.5398063063621521,0.25133195519447327,0.18719077110290527,0.1354048103094101
ic_mismatch,exasperated,0,The woman exasperated the man because he was there.,74,0,m,0.6854910850524902,0.8274343609809875,0.7001461982727051,0.15737517178058624,0.09894092381000519,0.08778684586286545
ic_mismatch,exasperated,0,The woman exasperated the man because she was there.,74,1,f,0.14584818482398987,0.08008995652198792,0.08347135037183762,0.6662822961807251,0.7429569363594055,0.37378019094467163
ic_mismatch,excited,0,The man excited the woman because he was there.,72,1,m,0.4744111895561218,0.47149235010147095,0.41864001750946045,0.7837798595428467,0.7055677175521851,0.38018056750297546
ic_mismatch,excited,0,The man excited the woman because she was there.,72,0,f,0.3232150077819824,0.3880935609340668,0.31603169441223145,0.13288109004497528,0.1828567236661911,0.1398078054189682
ic_mismatch,excited,0,The woman excited the man because he was there.,72,0,m,0.3655911684036255,0.449163556098938,0.2758309245109558,0.09707848727703094,0.15725326538085938,0.13315759599208832
ic_mismatch,excited,0,The woman excited the man because she was there.,72,1,f,0.4705986976623535,0.43397343158721924,0.5133065581321716,0.8267062306404114,0.7357253432273865,0.3464308977127075
ic_mismatch,excused,0,The man excused the woman because he was there.,-50,1,m,0.16324183344841003,0.11224519461393356,0.06066420301795006,0.43136948347091675,0.454220712184906,0.4146110713481903
ic_mismatch,excused,0,The man excused the woman because she was there.,-50,0,f,0.632766604423523,0.7684104442596436,0.5332626700401306,0.4743734300136566,0.48833397030830383,0.33939114212989807
ic_mismatch,excused,0,The woman excused the man because he was there.,-50,0,m,0.6916139125823975,0.8431510925292969,0.5524783134460449,0.4930444657802582,0.5620241761207581,0.3504820764064789
ic_mismatch,excused,0,The woman excused the man because she was there.,-50,1,f,0.09751547127962112,0.05379859730601311,0.04824195057153702,0.3843512535095215,0.3638680875301361,0.34444963932037354
ic_mismatch,exhausted,0,The man exhausted the woman because he was there.,65,1,m,0.28678691387176514,0.2209405153989792,0.11426879465579987,0.4819967746734619,0.4807817041873932,0.22415708005428314
ic_mismatch,exhausted,0,The man exhausted the woman because she was there.,65,0,f,0.5424274206161499,0.6803234219551086,0.69698166847229,0.3754267394542694,0.4190653860569,0.3062625229358673
ic_mismatch,exhausted,0,The woman exhausted the man because he was there.,65,0,m,0.5932993292808533,0.793232262134552,0.6786234974861145,0.383059024810791,0.5105774998664856,0.2911670506000519
ic_mismatch,exhausted,0,The woman exhausted the man because she was there.,65,1,f,0.26494038105010986,0.13438774645328522,0.1286218911409378,0.47014904022216797,0.3957745134830475,0.22544752061367035
ic_mismatch,fascinated,0,The man fascinated the woman because he was there.,85,1,m,0.5428012609481812,0.398973286151886,0.3297053277492523,0.9636794328689575,0.9601523280143738,0.7468588948249817
ic_mismatch,fascinated,0,The man fascinated the woman because she was there.,85,0,f,0.29329752922058105,0.4776556193828583,0.45155414938926697,0.013638356700539589,0.013150674290955067,0.03756794333457947
ic_mismatch,fascinated,0,The woman fascinated the man because he was there.,85,0,m,0.25664782524108887,0.4391475021839142,0.2789379358291626,0.006265572737902403,0.007217749487608671,0.01597878895699978
ic_mismatch,fascinated,0,The woman fascinated the man because she was there.,85,1,f,0.6170333623886108,0.4544554650783539,0.5350577235221863,0.9786421060562134,0.9713062644004822,0.8098567724227905
ic_mismatch,favoured,0,The man favoured the woman because he was there.,-89,1,m,0.14911846816539764,0.07766388356685638,0.027516726404428482,0.15796315670013428,0.18573981523513794,0.15769827365875244
ic_mismatch,favoured,0,The man favoured the woman because she was there.,-89,0,f,0.7548756003379822,0.8770931959152222,0.9037121534347534,0.7885303497314453,0.7632163166999817,0.6301648020744324
ic_mismatch,favoured,0,The woman favoured the man because he was there.,-89,0,m,0.874151885509491,0.942973792552948,0.9198578596115112,0.748830258846283,0.7648677229881287,0.48001721501350403
ic_mismatch,favoured,0,The woman favoured the man because she was there.,-89,1,f,0.06751344352960587,0.029393818229436874,0.018302621319890022,0.17907153069972992,0.17517173290252686,0.2183404415845871
ic_mismatch,feared,0,The man feared the woman because he was there.,-85,1,m,0.014483262784779072,0.005006260238587856,0.0028227311559021473,0.015212107449769974,0.01656087301671505,0.021251264959573746
ic_mismatch,feared,0,The man feared the woman because she was there.,-85,0,f,0.9539487957954407,0.9771029949188232,0.9553895592689514,0.9549108147621155,0.956241250038147,0.7432024478912354
ic_mismatch,feared,0,The woman feared the man because he was there.,-85,0,m,0.9620232582092285,0.9775340557098389,0.9491744041442871,0.9491006135940552,0.9579036235809326,0.6858521699905396
ic_mismatch,feared,0,The woman feared the man because she was there.,-85,1,f,0.011053880676627159,0.0059967306442558765,0.006187549326568842,0.01638791896402836,0.013434283435344696,0.029283611103892326
ic_mismatch,fed,0,The man fed the woman because he was there.,-85,1,m,0.33141353726387024,0.27252575755119324,0.21312135457992554,0.5980931520462036,0.5628655552864075,0.4072084128856659
ic_mismatch,fed,0,The man fed the woman because she was there.,-85,0,f,0.4044678807258606,0.5882683992385864,0.5053213238716125,0.3490157127380371,0.4121665954589844,0.44923147559165955
ic_mismatch,fed,0,The woman fed the man because he was there.,-85,0,m,0.49515196681022644,0.6990458369255066,0.545353353023529,0.3188503682613373,0.46097511053085327,0.3885831832885742
ic_mismatch,fed,0,The woman fed the man because she was there.,-85,1,f,0.26705485582351685,0.1765258014202118,0.177601620554924,0.6295651793479919,0.5126908421516418,0.4503415822982788
ic_mismatch,filmed,0,The man filmed the woman because he was there.,-3,1,m,0.12712089717388153,0.06852524727582932,0.039192989468574524,0.6413037776947021,0.6006561517715454,0.5718367099761963
ic_mismatch,filmed,0,The man filmed the woman because she was there.,-3,0,f,0.7526497840881348,0.8762193918228149,0.8320150375366211,0.302663654088974,0.36949706077575684,0.2511877715587616
ic_mismatch,filmed,0,The woman filmed the man because he was there.,-3,0,m,0.7449632883071899,0.8826281428337097,0.7658239603042603,0.2934151291847229,0.4625868797302246,0.25615444779396057
ic_mismatch,filmed,0,The woman filmed the man because she was there.,-3,1,f,0.12876826524734497,0.06083695963025093,0.07000430673360825,0.6328001022338867,0.502445638179779,0.5285474061965942
ic_mismatch,flattered,0,The man flattered the woman because he was there.,42,1,m,0.27598142623901367,0.11170810461044312,0.07695968449115753,0.454446405172348,0.4945826232433319,0.3228432834148407
ic_mismatch,flattered,0,The man flattered the woman because she was there.,42,0,f,0.5998072028160095,0.8345429301261902,0.8167442679405212,0.5231963396072388,0.4911532402038574,0.5782206058502197
ic_mismatch,flattered,0,The woman flattered the man because he was there.,42,0,m,0.6204040050506592,0.8472833037376404,0.7784435153007507,0.5621798038482666,0.5307861566543579,0.5135692954063416
ic_mismatch,flattered,0,The woman flattered the man because she was there.,42,1,f,0.2649337351322174,0.10179521888494492,0.10291248559951782,0.41337817907333374,0.45118260383605957,0.36315828561782837
ic_mismatch,floored,0,The man floored the woman because he was there.,13,1,m,0.2332206517457962,0.12027852237224579,0.08279725164175034,0.8871514797210693,0.8738827705383301,0.5219752192497253
ic_mismatch,floored,0,The man floored the woman because she was there.,13,0,f,0.49239784479141235,0.7372465133666992,0.5783050060272217,0.05865158885717392,0.08193439990282059,0.1234830841422081
ic_mismatch,floored,0,The woman floored the man because he was there.,13,0,m,0.4789893329143524,0.7058769464492798,0.49282893538475037,0.04210913926362991,0.056139927357435226,0.11907609552145004
ic_mismatch,floored,0,The woman floored the man because she was there.,13,1,f,0.24326209723949432,0.14923226833343506,0.14650055766105652,0.9043104648590088,0.8996310830116272,0.5247824788093567
ic_mismatch,followed,0,The man followed the woman because he was there.,46,1,m,0.11401570588350296,0.042486246675252914,0.023131143301725388,0.48478129506111145,0.48824557662010193,0.40859273076057434
ic_mismatch,followed,0,The man followed the woman because she was there.,46,0,f,0.7435757517814636,0.8939289450645447,0.8058066368103027,0.4529496729373932,0.45881563425064087,0.30105510354042053
ic_mismatch,followed,0,The woman followed the man because he was there.,46,0,m,0.8119798898696899,0.9064396619796753,0.752382218837738,0.5683994889259338,0.6566820740699768,0.3256460428237915
ic_mismatch,followed,0,The woman followed the man because she was there.,46,1,f,0.05584007501602173,0.03039146028459072,0.032002661377191544,0.3654649257659912,0.2852343022823334,0.3213604986667633
ic_mismatch,fooled,0,The man fooled the woman because he was there.,10,1,m,0.4327552020549774,0.39967936277389526,0.3028354346752167,0.652141273021698,0.6781194806098938,0.33825933933258057
ic_mismatch,fooled,0,The man fooled the woman because she was there.,10,0,f,0.3561832308769226,0.46993154287338257,0.45537176728248596,0.18978790938854218,0.19789528846740723,0.11660346388816833
ic_mismatch,fooled,0,The woman fooled the man because he was there.,10,0,m,0.44244664907455444,0.6305834650993347,0.46929365396499634,0.2196250855922699,0.26654964685440063,0.16158513724803925
ic_mismatch,fooled,0,The woman fooled the man because she was there.,10,1,f,0.36567091941833496,0.25448882579803467,0.2862989604473114,0.6145555377006531,0.605319619178772,0.2462516874074936
ic_mismatch,forgave,0,The man forgave the woman because he was there.,5,1,m,0.09352628141641617,0.061454761773347855,0.04080929234623909,0.5676272511482239,0.6530368328094482,0.5155907869338989
ic_mismatch,forgave,0,The man forgave the woman because she was there.,5,0,f,0.8228927850723267,0.894903302192688,0.8675026893615723,0.331143319606781,0.3077322840690613,0.23829162120819092
ic_mismatch,forgave,0,The woman forgave the man because he was there.,5,0,m,0.8805518746376038,0.9360146522521973,0.8716226816177368,0.31313833594322205,0.4055217206478119,0.2187228798866272
ic_mismatch,forgave,0,The woman forgave the man because she was there.,5,1,f,0.041209690272808075,0.022923339158296585,0.022536970674991608,0.5666007995605469,0.5496103763580322,0.5060346126556396
ic_mismatch,forgot,0,The man forgot the woman because he was there.,-16,1,m,0.07704294472932816,0.050471361726522446,0.03056255355477333,0.15970462560653687,0.2057037055492401,0.08677572011947632
ic_mismatch,forgot,0,The man forgot the woman because she was there.,-16,0,f,0.7859811782836914,0.8733965754508972,0.7776627540588379,0.28656095266342163,0.41973239183425903,0.10875730961561203
ic_mismatch,forgot,0,The woman forgot the man because he was there.,-16,0,m,0.8914227485656738,0.951688289642334,0.8644540905952454,0.4384496808052063,0.6019720435142517,0.16816194355487823
ic_mismatch,forgot,0,The woman forgot the man because she was there.,-16,1,f,0.02191857248544693,0.008930015377700329,0.008539034053683281,0.09159386157989502,0.09133321791887283,0.05633428320288658
ic_mismatch,fought,0,The man fought the woman because he was there.,24,1,m,0.0887269452214241,0.03119300678372383,0.016907164826989174,0.34546294808387756,0.3695639967918396,0.2284775972366333
ic_mismatch,fought,0,The man fought the woman because she was there.,24,0,f,0.7582775950431824,0.9080419540405273,0.864553689956665,0.5344066619873047,0.5310051441192627,0.39921486377716064
ic_mismatch,fought,0,The woman fought the man because he was there.,24,0,m,0.7974164485931396,0.9146690964698792,0.8184944987297058,0.5365786552429199,0.5609669089317322,0.32189732789993286
ic_mismatch,fought,0,The woman fought the man because she was there.,24,1,f,0.06356548517942429,0.027129115536808968,0.03092271089553833,0.3264535963535309,0.32868656516075134,0.2374083548784256
ic_mismatch,freed,0,The man freed the woman because he was there.,-52,1,m,0.3088216483592987,0.28171882033348083,0.21009056270122528,0.41988617181777954,0.5023000240325928,0.2615888714790344
ic_mismatch,freed,0,The man freed the woman because she was there.,-52,0,f,0.3640654981136322,0.522659182548523,0.3938593566417694,0.2809205651283264,0.3395453691482544,0.17272533476352692
ic_mismatch,freed,0,The woman freed the man because he was there.,-52,0,m,0.40792885422706604,0.5755063891410828,0.36312752962112427,0.31104058027267456,0.4549919366836548,0.1733975112438202
ic_mismatch,freed,0,The woman freed the man because she was there.,-52,1,f,0.2521880269050598,0.2030622959136963,0.1889818012714386,0.36261820793151855,0.3723280727863312,0.21906083822250366
ic_mismatch,frightened,0,The man frightened the woman because he was there.,68,1,m,0.5399237871170044,0.44810011982917786,0.3808593153953552,0.8323975801467896,0.857706606388092,0.39664629101753235
ic_mismatch,frightened,0,The man frightened the woman because she was there.,68,0,f,0.24777880311012268,0.4283878803253174,0.3515969216823578,0.08069778233766556,0.060634683817625046,0.07104548066854477
ic_mismatch,frightened,0,The woman frightened the man because he was there.,68,0,m,0.317638099193573,0.505836546421051,0.3535197973251343,0.08760813623666763,0.10510005056858063,0.08760402351617813
ic_mismatch,frightened,0,The woman frightened the man because she was there.,68,1,f,0.5257503986358643,0.3962080478668213,0.4252181649208069,0.8250073790550232,0.7810853123664856,0.3246251046657562
ic_mismatch,frustrated,0,The man frustrated the woman because he was there.,79,1,m,0.30999627709388733,0.2052467316389084,0.10792339593172073,0.67916339635849,0.6985735297203064,0.3079182505607605
ic_mismatch,frustrated,0,The man frustrated the woman because she was there.,79,0,f,0.4516729712486267,0.6625357270240784,0.6351242661476135,0.14190764725208282,0.11619675904512405,0.09070400148630142
ic_mismatch,frustrated,0,The woman frustrated the man because he was there.,79,0,m,0.4361792802810669,0.6412103772163391,0.448801726102829,0.12791290879249573,0.10117564350366592,0.08648889511823654
ic_mismatch,frustrated,0,The woman frustrated the man because she was there.,79,1,f,0.33966243267059326,0.22660468518733978,0.24479661881923676,0.715314507484436,0.7399080395698547,0.36943355202674866
ic_mismatch,grabbed,0,The man grabbed the woman because he was there.,-5,1,m,0.1364983767271042,0.09471701085567474,0.058720968663692474,0.3437808156013489,0.3320457637310028,0.19527098536491394
ic_mismatch,grabbed,0,The man grabbed the woman because she was there.,-5,0,f,0.6196199059486389,0.7737477421760559,0.6359549760818481,0.5069522261619568,0.5480630993843079,0.3841666877269745
ic_mismatch,grabbed,0,The woman grabbed the man because he was there.,-5,0,m,0.7194657921791077,0.8376969695091248,0.6547019481658936,0.5265268683433533,0.6161336302757263,0.2727312445640564
ic_mismatch,grabbed,0,The woman grabbed the man because she was there.,-5,1,f,0.07836858183145523,0.05230984464287758,0.05320730060338974,0.2701440751552582,0.2119244486093521,0.17303000390529633
ic_mismatch,grazed,0,The man grazed the woman because he was there.,44,1,m,0.28624260425567627,0.3084735870361328,0.20090217888355255,0.5384249091148376,0.5607020258903503,0.3431732952594757
ic_mismatch,grazed,0,The man grazed the woman because she was there.,44,0,f,0.335252046585083,0.45056116580963135,0.39818939566612244,0.3548976480960846,0.37061482667922974,0.3238352835178375
ic_mismatch,grazed,0,The woman grazed the man because he was there.,44,0,m,0.5427773594856262,0.7281447052955627,0.5727753043174744,0.4142909646034241,0.4905174672603607,0.3040439188480377
ic_mismatch,grazed,0,The woman grazed the man because she was there.,44,1,f,0.14411646127700806,0.09803701937198639,0.0756046399474144,0.47916632890701294,0.42847147583961487,0.2770163118839264
ic_mismatch,greeted,0,The man greeted the woman because he was there.,-8,1,m,0.16435681283473969,0.10170576721429825,0.06779675930738449,0.4746986925601959,0.46812528371810913,0.32712990045547485
ic_mismatch,greeted,0,The man greeted the woman because she was there.,-8,0,f,0.7320937514305115,0.8503586649894714,0.8072417974472046,0.49065643548965454,0.5065398216247559,0.4652850925922394
ic_mismatch,greeted,0,The woman greeted the man because he was there.,-8,0,m,0.8348162174224854,0.9185165762901306,0.8119417428970337,0.5901987552642822,0.6478275656700134,0.4319724142551422
ic_mismatch,greeted,0,The woman greeted the man because she was there.,-8,1,f,0.07158851623535156,0.03853106498718262,0.04556044191122055,0.3748434782028198,0.323987752199173,0.31883499026298523
ic_mismatch,guided,0,The man guided the woman because he was there.,-73,1,m,0.31459516286849976,0.25548267364501953,0.16739636659622192,0.7340716123580933,0.8197270631790161,0.5658822655677795
ic_mismatch,guided,0,The man guided the woman because she was there.,-73,0,f,0.5016421675682068,0.618984580039978,0.5272504091262817,0.12181716412305832,0.11157843470573425,0.10854136943817139
ic_mismatch,guided,0,The woman guided the man because he was there.,-73,0,m,0.5164023637771606,0.677352249622345,0.47982919216156006,0.09483557939529419,0.12197783589363098,0.06502372026443481
ic_mismatch,guided,0,The woman guided the man because she was there.,-73,1,f,0.31343740224838257,0.2047021985054016,0.20999141037464142,0.7654358148574829,0.8001520037651062,0.6157951354980469
ic_mismatch,hailed,0,The man hailed the woman because he was there.,-45,1,m,0.12179054319858551,0.07993170619010925,0.04206296429038048,0.05400130897760391,0.03887398913502693,0.06379134207963943
ic_mismatch,hailed,0,The man hailed the woman because she was there.,-45,0,f,0.7945877313613892,0.8678520321846008,0.8522369861602783,0.9307309985160828,0.9514179229736328,0.8287014365196228
ic_mismatch,hailed,0,The woman hailed the man because he was there.,-45,0,m,0.8983669281005859,0.9393969178199768,0.88120436668396,0.8979513645172119,0.9495754241943359,0.7689812183380127
ic_mismatch,hailed,0,The woman hailed the man because she was there.,-45,1,f,0.040423981845378876,0.02322704903781414,0.0221294853836298,0.0814594104886055,0.0372927151620388,0.08854106068611145
ic_mismatch,harassed,0,The man harassed the woman because he was there.,41,1,m,0.14276398718357086,0.05853036791086197,0.02719731815159321,0.5066282749176025,0.5373911261558533,0.42756348848342896
ic_mismatch,harassed,0,The man harassed the woman because she was there.,41,0,f,0.7392776608467102,0.9112110733985901,0.9115036129951477,0.4727431833744049,0.44718149304389954,0.49962547421455383
ic_mismatch,harassed,0,The woman harassed the man because he was there.,41,0,m,0.8737401366233826,0.9595122933387756,0.9145898222923279,0.5093635320663452,0.45386946201324463,0.48603418469429016
ic_mismatch,harassed,0,The woman harassed the man because she was there.,41,1,f,0.049163565039634705,0.017903564497828484,0.014982150867581367,0.4671472907066345,0.524659276008606,0.39950963854789734
ic_mismatch,harmed,0,The man harmed the woman because he was there.,52,1,m,0.347416490316391,0.27305933833122253,0.18057924509048462,0.5284982323646545,0.5671735405921936,0.4129864275455475
ic_mismatch,harmed,0,The man harmed the woman because she was there.,52,0,f,0.4159204959869385,0.6106322407722473,0.6479081511497498,0.4237492084503174,0.40656477212905884,0.44954603910446167
ic_mismatch,harmed,0,The woman harmed the man because he was there.,52,0,m,0.5622736215591431,0.7827548384666443,0.7165096402168274,0.32460421323776245,0.3155890107154846,0.3505503833293915
ic_mismatch,harmed,0,The woman harmed the man because she was there.,52,1,f,0.2519400715827942,0.1334020346403122,0.12278556823730469,0.6316360235214233,0.653902530670166,0.44266584515571594
ic_mismatch,hated,0,The man hated the woman because he was there.,-91,1,m,0.015047840774059296,0.006884704809635878,0.003415066748857498,0.1620314121246338,0.1842370629310608,0.1251123994588852
ic_mismatch,hated,0,The man hated the woman because she was there.,-91,0,f,0.9594855904579163,0.9791122674942017,0.966524600982666,0.760478675365448,0.7322719097137451,0.5345237851142883
ic_mismatch,hated,0,The woman hated the man because he was there.,-91,0,m,0.9584143757820129,0.9757450222969055,0.9472384452819824,0.7933990955352783,0.8059971332550049,0.4738626182079315
ic_mismatch,hated,0,The woman hated the man because she was there.,-91,1,f,0.014332818798720837,0.007451340556144714,0.0065025705844163895,0.11430215835571289,0.09693919867277145,0.09709533303976059
ic_mismatch,haunted,0,The man haunted the woman because he was there.,20,1,m,0.4760980010032654,0.28846147656440735,0.21187563240528107,0.9110758900642395,0.9219369888305664,0.5493950247764587
ic_mismatch,haunted,0,The man haunted the woman because she was there.,20,0,f,0.3772597312927246,0.607214093208313,0.5548762679100037,0.01857086829841137,0.016874274238944054,0.021841036155819893
ic_mismatch,haunted,0,The woman haunted the man because he was there.,20,0,m,0.39111050963401794,0.6352963447570801,0.48308485746383667,0.009849077090620995,0.012806378304958344,0.02472645603120327
ic_mismatch,haunted,0,The woman haunted the man because she was there.,20,1,f,0.4848578870296478,0.2680165469646454,0.28665921092033386,0.9403775930404663,0.9221107363700867,0.5091636180877686
ic_mismatch,helped,0,The man helped the woman because he was there.,-49,1,m,0.2636004686355591,0.22119610011577606,0.15282411873340607,0.7401627898216248,0.821079432964325,0.4781956076622009
ic_mismatch,helped,0,The man helped the woman because she was there.,-49,0,f,0.4830802381038666,0.6617798805236816,0.5662320256233215,0.09968564659357071,0.08754188567399979,0.0727301761507988
ic_mismatch,helped,0,The woman helped the man because he was there.,-49,0,m,0.5185337662696838,0.7163975834846497,0.502126932144165,0.06603549420833588,0.10928237438201904,0.08713725209236145
ic_mismatch,helped,0,The woman helped the man because she was there.,-49,1,f,0.2364816963672638,0.16966041922569275,0.19222736358642578,0.8026424646377563,0.8009834885597229,0.4882722496986389
ic_mismatch,hired,0,The man hired the woman because he was there.,-65,1,m,0.07288777083158493,0.04414034262299538,0.02275102213025093,0.1676958203315735,0.19412702322006226,0.1663147360086441
ic_mismatch,hired,0,The man hired the woman because she was there.,-65,0,f,0.771537721157074,0.8780101537704468,0.8661377429962158,0.7428981065750122,0.7458644509315491,0.6031422019004822
ic_mismatch,hired,0,The woman hired the man because he was there.,-65,0,m,0.7898311018943787,0.8864800333976746,0.8085841536521912,0.7349300384521484,0.7923275828361511,0.629954993724823
ic_mismatch,hired,0,The woman hired the man because she was there.,-65,1,f,0.06313832849264145,0.04129253327846527,0.046314842998981476,0.17611561715602875,0.15003728866577148,0.12395313382148743
ic_mismatch,hit,0,The man hit the woman because he was there.,-14,1,m,0.22798499464988708,0.15908974409103394,0.09122534096240997,0.4397223889827728,0.4754868149757385,0.30769166350364685
ic_mismatch,hit,0,The man hit the woman because she was there.,-14,0,f,0.4689892828464508,0.7140802145004272,0.7047499418258667,0.4756428301334381,0.46089455485343933,0.3931504786014557
ic_mismatch,hit,0,The woman hit the man because he was there.,-14,0,m,0.5957510471343994,0.8042773604393005,0.7147924304008484,0.5127733945846558,0.5218881368637085,0.3193012475967407
ic_mismatch,hit,0,The woman hit the man because she was there.,-14,1,f,0.1568482369184494,0.09414435923099518,0.08974932879209518,0.393064022064209,0.3884865641593933,0.27786651253700256
ic_mismatch,honoured,0,The man honoured the woman because he was there.,-57,1,m,0.13127422332763672,0.07332492619752884,0.03300536423921585,0.19582951068878174,0.15271711349487305,0.14816272258758545
ic_mismatch,honoured,0,The man honoured the woman because she was there.,-57,0,f,0.7868015170097351,0.8842983245849609,0.8860336542129517,0.7870673537254333,0.8396030068397522,0.7784686088562012
ic_mismatch,honoured,0,The woman honoured the man because he was there.,-57,0,m,0.8354890942573547,0.9144366979598999,0.8618653416633606,0.6278823018074036,0.707455039024353,0.6529966592788696
ic_mismatch,honoured,0,The woman honoured the man because she was there.,-57,1,f,0.09480255842208862,0.04920961335301399,0.042524468153715134,0.3502572178840637,0.28250864148139954,0.25579962134361267
ic_mismatch,hugged,0,The man hugged the woman because he was there.,12,1,m,0.1462915539741516,0.1016545221209526,0.07027379423379898,0.4335736036300659,0.40107351541519165,0.24456453323364258
ic_mismatch,hugged,0,The man hugged the woman because she was there.,12,0,f,0.7155275344848633,0.8413246273994446,0.8071241974830627,0.4819605350494385,0.5494136214256287,0.4304095506668091
ic_mismatch,hugged,0,The woman hugged the man because he was there.,12,0,m,0.7992447018623352,0.9103810787200928,0.8158963918685913,0.4642268121242523,0.5612201690673828,0.3412088453769684
ic_mismatch,hugged,0,The woman hugged the man because she was there.,12,1,f,0.06685786694288254,0.03500279784202576,0.038308899849653244,0.4482608437538147,0.38592737913131714,0.283447802066803
ic_mismatch,hurt,0,The man hurt the woman because he was there.,47,1,m,0.3447885811328888,0.26168474555015564,0.18992096185684204,0.5540701746940613,0.545654296875,0.41375643014907837
ic_mismatch,hurt,0,The man hurt the woman because she was there.,47,0,f,0.37585902214050293,0.5775032043457031,0.5630291104316711,0.3897768259048462,0.41764771938323975,0.3898382782936096
ic_mismatch,hurt,0,The woman hurt the man because he was there.,47,0,m,0.4134286940097809,0.6610223054885864,0.5685973167419434,0.28608980774879456,0.3482254445552826,0.300367146730423
ic_mismatch,hurt,0,The woman hurt the man because she was there.,47,1,f,0.3367138206958771,0.20322810113430023,0.186451256275177,0.6598084568977356,0.5981427431106567,0.395952969789505
ic_mismatch,idolized,0,The man idolized the woman because he was there.,-66,1,m,0.029676727950572968,0.013485213741660118,0.005484235938638449,0.14008434116840363,0.16530214250087738,0.10403449088335037
ic_mismatch,idolized,0,The man idolized the woman because she was there.,-66,0,f,0.9377195835113525,0.968086302280426,0.9558791518211365,0.8032994270324707,0.7916053533554077,0.7016621232032776
ic_mismatch,idolized,0,The woman idolized the man because he was there.,-66,0,m,0.9377325773239136,0.9679333567619324,0.9392892122268677,0.8307289481163025,0.8663957118988037,0.735892117023468
ic_mismatch,idolized,0,The woman idolized the man because she was there.,-66,1,f,0.027571823447942734,0.012946265749633312,0.009943309240043163,0.12505750358104706,0.10394462943077087,0.09568346291780472
ic_mismatch,incensed,0,The man incensed the woman because he was there.,57,1,m,0.4123653471469879,0.2915683686733246,0.23591284453868866,0.4765965938568115,0.5286659002304077,0.33957502245903015
ic_mismatch,incensed,0,The man incensed the woman because she was there.,57,0,f,0.37461918592453003,0.5812060236930847,0.4986850619316101,0.45489829778671265,0.4114592671394348,0.4200596511363983
ic_mismatch,incensed,0,The woman incensed the man because he was there.,57,0,m,0.4433467984199524,0.6365607976913452,0.48560264706611633,0.3936329185962677,0.39475786685943604,0.32771265506744385
ic_mismatch,incensed,0,The woman incensed the man because she was there.,57,1,f,0.36267101764678955,0.259999543428421,0.2781028151512146,0.5277034044265747,0.5168251991271973,0.35877150297164917
ic_mismatch,infuriated,0,The man infuriated the woman because he was there.,75,1,m,0.687933087348938,0.7074376344680786,0.6119558811187744,0.7370147109031677,0.8035171627998352,0.5736499428749084
ic_mismatch,infuriated,0,The man infuriated the woman because she was there.,75,0,f,0.14065301418304443,0.19221723079681396,0.15936154127120972,0.211014524102211,0.1536555141210556,0.18851234018802643
