exp,verb,item,sent,bias,isHigh ,gender,tf_layer_0_HIGH_SIM,tf_layer_0_LOW_SIM,tf_layer_1_HIGH_SIM,tf_layer_1_LOW_SIM,tf_layer_2_HIGH_SIM,tf_layer_2_LOW_SIM,tf_layer_3_HIGH_SIM,tf_layer_3_LOW_SIM,tf_layer_4_HIGH_SIM,tf_layer_4_LOW_SIM,tf_layer_5_HIGH_SIM,tf_layer_5_LOW_SIM,tf_layer_6_HIGH_SIM,tf_layer_6_LOW_SIM,tf_layer_7_HIGH_SIM,tf_layer_7_LOW_SIM,tf_layer_8_HIGH_SIM,tf_layer_8_LOW_SIM,tf_layer_9_HIGH_SIM,tf_layer_9_LOW_SIM,tf_layer_10_HIGH_SIM,tf_layer_10_LOW_SIM,tf_layer_11_HIGH_SIM,tf_layer_11_LOW_SIM,tf_layer_12_HIGH_SIM,tf_layer_12_LOW_SIM,tf_layer_13_HIGH_SIM,tf_layer_13_LOW_SIM,tf_layer_14_HIGH_SIM,tf_layer_14_LOW_SIM,tf_layer_15_HIGH_SIM,tf_layer_15_LOW_SIM,tf_layer_16_HIGH_SIM,tf_layer_16_LOW_SIM,tf_layer_17_HIGH_SIM,tf_layer_17_LOW_SIM
ic_match,wanted,1,The girl wanted the woman because she,-26,0,f,0.2138659559,0.2742588668,0.2786303982,0.3394754997,0.2744774752,0.3376793061,0.2870160392,0.327962668,0.2987004563,0.4218423014,0.3760166131,0.4563469864,0.3975186987,0.4903551781,0.359248173,0.4432123012,0.3556135177,0.4245012497,0.3372652666,0.389090028,0.3473908214,0.4129825378,0.4737449283,0.5609006481,0.5783892511,0.6621695147,0.5805860902,0.6592995987,0.5122187374,0.556642038,0.476558769,0.4909998969,0.5828929559,0.5876561273,0.5377214032,0.5448130538
ic_match,warned,1,The woman warned the girl because she,-17,0,f,0.2740458717,0.2138143104,0.3413699959,0.2812253211,0.3370690957,0.2753235449,0.3276490947,0.2893906342,0.4199109719,0.2959221018,0.462117457,0.363113517,0.5065065672,0.3824056866,0.4592923105,0.3470270739,0.4264075588,0.3403981631,0.3384167238,0.3394618572,0.3395827001,0.4287377331,0.4248204347,0.5673798949,0.5365782466,0.6335029259,0.4972183754,0.6324541764,0.425581256,0.5148224913,0.3792124602,0.4658929647,0.5267966146,0.5703900588,0.4544555331,0.5232878439
ic_match,warned,1,The girl warned the woman because she,-17,0,f,0.2139042832,0.2741238349,0.2767980927,0.3404501136,0.2733599159,0.3380606657,0.2849289422,0.3313633074,0.2983461132,0.4253642751,0.3764584941,0.4599894022,0.396904268,0.4908593782,0.357886926,0.4441250254,0.3505326827,0.4248534605,0.330763716,0.3905349071,0.3644523408,0.4734872884,0.4617726017,0.5432431782,0.5758161161,0.6322197988,0.5529447303,0.6354922811,0.4930956497,0.4986828031,0.4475952294,0.4438809751,0.5680471647,0.5464145099,0.5202470815,0.4996428942
ic_match,welcomed,1,The woman welcomed the girl because she,-17,0,f,0.2739069031,0.2137714227,0.3451864899,0.2834576259,0.3385670056,0.2761875053,0.328455429,0.28924019,0.4194298899,0.2953052874,0.4615472768,0.3642839729,0.506791948,0.3839932616,0.4599522687,0.3484613396,0.4282764094,0.3434266158,0.3476294057,0.355047078,0.3312043949,0.3911938925,0.4218137525,0.5251058511,0.5495271062,0.6437848554,0.518502957,0.6955119467,0.4465839352,0.6134407536,0.420612596,0.591099053,0.5471283096,0.6787475041,0.4556558449,0.5929126604
ic_match,welcomed,1,The girl welcomed the woman because she,-17,0,f,0.2138173105,0.2737403846,0.2786065882,0.3431340966,0.273720801,0.3359010947,0.2855777351,0.3266107983,0.29779343,0.4149352142,0.3757657341,0.45209947,0.3979740969,0.4852550867,0.3594895167,0.4383849399,0.3542935397,0.4213400779,0.3439091617,0.4006840962,0.3573298514,0.4208244331,0.4606905529,0.5295291554,0.5867058827,0.6485862598,0.5627013578,0.6858071034,0.4995764489,0.5844247448,0.4712257473,0.5530283907,0.5809540224,0.650268174,0.5258100154,0.5583907819
ic_match,worried,1,The woman worried the girl because she,76,0,f,0.2739239322,0.2137882206,0.3426238772,0.2799416849,0.337557462,0.2741202752,0.3281297436,0.2882096276,0.419053896,0.2966466709,0.4601661062,0.3633164403,0.504297519,0.384088412,0.4569972998,0.3495073783,0.4249359776,0.3435135999,0.3354529338,0.3414689655,0.3246107008,0.4213244917,0.4268855752,0.5716144739,0.5251754507,0.6314247662,0.4899405238,0.6667689739,0.4222005482,0.5974703188,0.3801044007,0.5657521567,0.5184878617,0.6753336939,0.445489202,0.6575619276
ic_match,worried,1,The girl worried the woman because she,76,0,f,0.2138076021,0.2742253818,0.2765711603,0.3410434573,0.2725718458,0.3376003368,0.2848185249,0.3311649446,0.2969546019,0.4189893319,0.37415679,0.4546289561,0.3951665329,0.4885705811,0.3561093783,0.4421566692,0.3496513345,0.4222121756,0.331555487,0.3899634009,0.3494652305,0.4697739227,0.4649551125,0.5778928452,0.5647221735,0.6677320855,0.5489775775,0.6913026732,0.4903352021,0.5993183355,0.4453151169,0.5578003205,0.5556430921,0.6664935934,0.5188673648,0.6437058803
ic_match,worried about,1,The woman worried about the girl because she,-71,0,f,0.2737558718,0.213653119,0.3403011324,0.2795593997,0.3363060116,0.2734700975,0.3267419085,0.2870602469,0.4183654334,0.2989318781,0.4602980514,0.367556343,0.5047445288,0.3880090957,0.4582440596,0.3512366512,0.4290643142,0.3447700159,0.3453759959,0.3457532158,0.3349626154,0.4030530724,0.4331150205,0.5283879307,0.5211642589,0.6063727505,0.4814366051,0.6583288538,0.4143319021,0.5645755551,0.3812172304,0.5314839216,0.5244668756,0.6274804829,0.4409627854,0.5493160563
ic_match,worried about,1,The girl worried about the woman because she,-71,0,f,0.2136796184,0.2742360629,0.2758304914,0.3408417362,0.2722636062,0.3378034656,0.2840048965,0.3294786303,0.297297336,0.4214760873,0.3749787346,0.4573159491,0.3961032915,0.4934558352,0.3568825069,0.4442788009,0.3534556501,0.426627348,0.3358525192,0.39902174,0.3549327634,0.4435027032,0.4694226296,0.5556347435,0.5637705011,0.6494835404,0.5527761113,0.6863981135,0.4882475699,0.5731445395,0.4506417051,0.5298470048,0.565515398,0.6234222478,0.5245445806,0.5435572846
ic_match,worshipped,1,The woman worshipped the girl because she,-54,0,f,0.274178547,0.2138035819,0.3408676661,0.2818338219,0.3367751963,0.2755023594,0.3269905753,0.2892561436,0.4209598883,0.2999525578,0.4633648939,0.3673679644,0.5084740092,0.3870840672,0.4625526285,0.3520414556,0.429822303,0.3445537645,0.3427682935,0.3400054445,0.3354974229,0.3780683045,0.4392605571,0.5264524455,0.5450139516,0.6226576918,0.5235634406,0.6863956589,0.4560141189,0.6224084869,0.4266779339,0.5906684522,0.5487893442,0.6727478896,0.4482253418,0.5740030987
ic_match,worshipped,1,The girl worshipped the woman because she,-54,0,f,0.2140861147,0.2738761973,0.2757356579,0.3415848949,0.2729450987,0.3331250295,0.2843712748,0.3294927845,0.298609458,0.4241102652,0.3762196746,0.4566418054,0.3985089746,0.4851647424,0.3604679277,0.4404853261,0.3534293648,0.4203816709,0.3348246509,0.3856919656,0.354466881,0.4216357955,0.4631410654,0.5334366432,0.566994964,0.6045631934,0.5554373081,0.6678920724,0.5009364689,0.5859183704,0.4690881204,0.5538979285,0.5709523586,0.6298427761,0.5109266796,0.5313133045
ic_match,wounded,1,The woman wounded the girl because she,33,0,f,0.2738660568,0.2134801272,0.3424599997,0.2809138949,0.3379959239,0.2752930014,0.328257794,0.2890662186,0.4205137112,0.2990296975,0.4625212364,0.3680542004,0.5068821579,0.3856396498,0.460384284,0.352230951,0.4274926971,0.3494967964,0.3453282293,0.3522255064,0.3588958736,0.3941768269,0.4289179442,0.5580713752,0.5383611119,0.6240639939,0.5303577654,0.6482967866,0.4536355551,0.5695569097,0.4255497023,0.4905710448,0.537914871,0.5925607702,0.4756581303,0.5527255602
ic_match,wounded,1,The girl wounded the woman because she,33,0,f,0.2137891988,0.274557628,0.2763255872,0.3429647751,0.2726170192,0.3421005648,0.284681171,0.338257849,0.2973660499,0.4333631809,0.3750337141,0.4689733658,0.3970441525,0.498415507,0.3595158334,0.4505147466,0.3521075184,0.4289780816,0.3388212294,0.399515983,0.3831703414,0.4407460319,0.4581438451,0.5614515644,0.5747755845,0.6123143209,0.5605496713,0.6345445788,0.5074207497,0.5438416655,0.4807948329,0.4682859967,0.5719536526,0.580643762,0.5415700458,0.5288861016
ic_match,yelled at,1,The woman yelled at the girl because she,-57,0,f,0.2737015275,0.2133525051,0.3369350678,0.2799062192,0.3358078063,0.2766699074,0.3261101704,0.2894593952,0.4190842202,0.3022956493,0.4635277391,0.3724860524,0.5082727712,0.3926309316,0.4611542041,0.3552276234,0.4277314062,0.3483601698,0.3436816502,0.3257739059,0.3294736859,0.3813118021,0.4187506056,0.5151253324,0.4981539853,0.5748587051,0.4582382977,0.5914246282,0.3838459827,0.4979073059,0.3542775734,0.4639454194,0.5069241435,0.6011727158,0.4244291125,0.5300775771
ic_match,yelled at,1,The girl yelled at the woman because she,-57,0,f,0.2135766879,0.2738072124,0.2738570418,0.337521741,0.2731489524,0.3386142375,0.283698329,0.3339984467,0.2975879992,0.4262441094,0.3768762521,0.4639150643,0.3984119357,0.4974468861,0.3593640323,0.4486764396,0.3511543787,0.4287757371,0.3290400692,0.3824781511,0.3447878443,0.4222762636,0.4471594338,0.5314446764,0.5352578058,0.5755995505,0.5179454583,0.5762509999,0.4474611833,0.4611538884,0.4139596829,0.4266144372,0.536720102,0.542399749,0.4882647003,0.4728622071
ic_match,abandoned,2,The father abandoned the uncle because he,33,0,m,0.1689537314,0.122053795,0.202442958,0.1577983054,0.2015470513,0.1572142901,0.2025686397,0.1764332658,0.168953954,0.1391391688,0.1445986488,0.1233092066,0.1422604108,0.09456215012,0.1471870029,0.09658126567,0.1778431257,0.1037989574,0.1428166301,0.0913395391,0.1778575496,0.1486070917,0.2821615272,0.3000904994,0.4301343264,0.419499893,0.4205004379,0.4982164296,0.3453887626,0.4000459887,0.3293825992,0.3633711288,0.5187677627,0.5125135165,0.42004856,0.4366223337
ic_match,abandoned,2,The uncle abandoned the father because he,33,0,m,0.1219246865,0.1687911764,0.1513334825,0.190564381,0.1531918911,0.1948320458,0.1712944509,0.1974286851,0.1330260691,0.1648523353,0.1184048189,0.1409757584,0.08846770329,0.1390491203,0.08903732621,0.1459459234,0.1009118094,0.1685920425,0.09276769472,0.1333274626,0.1434391936,0.1880152385,0.241928232,0.3320232196,0.3829980081,0.4447916492,0.3605981419,0.5058982372,0.3448451084,0.4363494937,0.3205928265,0.4160508775,0.4760548497,0.5458838745,0.3487893885,0.4535489235
ic_match,acclaimed,2,The father acclaimed the uncle because he,-58,0,m,0.1688994578,0.1219469894,0.2009183135,0.1557242245,0.2011608413,0.1559171592,0.2016181617,0.1747092248,0.1675525545,0.1367479752,0.1422475677,0.1218679285,0.1403041245,0.09179487005,0.1452497568,0.1021118294,0.1873434625,0.1216460497,0.1602146647,0.1216609734,0.2035758216,0.1998312358,0.3838900447,0.4217812361,0.4984704062,0.5507957882,0.5206946961,0.6016886348,0.4330914933,0.50285012,0.4127729103,0.450877285,0.5459853086,0.5446235234,0.4499897287,0.4760059045
ic_match,acclaimed,2,The uncle acclaimed the father because he,-58,0,m,0.1219341811,0.1689224599,0.1505662025,0.1873858401,0.1531135845,0.1928246848,0.170964118,0.1961652602,0.1325135256,0.1620332939,0.1179100952,0.1380123489,0.08754571438,0.1355892651,0.09605680816,0.1410878635,0.1172382584,0.1812191938,0.1200075299,0.1510494701,0.187947695,0.2186034113,0.336951753,0.4575996309,0.4419322366,0.5662631586,0.4822707153,0.6106174576,0.4403482557,0.509089935,0.4196969721,0.4770743413,0.5333405981,0.5677645158,0.4229006775,0.479485107
ic_match,accompanied,2,The father accompanied the uncle because he,-48,0,m,0.1689041983,0.1216634328,0.2014445354,0.1573879696,0.2004507021,0.1563653522,0.2020575525,0.1754008298,0.1680449397,0.1376965334,0.1433569256,0.1220373734,0.1411912999,0.09193879181,0.1483336002,0.1027387472,0.1870603493,0.1205970918,0.1620548161,0.1170605182,0.2018256541,0.1855056428,0.3249666644,0.3314791514,0.4631682931,0.485162823,0.4887351915,0.5598312157,0.3925210151,0.4882859219,0.3940198474,0.468874944,0.5518242534,0.5702845688,0.4503478287,0.4619110533
ic_match,accompanied,2,The uncle accompanied the father because he,-48,0,m,0.1218711904,0.1688074954,0.1506892407,0.1894100142,0.1523938531,0.1932078721,0.1709623661,0.1973143326,0.1320633416,0.1633673801,0.1178112759,0.1383878303,0.087274795,0.1360190537,0.09648889989,0.1446484777,0.1165615709,0.1811431757,0.1136881822,0.1583489954,0.1899256412,0.2027551378,0.3059597189,0.3479691928,0.4110679915,0.5088753516,0.465131548,0.5653855003,0.410653304,0.4711699453,0.4032109103,0.4603013093,0.5384688135,0.565746066,0.434407948,0.4609676552
ic_match,accused,2,The father accused the uncle because he,2,0,m,0.1690742772,0.1216692294,0.1990608477,0.1552325284,0.1997869403,0.1555965344,0.2008328042,0.1744115023,0.1671264104,0.1377884389,0.1417831881,0.1213652786,0.1393956116,0.09145890499,0.1448872052,0.1010024798,0.1843621502,0.1206291404,0.1544676688,0.1272756133,0.1917857822,0.2329124061,0.3391990875,0.3959972746,0.4657380441,0.5169931267,0.4664201558,0.5948280142,0.3893604598,0.537446612,0.3696948333,0.4961851173,0.5459851362,0.6106054217,0.4353954706,0.5356490973
ic_match,accused,2,The uncle accused the father because he,2,0,m,0.1220482598,0.169072671,0.1486037462,0.187706396,0.1512759504,0.1942386409,0.1692862928,0.1978770059,0.1308768232,0.1642285134,0.1157129233,0.138327092,0.08598118372,0.1347250508,0.09366769835,0.1413025506,0.1131464817,0.1800533339,0.1141061094,0.1623479335,0.1793364217,0.238799742,0.3143715049,0.4380040158,0.4061789238,0.5375135909,0.4259815226,0.6041005793,0.3996499358,0.5335664626,0.3784215569,0.5093269767,0.5281517691,0.6301918739,0.4086245518,0.547268721
ic_match,admired,2,The father admired the uncle because he,-92,0,m,0.1692178559,0.122157521,0.2009650863,0.1567803964,0.2005405793,0.1568608455,0.2016668908,0.1762138379,0.1679169957,0.1388232748,0.1428149032,0.1236463927,0.140306549,0.09320304737,0.1466214946,0.1036578411,0.1855900014,0.1201027041,0.1560454895,0.1219831971,0.1920528114,0.2117232405,0.3431201964,0.4286660326,0.4762051719,0.5319225566,0.4987309386,0.6216751432,0.4082669278,0.5449568576,0.397643228,0.5094645948,0.539664643,0.6032207219,0.430499226,0.5242080007
ic_match,admired,2,The uncle admired the father because he,-92,0,m,0.1221153067,0.1689915521,0.1506859011,0.1875570978,0.153653891,0.1919933817,0.1720516311,0.1952334586,0.1341778233,0.1615819088,0.1196600542,0.1373898795,0.08888841686,0.1351962694,0.09834696565,0.1422117393,0.1172961225,0.1772063957,0.1173031927,0.1579178256,0.184582318,0.227237699,0.3260604989,0.4520020216,0.4297934819,0.5363562558,0.4687094414,0.6276405887,0.4220620991,0.5460589662,0.4039550719,0.5234397079,0.5375199053,0.6193753663,0.4121663776,0.540326213
ic_match,admonished,2,The father admonished the uncle because he,-32,0,m,0.1690240015,0.1221167735,0.200493103,0.1557321523,0.2009168403,0.1553568211,0.2012364677,0.1750017252,0.1685510669,0.1396245719,0.1431135505,0.1231964958,0.1408324621,0.09400923224,0.1459382785,0.0989938262,0.1817893656,0.1169865129,0.143156339,0.115129068,0.1916971248,0.2026861676,0.3519074988,0.4226138909,0.4570720793,0.5037757523,0.4375673281,0.5569662418,0.3627926742,0.481428433,0.3343515782,0.4431868227,0.5126661016,0.5477605198,0.4164598422,0.4695776077
ic_match,admonished,2,The uncle admonished the father because he,-32,0,m,0.1220245743,0.1689742597,0.1493453793,0.1883608237,0.1517780571,0.1934449954,0.1703395578,0.1961268501,0.1332073529,0.1633828418,0.1181434253,0.1381127169,0.08853426373,0.1354444837,0.09263905146,0.1409673587,0.1113728979,0.1738682051,0.1093478667,0.1406603254,0.1673919252,0.2359683886,0.3118917875,0.4456088409,0.395901461,0.5148047416,0.3727235744,0.5768153888,0.357259572,0.5138474851,0.3270757959,0.4805571926,0.4809817824,0.5975520475,0.3603678592,0.5192654978
ic_match,adored,2,The father adored the uncle because he,-74,0,m,0.1689093926,0.121911047,0.2009218324,0.1574030574,0.2007743613,0.157182935,0.2019918086,0.1767259874,0.1684281785,0.1393313458,0.1437589348,0.124001384,0.1420107763,0.09502232125,0.1479921882,0.1048020453,0.1864706023,0.1222095242,0.1527021362,0.1228192993,0.1985035005,0.2134575367,0.3870030157,0.4772336496,0.4981924254,0.5685864736,0.5292624801,0.6610988304,0.4432094855,0.5930456042,0.43257159,0.5576652044,0.5755765567,0.6562329701,0.4752735921,0.5927721818
ic_match,adored,2,The uncle adored the father because he,-74,0,m,0.1219219812,0.168755437,0.1504026964,0.1899366145,0.1528255069,0.1943367375,0.1713107706,0.1976242761,0.1334903624,0.1648609309,0.1193297802,0.1405407765,0.08948958309,0.1398094838,0.09853003996,0.1469310935,0.1173484089,0.1809124632,0.1175956501,0.1527700368,0.188911005,0.2195103373,0.3664452719,0.5039179861,0.447734995,0.6006106407,0.492263897,0.6833026598,0.4504553635,0.6027580582,0.4386934817,0.58697527,0.5533147037,0.6634662121,0.4399667863,0.5892407086
ic_match,advised,2,The father advised the uncle because he,-28,0,m,0.1690240201,0.1223153482,0.197611611,0.1573423911,0.1977051787,0.1562227097,0.1984011584,0.174537083,0.1644234099,0.1382716412,0.139331796,0.1224160242,0.1367478968,0.09171372531,0.1417354055,0.09678967548,0.1765489964,0.1143090087,0.1524465907,0.1203241646,0.2029319442,0.2129495644,0.3439304669,0.3998429377,0.460604224,0.5006774947,0.4552012641,0.5570137169,0.3702703654,0.4541233082,0.3437149737,0.4004146022,0.5097998409,0.5083749721,0.4108454086,0.4361972154
ic_match,advised,2,The uncle advised the father because he,-28,0,m,0.1219692848,0.1688721459,0.1504736313,0.1862490118,0.1519057195,0.1915468516,0.1695928187,0.1948582035,0.1314718041,0.1598939501,0.116662155,0.1349268174,0.08515010461,0.131732957,0.08822567381,0.1382784643,0.1062880767,0.1706315028,0.10753923,0.1560077662,0.1731031091,0.2397714459,0.3200078709,0.4185761202,0.4115644305,0.5008929991,0.4264179917,0.5410681534,0.3907436274,0.4606468329,0.356342352,0.4151794547,0.5044309949,0.5304705713,0.3934924817,0.4511016211
ic_match,affected,2,The father affected the uncle because he,29,0,m,0.169087887,0.1221642584,0.2020199346,0.1573493032,0.2013964995,0.1568713594,0.2022078105,0.1755823828,0.1688649368,0.1387887698,0.1434207332,0.1228617709,0.1417695127,0.09280990319,0.1464584543,0.1036193556,0.1818496481,0.1208973252,0.1575783527,0.1221778424,0.2029466606,0.1940317775,0.3787694221,0.370783122,0.5043092964,0.5102437207,0.5514281526,0.5918146873,0.4665708387,0.5041949261,0.4536430931,0.4490929419,0.5889955066,0.5611321747,0.49000588,0.4865865366
ic_match,affected,2,The uncle affected the father because he,29,0,m,0.1220729153,0.1690926764,0.1507406429,0.1891840947,0.1529154598,0.1932763683,0.1711709995,0.1966564307,0.1331041444,0.164105079,0.118348629,0.1388591935,0.08782006573,0.1373430345,0.09674374803,0.1434665311,0.1146735217,0.1752510467,0.1110622394,0.1624021573,0.1876784045,0.2080498548,0.3297714875,0.3965090617,0.431813432,0.5376547837,0.4989680221,0.6000939975,0.4574256205,0.515795262,0.4405230876,0.4897743921,0.5573364469,0.5838624604,0.458978507,0.5084203621
ic_match,aggravated,2,The father aggravated the uncle because he,59,0,m,0.1690240015,0.1220928737,0.2018949681,0.1570221892,0.2009457496,0.1567003163,0.2026991164,0.1760509394,0.1693505862,0.1398767389,0.144080823,0.1240786211,0.1425864281,0.09516576543,0.1476723543,0.105322684,0.1823883349,0.1206379446,0.1514196617,0.114235435,0.197611178,0.2085344232,0.3778773561,0.4423955274,0.4947440017,0.5251892315,0.5200626597,0.5987256204,0.4284054975,0.5069972773,0.4181794459,0.4687953061,0.5584574078,0.5810707106,0.4573040534,0.5161490941
ic_match,aggravated,2,The uncle aggravated the father because he,59,0,m,0.1220245743,0.1689273988,0.1497805239,0.1894852085,0.1517117929,0.1932136063,0.1703056064,0.1979496158,0.1325514782,0.1653303755,0.1179777327,0.140140561,0.08884371873,0.1379669558,0.09736444458,0.1442811973,0.1151565833,0.1745117913,0.1083581403,0.1484347381,0.1789605847,0.2166043286,0.3292846255,0.4448289492,0.4245534176,0.5415006883,0.4675844079,0.6147894562,0.4294328466,0.5299296914,0.4207634365,0.5132923196,0.5455116162,0.6177065281,0.4286718215,0.5460974046
ic_match,agitated,2,The father agitated the uncle because he,85,0,m,0.1689305003,0.1220448556,0.201257739,0.156220305,0.2008774224,0.1563356542,0.2021782441,0.1759598944,0.1686686596,0.1398506296,0.1431073468,0.1241000342,0.1415591554,0.09507965315,0.1469871811,0.104255007,0.1835977232,0.1231111191,0.1551691072,0.1188379016,0.21032487,0.200222479,0.3594655796,0.4129170865,0.4547079406,0.4940429153,0.4733026701,0.574012984,0.3993781981,0.4803321951,0.3818612045,0.4364711783,0.5446060002,0.5565661946,0.4409328236,0.4785771567
ic_match,agitated,2,The uncle agitated the father because he,85,0,m,0.1219406931,0.1688338239,0.1498291236,0.1877332749,0.1520635774,0.1927962612,0.1704764729,0.1969096097,0.1323934616,0.1648413256,0.1173837828,0.1395844114,0.08786760619,0.1378189164,0.09485331073,0.1461275471,0.1140620221,0.1793239373,0.1130859522,0.1552391621,0.1901700709,0.221597862,0.3257072458,0.4267191689,0.4036496084,0.5054197614,0.4406096663,0.5739025471,0.4165064068,0.4964326148,0.3859915195,0.468970089,0.5299344426,0.5802999523,0.4106378602,0.4895030675
ic_match,alarmed,2,The father alarmed the uncle because he,58,0,m,0.1688942081,0.1215783445,0.1999055783,0.1547536491,0.1995307729,0.1549188118,0.1997536835,0.1743535149,0.1670672611,0.1394212543,0.1419588233,0.1236386351,0.1403067122,0.09355755205,0.148214045,0.1055442491,0.1794100281,0.1196684278,0.1436846285,0.1208273203,0.1738508952,0.2015179833,0.306295459,0.3069162024,0.4296204959,0.4231399614,0.4464605489,0.5001486631,0.3851593979,0.4298074209,0.3632319927,0.3991587689,0.5362988044,0.5237465013,0.4268460214,0.4268640246
ic_match,alarmed,2,The uncle alarmed the father because he,58,0,m,0.1219035104,0.1687498296,0.1495107551,0.1872186745,0.1517405625,0.1914930191,0.1697220155,0.1945785762,0.1321533741,0.1624660246,0.1174388506,0.1377135342,0.08757471313,0.1344698852,0.09656936977,0.1441950685,0.1125776469,0.1713505842,0.1074430855,0.151898507,0.1649034575,0.194955308,0.2889501571,0.3044723354,0.3865356064,0.4254486744,0.4361312346,0.4885611898,0.4227227727,0.4416866064,0.3943134858,0.421640441,0.5409855809,0.5453075444,0.4295026809,0.4589626827
ic_match,alienated,2,The father alienated the uncle because he,41,0,m,0.1693550636,0.1223367107,0.2020603295,0.1566076827,0.201924774,0.1564012807,0.2035937178,0.1759139829,0.1704454474,0.1401769599,0.1458989298,0.1248458729,0.14409098,0.09500856698,0.1496132276,0.1040749493,0.1848642221,0.1192438571,0.1561332895,0.1054693658,0.1759799763,0.1757708302,0.3204431212,0.3696599088,0.4492641961,0.4957245963,0.4571309462,0.560421418,0.3852694303,0.4850824651,0.3635926111,0.4480727854,0.5355266909,0.574172543,0.4251609544,0.4810570387
ic_match,alienated,2,The uncle alienated the father because he,41,0,m,0.1222496853,0.1693620094,0.150516193,0.1892650007,0.1529831152,0.1940657726,0.1717353602,0.1987075507,0.1337584252,0.1658043616,0.1197130176,0.1415587022,0.09024422022,0.138269557,0.09661114334,0.1453196141,0.1149901569,0.1751320219,0.1078040286,0.1454847826,0.157260265,0.1842769123,0.2812775312,0.3849370149,0.3817485592,0.5137903136,0.4132722951,0.5576742392,0.3987253652,0.4865264424,0.3692099225,0.4659956232,0.5288097449,0.5995756843,0.4119812934,0.5042767897
ic_match,amazed,2,The father amazed the uncle because he,68,0,m,0.1690240015,0.1221707081,0.1984988688,0.1544120434,0.19943366,0.1545533121,0.2003881351,0.1738705511,0.1671531055,0.1382253908,0.1415059706,0.1219745837,0.1395091875,0.09315156808,0.1439450565,0.1045143785,0.1816112975,0.122717066,0.1564830525,0.1332020271,0.1942628085,0.1961847523,0.3561791793,0.3592465768,0.469684651,0.4724033031,0.4965593494,0.5262335545,0.4191769288,0.4243413524,0.3998975803,0.3828136162,0.5576256863,0.5042716447,0.4546034869,0.4055223978
ic_match,amazed,2,The uncle amazed the father because he,68,0,m,0.1220245743,0.1689390453,0.1482746884,0.1873066534,0.1509660119,0.1925799445,0.1693105747,0.1969979454,0.1317305814,0.1652068242,0.1165486583,0.1388660311,0.08689452192,0.13584127,0.09630477557,0.1422876907,0.1155343401,0.1756686242,0.1187253925,0.1662961259,0.1774875327,0.199280886,0.3213341903,0.3543687686,0.4159128682,0.4742405316,0.4531749696,0.5218480141,0.4212969524,0.4383593024,0.3942160855,0.4150267591,0.5358714638,0.533962823,0.422686116,0.4471152317
ic_match,amused,2,The father amused the uncle because he,67,0,m,0.1690240015,0.122074372,0.1996703469,0.1548532133,0.1995688985,0.1548389937,0.2010057515,0.1747504726,0.1679113199,0.1386501175,0.1423704769,0.1228436166,0.1411254515,0.0941041188,0.1464870911,0.1046127664,0.1821329403,0.123763312,0.1558575402,0.1266350688,0.1920278517,0.19439713,0.3464399013,0.3598314597,0.4624261798,0.4741310541,0.4965459709,0.5420943672,0.4165076256,0.4502846619,0.3967304263,0.4066139352,0.5541415105,0.5301725023,0.448304196,0.4362371368
ic_match,amused,2,The uncle amused the father because he,67,0,m,0.1220245743,0.1689411452,0.1484094458,0.1859658565,0.1508167104,0.1909316968,0.1697400415,0.1959433647,0.1321027195,0.1638038961,0.1173540985,0.1383323909,0.08818554093,0.1366516241,0.09724297634,0.1440064676,0.1182377578,0.1746678596,0.1192203749,0.1580672623,0.1833860576,0.1947295773,0.3175966188,0.3537758299,0.4021504921,0.4739269241,0.461903652,0.5489371287,0.436361328,0.4756278371,0.4082254014,0.447835673,0.5416389923,0.5619952187,0.4240772925,0.4777177511
ic_match,angered,2,The father angered the uncle because he,85,0,m,0.1689690425,0.1219821837,0.2007200252,0.1541483425,0.2006392791,0.1533560511,0.2016724083,0.173137336,0.1685197777,0.137304085,0.1431224675,0.1213213358,0.1402764622,0.09207241867,0.1473971765,0.1020548876,0.1779547376,0.1187417315,0.1413094964,0.1171338474,0.167956694,0.1882054892,0.3068249575,0.3296635741,0.4289399755,0.4417403775,0.4404415211,0.526938269,0.3726586203,0.4511173199,0.3483368673,0.4250295075,0.5333366321,0.5615684202,0.4257837402,0.4697710616
ic_match,angered,2,The uncle angered the father because he,85,0,m,0.1219647741,0.1689234491,0.14991398,0.1853675827,0.15174836,0.1911618696,0.1705339042,0.195164873,0.132890134,0.1621480219,0.1180553078,0.1371895181,0.08907943384,0.1333072624,0.0963250198,0.1418087291,0.1152827278,0.1696473491,0.1042204481,0.1478600641,0.1558364044,0.1922676385,0.2685999266,0.3474829409,0.3718587341,0.456399688,0.4102118696,0.5184556066,0.4026179249,0.4587983082,0.3720069994,0.4412585188,0.5341425864,0.5750863204,0.4176330406,0.4941944811
ic_match,annoyed,2,The father annoyed the uncle because he,79,0,m,0.1688676908,0.1215212034,0.2004873185,0.1563186159,0.2004747496,0.1560423782,0.200970109,0.175031261,0.1679890211,0.1391744481,0.1432490316,0.1241827621,0.1405993883,0.09353896515,0.1495945228,0.1073429776,0.1818103769,0.1233488946,0.1463576166,0.1274596931,0.1720760908,0.1948238027,0.3215125046,0.3515674709,0.4464441424,0.4761907261,0.4643222036,0.5604353029,0.3968372739,0.4852992035,0.3734827914,0.4594835522,0.5354306165,0.5719502933,0.4249702103,0.4716901948
