exp,item,sent,hasIC,num,isHIGH,LSTM_avg_layer_0_HIGH_SIM,LSTM_avg_layer_0_LOW_SIM,LSTM_avg_layer_1_HIGH_SIM,LSTM_avg_layer_1_LOW_SIM,LSTM_1_layer_0_HIGH_SIM,LSTM_1_layer_0_LOW_SIM,LSTM_10_layer_0_HIGH_SIM,LSTM_10_layer_0_LOW_SIM,LSTM_11_layer_0_HIGH_SIM,LSTM_11_layer_0_LOW_SIM,LSTM_12_layer_0_HIGH_SIM,LSTM_12_layer_0_LOW_SIM,LSTM_13_layer_0_HIGH_SIM,LSTM_13_layer_0_LOW_SIM,LSTM_14_layer_0_HIGH_SIM,LSTM_14_layer_0_LOW_SIM,LSTM_15_layer_0_HIGH_SIM,LSTM_15_layer_0_LOW_SIM,LSTM_16_layer_0_HIGH_SIM,LSTM_16_layer_0_LOW_SIM,LSTM_17_layer_0_HIGH_SIM,LSTM_17_layer_0_LOW_SIM,LSTM_18_layer_0_HIGH_SIM,LSTM_18_layer_0_LOW_SIM,LSTM_19_layer_0_HIGH_SIM,LSTM_19_layer_0_LOW_SIM,LSTM_2_layer_0_HIGH_SIM,LSTM_2_layer_0_LOW_SIM,LSTM_20_layer_0_HIGH_SIM,LSTM_20_layer_0_LOW_SIM,LSTM_21_layer_0_HIGH_SIM,LSTM_21_layer_0_LOW_SIM,LSTM_22_layer_0_HIGH_SIM,LSTM_22_layer_0_LOW_SIM,LSTM_23_layer_0_HIGH_SIM,LSTM_23_layer_0_LOW_SIM,LSTM_24_layer_0_HIGH_SIM,LSTM_24_layer_0_LOW_SIM,LSTM_25_layer_0_HIGH_SIM,LSTM_25_layer_0_LOW_SIM,LSTM_3_layer_0_HIGH_SIM,LSTM_3_layer_0_LOW_SIM,LSTM_4_layer_0_HIGH_SIM,LSTM_4_layer_0_LOW_SIM,LSTM_5_layer_0_HIGH_SIM,LSTM_5_layer_0_LOW_SIM,LSTM_6_layer_0_HIGH_SIM,LSTM_6_layer_0_LOW_SIM,LSTM_7_layer_0_HIGH_SIM,LSTM_7_layer_0_LOW_SIM,LSTM_8_layer_0_HIGH_SIM,LSTM_8_layer_0_LOW_SIM,LSTM_9_layer_0_HIGH_SIM,LSTM_9_layer_0_LOW_SIM,LSTM_1_layer_1_HIGH_SIM,LSTM_1_layer_1_LOW_SIM,LSTM_10_layer_1_HIGH_SIM,LSTM_10_layer_1_LOW_SIM,LSTM_11_layer_1_HIGH_SIM,LSTM_11_layer_1_LOW_SIM,LSTM_12_layer_1_HIGH_SIM,LSTM_12_layer_1_LOW_SIM,LSTM_13_layer_1_HIGH_SIM,LSTM_13_layer_1_LOW_SIM,LSTM_14_layer_1_HIGH_SIM,LSTM_14_layer_1_LOW_SIM,LSTM_15_layer_1_HIGH_SIM,LSTM_15_layer_1_LOW_SIM,LSTM_16_layer_1_HIGH_SIM,LSTM_16_layer_1_LOW_SIM,LSTM_17_layer_1_HIGH_SIM,LSTM_17_layer_1_LOW_SIM,LSTM_18_layer_1_HIGH_SIM,LSTM_18_layer_1_LOW_SIM,LSTM_19_layer_1_HIGH_SIM,LSTM_19_layer_1_LOW_SIM,LSTM_2_layer_1_HIGH_SIM,LSTM_2_layer_1_LOW_SIM,LSTM_20_layer_1_HIGH_SIM,LSTM_20_layer_1_LOW_SIM,LSTM_21_layer_1_HIGH_SIM,LSTM_21_layer_1_LOW_SIM,LSTM_22_layer_1_HIGH_SIM,LSTM_22_layer_1_LOW_SIM,LSTM_23_layer_1_HIGH_SIM,LSTM_23_layer_1_LOW_SIM,LSTM_24_layer_1_HIGH_SIM,LSTM_24_layer_1_LOW_SIM,LSTM_25_layer_1_HIGH_SIM,LSTM_25_layer_1_LOW_SIM,LSTM_3_layer_1_HIGH_SIM,LSTM_3_layer_1_LOW_SIM,LSTM_4_layer_1_HIGH_SIM,LSTM_4_layer_1_LOW_SIM,LSTM_5_layer_1_HIGH_SIM,LSTM_5_layer_1_LOW_SIM,LSTM_6_layer_1_HIGH_SIM,LSTM_6_layer_1_LOW_SIM,LSTM_7_layer_1_HIGH_SIM,LSTM_7_layer_1_LOW_SIM,LSTM_8_layer_1_HIGH_SIM,LSTM_8_layer_1_LOW_SIM,LSTM_9_layer_1_HIGH_SIM,LSTM_9_layer_1_LOW_SIM
reading,11,The woman met the gardener of the millionaires who were,0,pl,0,0.002919178892,0.02508959091,0.217856654,0.2263426162,0.0003617354617,0.001761418302,-0.03821702783,-0.002589913459,0.0028868415,0.05493676525,0.07618113018,0.002727495745,0.001781611192,0.04595042612,0.05625624298,-0.02956352624,-0.0003501020516,0.06656009415,0.05673168945,0.001223151238,1.81E-06,5.85E-07,-0.001556195229,-0.0009729147531,0.001160630985,0.001107932217,-0.05067856605,0.07124184806,0.0008384316829,-0.05305450616,0.0005345422325,0.0005822210237,0.001120638548,0.06231824601,4.48E-09,0.06287819986,0.05623483862,0.1037161282,-0.0003672849434,9.44E-12,0.005699266386,0.002303268556,-0.04922919573,0.003487987603,-0.05034161166,0.0009431866692,0.002275516882,0.05263650145,0.002693110589,0.05497289778,-0.00244630311,0.06299077484,0.00140771797,0.06108150577,0.2624759035,0.2757295666,0.1872475458,0.2397937526,0.1628777901,0.1847350605,0.1940868683,0.2655283751,0.2332649718,0.1208472003,0.1970968845,0.3019573018,0.2488704751,0.1087063361,0.1537382006,0.08609268854,0.2248392339,0.2285213148,0.2278094083,0.2169724382,0.2061913887,0.1358694671,0.2231147139,0.1895173274,0.2419661847,0.2767997841,0.2443947662,0.2099211442,0.1638823852,0.2448385662,0.1707491891,0.2115688323,0.2537858791,0.3418651976,0.1686457653,0.2769460338,0.2379472528,0.2312159216,0.2848242473,0.2384392692,0.2530454578,0.2835731033,0.2221269251,0.2215381402,0.2355279932,0.2889970252,0.2569764104,0.2450445868,0.1909305104,0.2335469721
reading,11,The woman met the gardeners of the millionaire who were,0,pl,1,0.02764365618,0.001369646914,0.2384721579,0.1684951015,0.0002710590357,-0.06018509154,-0.05179148684,0.003412353869,0.05382665223,-0.05788187324,-0.0005710748585,0.004732048034,0.03086801588,0.04676103597,-0.004607733983,0.07955844643,-0.0006609742963,-0.002658739087,0.05235848211,0.001999502624,-0.0001856595263,-2.40E-05,0.03150157377,-0.00115951655,-0.0007671789579,0.001300309687,0.05051339045,-0.04728931875,-0.002857843479,0.06758089616,0.1004841166,-0.003561830836,0.06450154072,-0.004406098801,0.05064890859,9.98E-11,0.05138857437,0.06766416691,-3.91E-10,-2.44E-13,-0.00413859686,0.005113246296,-0.04996002871,0.00165792416,-0.0008178972443,-0.07715269045,0.09681090698,0.002790800605,0.04919587981,0.004725914277,0.1216429352,0.0004943403048,0.0534378439,0.0007693778918,0.177832673,0.2007493966,0.1877134596,0.1226833212,0.1613473704,0.1440394156,0.2266029962,0.1575835775,0.274613205,0.1280765966,0.2162152869,0.1669506818,0.236866962,0.111944882,0.1672276664,-0.04567848385,0.2944790705,0.09311243709,0.2514506234,0.2406340595,0.2825843808,0.154427362,0.2093759084,0.135786097,0.2371769704,0.1746234534,0.1874807053,0.09331064596,0.3096385237,0.07999924339,0.2487313695,0.2538581246,0.2919498145,0.3314649268,0.1233899447,0.2885987803,0.2807160526,0.1485109866,0.2071336946,0.2421564364,0.3866215615,0.2198205334,0.2277395012,0.1611122743,0.2034935803,0.1968697337,0.3158155898,0.2080391862,0.2556070374,0.2037038702
reading,11,The woman praised the millionaire of the gardeners who was,1,sg,1,0.0009290119057,0.006289117112,0.1601336581,0.1844824486,-0.06849607289,-0.0008662313127,0.002031357867,0.0001635733027,0.002076243542,0.0009035313072,-5.35E-08,0.0003544735603,0.0063257937,0.0003185717527,0.08006914796,-0.05886519554,-0.003997565533,-0.001071693574,0.0009763305547,0.05042295342,-2.23E-05,-0.0005143619555,-0.0009011115639,0.03022093191,0.004443974261,-0.002343732835,0.003205931281,-0.001034504411,9.57E-06,7.07E-06,-0.0007220579011,0.04737756269,-0.004780855061,-0.0009375490595,-8.62E-06,-0.0004318169537,0.06470906017,0.002300088987,-0.0002828332938,0.0006106387279,0.006151107054,-0.00480236495,0.001645923191,-0.05527096986,-0.07235267001,3.25E-07,0.00145780179,0.08653969279,0.0001226243473,-0.0001328654943,-0.0001690628627,0.06322163309,0.001733663281,0.001058162973,0.1547981137,0.1553137241,0.09216007193,0.1120483966,0.1376583146,0.1116930917,0.154875237,0.1643739474,0.2244813474,0.1243418888,0.1441535335,0.2532099689,0.1259952687,0.1144152039,0.1031659298,0.1455294056,0.1756721523,0.1669370143,0.2591885281,0.1791878098,0.1029879498,0.1517781332,0.1761044833,0.2137650963,0.1496601694,0.2396221703,0.1356929737,0.09531176051,0.1240949071,0.2635350955,0.168092922,0.2593289295,0.2126604946,0.2838279297,0.1527380067,0.1446972285,0.1858278803,0.2643702283,0.1608643609,0.1996894181,0.12692906,0.1788084838,0.1494193717,0.07058324037,0.2025108086,0.2096608878,0.144503684,0.2521301266,0.2391058837,0.257902035
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,0.005987767821,0.01076774413,0.2197728856,0.1871496555,-0.001502055048,0.0003364971701,-0.0003951202881,0.000973736153,-0.003911711288,0.0567992743,8.29E-05,0.08341286188,0.04963893859,0.0005585015687,-0.02140284723,0.05620656119,-0.003619067233,-2.15E-05,0.002540220995,0.05449607755,5.25E-07,1.99E-06,-7.25E-05,-8.99E-05,0.002282830793,0.001176007788,-0.0006906075324,-0.0007424080451,6.05E-05,0.0602936237,-0.04856663987,0.0003187887293,0.001069105021,0.001191000392,-0.0002355701229,-0.0007173872926,0.05164003088,0.05814179584,-0.0003430520546,-0.001752088217,0.001859285877,0.006450784149,0.00270702301,-0.05357333256,7.66E-05,-0.05503362025,0.05936586651,0.0006638691668,-6.24E-05,-0.0002955109355,0.06207209159,-0.001084178973,-0.002900243174,0.001482152043,0.1498499211,0.2534252143,0.1563475597,0.1286168132,0.1931603808,0.144438934,0.2155149734,0.2502863804,0.1718269301,0.1742497456,0.2806038838,0.2312884585,0.1686733317,0.1179060967,0.2759262639,0.08686853711,0.3183542085,0.1240041636,0.2811408611,0.1706491303,0.1737543645,0.1188176768,0.1899786075,0.2374178524,0.2768301713,0.2201056298,0.1645498601,0.1913992053,0.245409174,0.1571980503,0.217483871,0.2193580529,0.2304628163,0.2358200143,0.1752976814,0.2382929344,0.2879622184,0.1505203776,0.1998248506,0.2641427366,0.1837711114,0.1480957344,0.191243962,0.1139166607,0.2836058368,0.2753530518,0.1689275273,0.1721696788,0.2938217739,0.2544002568
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,-7.32E-05,0.02492066704,0.1416248689,0.1848093211,-0.06148687168,0.0008038169752,0.003768479595,-0.0497137875,-0.05812613806,0.05367332629,0.005434530549,-0.0004500120094,0.006605005604,0.0002908626556,0.08202708808,-0.004203152254,-0.002550029421,-0.00062337094,0.001290507343,0.05225548076,-0.0007315383986,-0.0007770035775,0.0001928690692,0.03078557451,0.002054462944,-0.001083514885,-0.05105431307,0.0494924628,0.07018945492,-0.01289236894,-0.002170952512,0.09494505432,-0.004395739771,0.06532107392,7.66E-06,0.05021992465,0.06392183121,0.05552410665,-0.0002612001704,0.0005639292192,0.006151493742,-0.00485750624,0.001241556283,-0.04990303597,-0.06966713296,-0.0005677686633,0.002730359929,0.08783333074,0.002094837622,0.04580059964,-0.0005074947471,0.1073212223,0.001410949462,0.05325743159,0.1296564522,0.1561449733,0.02690015844,0.09899168287,0.1274844695,0.1171365172,0.1128938163,0.1540029498,0.1881737864,0.1245922492,0.1264841608,0.2502949546,0.09860346344,0.1386063545,0.07972506926,0.1203817476,0.1763186201,0.1638345054,0.2224820003,0.1676455806,0.09088800788,0.1384591517,0.1453460547,0.2181012103,0.1471923627,0.220724042,0.1041037647,0.1168210876,0.1247777567,0.2654548896,0.1464363172,0.2241148088,0.1905007268,0.2639734411,0.1437175251,0.1786541926,0.1726272408,0.2886518033,0.1605764262,0.2011713888,0.1156245042,0.1868140711,0.1590764651,0.0899171772,0.1891086462,0.208117032,0.1256437636,0.2432226897,0.2362801651,0.2844045266
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,0.02672398653,0.003079502619,0.2172637481,0.1760314955,0.001390624593,-0.0003115208762,-0.0007323777733,-0.02779559185,0.05140034932,0.003377056573,0.002272239583,0.07170261018,0.04959590345,0.000711723909,0.01808167274,0.05779501686,0.06764879264,-1.38E-05,0.002653748945,0.05627250147,9.87E-05,0.0003611400761,0.0009535393881,0.001325989792,0.001199328928,0.0005436722395,0.06686087343,-0.05026698675,-0.05098624304,0.002820419476,0.0004121206945,0.0009577618879,0.06231413297,0.00109506099,0.05990222813,0.0006335556046,0.1030545741,0.05879259485,-0.0003168140387,-0.001618085992,0.001860395406,0.006450740947,0.00208681925,-0.04870229206,0.0002779691205,-0.05180438074,0.05451264657,0.001460836214,0.05189893115,-0.004804026142,0.06148826188,-0.003254296373,0.06017124422,0.001257868446,0.1549246396,0.2241679138,0.1375861067,0.07868255562,0.2071404521,0.1493825201,0.1983849578,0.2133762714,0.1810452217,0.1694630064,0.2850177736,0.2098837999,0.18736119,0.1211466047,0.2496653726,0.07177477004,0.3188169681,0.1245191209,0.2206672022,0.1632840579,0.17586562,0.1016761476,0.1836385646,0.2303488269,0.2536297539,0.1956180331,0.1849408911,0.1885813063,0.2574990961,0.1666053903,0.1857938343,0.182361989,0.2165369688,0.2044413233,0.1738747846,0.2239179634,0.311333227,0.1626230347,0.1998361404,0.2845118445,0.2100862216,0.1293937415,0.1889698118,0.1062132718,0.2836033717,0.2558767994,0.1642371292,0.178170235,0.3011384025,0.2647668605
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,0.0006776527681,0.00659853066,0.2447080387,0.1866218731,-0.06854875544,-0.0009247398681,0.002836460928,0.0002569152506,0.001993293418,0.0008909579419,-3.34E-06,0.0003514773878,0.007320225294,0.0003041699649,0.07798896437,-0.0588652136,-0.004176032284,-0.0007681751346,0.000803202264,0.05098587694,0.001021605058,0.0001307558976,-0.002657718337,0.03008355635,0.003513327243,-0.002377521965,0.002721131089,-0.0007697490608,1.38E-05,9.76E-06,-0.001583645528,0.04796080634,-0.004768754363,-0.0009295551625,4.37E-06,-0.0008865043071,0.06398226848,0.002124226619,5.87E-08,-1.40E-07,0.005743104842,-0.004152254506,0.001278492013,-0.05526917588,-0.07428527705,6.91E-05,0.002692968013,0.09183061854,-0.0005492167768,0.0006289133887,-0.0001485011072,0.06322108164,0.001749251313,0.001058123614,0.2693165559,0.1665665806,0.2084892085,0.134061028,0.1475985759,0.1184859337,0.2415993257,0.1580679718,0.3011192846,0.1248848996,0.1681050407,0.244787423,0.2560951504,0.1213383044,0.1907435283,0.08725415756,0.2396811196,0.1155913067,0.2902922418,0.1834177397,0.3211982838,0.1939494061,0.2673494787,0.2032268354,0.2441097002,0.2795899145,0.2391911335,0.09473941235,0.188309083,0.2525740753,0.2760256077,0.2636863473,0.3343957165,0.316061094,0.2036094947,0.1810578795,0.2920185679,0.2281182743,0.2209545264,0.177854236,0.2662097601,0.2222748572,0.2779165315,0.1072626458,0.1840264212,0.1669633199,0.2648008412,0.3088828724,0.2245457897,0.2148503126
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,0.004668874891,0.01072466127,0.2833560105,0.1856898571,-0.001791188731,0.0002303355449,-0.0007233898184,0.001525731267,-0.003827169045,0.05771362664,0.0006011550477,0.08310938442,0.0493486111,-2.96E-05,-0.05257836925,0.05625529449,-0.003283342662,1.07E-05,0.000937640399,0.05512022884,-4.67E-05,-0.00042897543,-0.001196306238,-0.001814640176,0.002421733907,0.00120116191,-0.0004478812164,-0.0006378594505,5.57E-05,0.05975721069,-0.0501423224,0.0006012388013,0.001069496425,0.001180046009,-0.0002026019637,-0.001478716151,0.05141711908,0.05711293215,5.34E-12,-0.002017165596,0.001870425038,0.005221247399,0.003339361155,-0.05355717275,0.0002089303186,-0.05405095448,0.05994643154,0.001206743101,0.0004626308018,0.001304169877,0.06207174541,-0.0009018187292,-0.002789847282,0.001483409104,0.2089550886,0.272536762,0.2290532822,0.156545671,0.2049545026,0.1478978933,0.2883430051,0.2352005374,0.2642867477,0.1852728361,0.2749213904,0.2568747159,0.2600520124,0.09372791036,0.2505953742,0.07568048377,0.3912680524,0.1227375737,0.326849122,0.1620724253,0.3483259518,0.1708316735,0.2649221872,0.2428144513,0.3145010825,0.2020758269,0.2335792891,0.1810537197,0.2705524598,0.1243245385,0.3177407976,0.208262551,0.3502627105,0.2979111046,0.2583188548,0.2655068772,0.2897642452,0.1677094567,0.2674780206,0.2675993672,0.3450173895,0.1255727288,0.3058184672,0.138991496,0.2685607115,0.2107230635,0.3173084843,0.1863927582,0.2324710335,0.1439300051
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,-0.000379784488,0.02527337422,0.2253638447,0.1836803119,-0.06152685793,0.0008581343761,0.004354613466,-0.05156141674,-0.05937250596,0.05458534424,0.005095537311,-0.0004529929324,0.007600920705,0.0002929369996,0.07987938731,-0.004203159458,-0.002663901929,-0.0004334756253,0.001126476605,0.05285565431,-2.66E-05,-0.0003041755496,-0.001282817284,0.03061305121,0.00162422197,-0.001099135703,-0.05015455625,0.04931434332,0.07040551297,-0.01290102893,-0.003173223001,0.09671354611,-0.004384613829,0.06542024059,2.55E-09,0.0514913671,0.06323499711,0.05483932301,5.36E-08,-1.37E-07,0.005743714992,-0.004215824153,0.0009539346954,-0.04990111552,-0.07243727703,-0.000452922719,0.003018178526,0.09052383542,0.001512372036,0.04927419195,-0.0004457722448,0.107320283,0.001423635571,0.05325748775,0.2687058962,0.1673652682,0.1714548484,0.12443782,0.1515296202,0.1159224874,0.2039153804,0.152617071,0.274189158,0.1233573944,0.1432762321,0.2399289121,0.2180367532,0.1494848952,0.129354451,0.0461679682,0.2301469525,0.1026721511,0.2861532582,0.1759071271,0.2897743439,0.1704819386,0.2576934314,0.2079059341,0.2172532149,0.2553689827,0.2057439316,0.1081340792,0.1777213655,0.2522756046,0.2445154564,0.2270066898,0.3075131069,0.3010575148,0.188650905,0.2072231511,0.2706855004,0.2456618542,0.2262853318,0.1836552571,0.2412261738,0.2276036271,0.2856707,0.1095734279,0.1801253188,0.1689614918,0.2527088348,0.2953364046,0.2117659519,0.2339007445
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,0.02495169984,0.002957758285,0.2799259232,0.172367932,0.001658289183,-0.0002132373834,-0.001110574458,-0.02840300432,0.0524493251,0.003355574799,0.002671632466,0.07143559161,0.04847412591,0.0006770783886,-0.03320702723,0.05784470198,0.06838139444,6.90E-06,0.00130554254,0.05695287833,5.86E-06,1.68E-06,-0.0002057993079,-0.0003034565478,0.001186733973,0.0005553010725,0.06915102144,-0.05119760948,-0.05154862516,0.002631963131,0.0004134082555,0.001204063701,0.0623149826,0.00108498902,0.06287455764,-5.68E-10,0.1022606796,0.05778823719,2.97E-12,-0.001841411834,0.001874298165,0.005221151407,0.002574365031,-0.04868828751,0.001237510814,-0.05102692636,0.05348653269,0.001875717959,0.05611719832,-0.00356979573,0.06144585284,-0.002707080403,0.05998120867,0.001258935465,0.2104366567,0.246425569,0.2229474181,0.1099951037,0.2326901809,0.133312997,0.2776256706,0.2092735051,0.2669941053,0.1792141051,0.2847369067,0.234351003,0.291967435,0.1055529177,0.2086380665,0.03676206574,0.3805875017,0.1212599443,0.2882277708,0.1612959219,0.3386754945,0.1460295317,0.256611825,0.230756718,0.2856233772,0.1718567657,0.258561916,0.1576259245,0.2723552801,0.123346634,0.2788500995,0.1810518057,0.3278119496,0.2641774137,0.2431121265,0.2474014829,0.3066377354,0.1601910962,0.2749366698,0.2872325327,0.38300366,0.1223898407,0.297362134,0.1200970444,0.2704806388,0.2069322849,0.3152017338,0.1954733784,0.2240717289,0.1571927151
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,0.004903328227,0.0176733479,0.1761883656,0.3283063343,0.001017223878,-0.06171879212,0.001143279059,-0.0006663225203,-0.05533167458,-0.002103711068,0.08477306208,0.148262768,0.05972608256,0.07769356745,0.1076108609,0.02839835754,-0.0004118836171,-6.03E-05,-0.04431279306,-0.001215349175,-1.77E-07,-3.31E-08,-0.0002651211859,-0.000931839117,0.005129396838,0.0006352340751,0.0005929780457,0.003339912565,1.26E-05,3.82E-06,0.0005819448824,9.53E-05,-0.001396884989,0.002522389046,0.0006375826469,0.0002482230057,0.05968956729,0.0701774262,0.001019003732,0.0004799389251,0.0003416426039,0.0004639602976,-0.0008592577259,0.009179371781,0.0774974176,-0.000170997797,0.0008591802716,0.04778223996,-0.05200003763,0.06446943332,-0.06061010325,0.05448613752,-0.06286063785,0.0004629647582,0.214196499,0.2977197876,0.1070242014,0.2232420536,0.1685772335,0.3499222712,0.09418723375,0.3431376527,0.1662079176,0.3013047046,0.1845422295,0.3201323221,0.1486789922,0.1921699264,0.1231299722,0.3727400043,0.2790229074,0.4611801887,0.1746881123,0.2897567494,0.1382661482,0.3325458467,0.1636776415,0.3009013973,0.1789587898,0.3749132102,0.1737876836,0.302341097,0.1264560047,0.2805996622,0.1719429059,0.3627472616,0.2806067872,0.4330796838,0.1689518724,0.3013915065,0.288100022,0.378498996,0.2110291475,0.2794251981,0.140954665,0.4102341292,0.1464882298,0.3559996632,0.2251955915,0.3325822258,0.1393237702,0.2574824072,0.1907145807,0.353610413
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,0.01704228502,0.006829871375,0.2593670383,0.2658442972,-5.55E-05,-0.001811303216,0.0003928965836,-0.0008841259914,-0.002956356417,-0.008852444126,0.00686902299,0.01049895999,0.06410110156,0.07075319097,-0.004292237401,0.05290014414,-0.00144760997,-0.001249110535,0.002086963139,0.003934155622,-2.88E-06,3.94E-06,2.58E-05,2.99E-06,0.005480700111,0.004403447517,0.03535552937,0.02042712386,2.89E-06,-0.05180527256,0.000143587296,0.001279441882,-0.0004144404766,-0.005094817391,-9.99E-05,-0.0006367678612,0.09186084889,0.10924915,0.001523689108,-0.06615478174,0.0006306649915,0.006132233273,0.006446342964,0.01393181909,0.1124159285,-0.05432784943,0.05226817271,0.002215334558,1.04E-07,0.06637491084,0.0571606836,-0.0008684569419,-0.001438905484,0.0003248721749,0.2891348712,0.3356671471,0.1796231232,0.2010991152,0.2617377971,0.2364203666,0.2101143851,0.2304174887,0.2752868696,0.2690870649,0.2533214092,0.262417712,0.2070331549,0.2127798088,0.2643140451,0.2538431745,0.3044717456,0.3428729853,0.2461891738,0.2534571335,0.2142098678,0.2892184007,0.2698394741,0.2948863416,0.3277416348,0.281669817,0.2494964836,0.2670302139,0.2448056681,0.2572639834,0.2855195014,0.1347481804,0.3171430603,0.2763343595,0.250998521,0.2065252853,0.3381901354,0.3184313051,0.2475764588,0.3116851183,0.2463235521,0.3287516769,0.2085791177,0.2818341873,0.284619229,0.2746021672,0.2152522695,0.2119843554,0.2926544084,0.3130800401
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,0.007024821062,0.04364318931,0.1569522141,0.315489222,-0.0009419753929,-0.02970008008,0.002119168855,-0.001235087725,-0.1040063789,0.04493789113,0.1271833048,0.1359927742,0.05879615073,0.07647251368,0.1108384547,0.1493274039,-0.0002008173391,0.05330097879,0.004187593743,-0.001747520177,-0.0004386542037,0.01804059252,-1.02E-05,-3.59E-05,0.002371334609,0.0002936877361,-0.000346387329,0.05131120236,0.0007439267364,-0.000745251135,0.001746792462,0.05157183221,-0.001284375833,0.05554912399,-0.000585167877,0.0513647083,0.05604311669,0.06926567442,0.0009394130945,0.0004424526593,0.0003413228869,0.0004706126542,0.0497270102,0.007081159293,0.02995019902,-0.001640784305,0.001619298076,0.09154771721,-0.04798830878,0.1083655194,-0.06139362587,0.1086435268,-0.05379066667,0.0522049423,0.1858420857,0.2843675062,0.0904536545,0.2215008795,0.1658526349,0.370399537,0.04842015984,0.3075420535,0.1396391592,0.2914911362,0.1592412923,0.3197293069,0.1228610813,0.2046800744,0.05160383467,0.3258364075,0.2503665463,0.4392318292,0.1887825476,0.2602141738,0.1327051416,0.3062341549,0.1261086788,0.3019542998,0.1492548771,0.3598292723,0.1680589241,0.3329319524,0.1134861622,0.2764586791,0.1308412611,0.3030325328,0.2445277921,0.3674532822,0.1519889624,0.2675969643,0.2907135617,0.3918004095,0.228791514,0.2951310873,0.119838935,0.4175242659,0.1420591508,0.3434865069,0.2047454282,0.3300690789,0.1311376332,0.2563327775,0.1864843337,0.3124023811
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,0.04045898921,0.004858586053,0.2560909173,0.2595817849,0.0001530063588,0.00167688555,0.0007282581036,-0.001638782175,0.0253299313,-0.01143679915,0.009484491707,0.009795568061,0.06433368203,0.07060224161,0.05663636825,0.05454403624,0.05864399579,-0.0008376297288,0.04941818906,0.0586508143,-0.0004075621737,0.000573181172,0.001701866126,0.000197432776,0.002533746166,0.002035728104,0.08068604622,-0.0269387472,0.04848121815,-0.105922436,0.05138112564,0.003775745434,0.05189071155,-0.004684407323,9.31E-05,0.0005932684593,0.08876462111,0.1076915876,0.001404670013,-0.06098803653,0.000859836162,0.006126459191,0.0534527072,0.01074292028,0.1076774649,-0.05269404693,0.04898318615,0.003440882849,0.04664343382,0.0584892118,0.1139352692,-0.002606969929,0.04866533599,0.0002765428685,0.2618599055,0.2824235457,0.169902863,0.1941476828,0.2863520664,0.2665826075,0.1936645782,0.1979524256,0.2748234731,0.2447642827,0.279407248,0.2459954086,0.2258266835,0.2210397845,0.2131133285,0.2536608937,0.2944250392,0.320571541,0.2294264635,0.245873019,0.2059076946,0.2883122174,0.2534342008,0.2972388517,0.3051697005,0.2606793859,0.292680525,0.2741258352,0.2502516959,0.2734571176,0.2384456774,0.1251656063,0.294727632,0.2405469489,0.2307633545,0.1995201041,0.3681104932,0.3208449371,0.292335088,0.3317349329,0.2526525295,0.3219967902,0.199035774,0.2759814082,0.2715162828,0.2606542129,0.222449889,0.2462959166,0.2959907461,0.2999791671
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,0.01461564413,0.01745790454,0.2121929205,0.3446188492,-5.55E-05,-0.06122802682,0.0006159205297,-0.001044553578,-0.002728515133,-0.00183404787,0.07107110363,0.1482611766,0.06470632405,0.07944937531,-0.004312265863,0.02870493679,-0.001067768894,-6.96E-05,0.001743192619,-0.0009233551314,0.0005153364693,0.0001193076633,-0.003697962053,-0.001834097368,0.005480699265,0.0006679687869,0.004159149051,0.003050092521,1.62E-06,4.35E-06,0.0002355545058,-3.13E-05,-0.0004152610602,0.002717862775,-0.0002088756206,0.000523090198,0.04749408194,0.05797103719,0.001322484487,0.0005584904919,0.0005214982823,0.0003833873092,0.006446336145,0.009179124813,0.06762847928,-0.0002176349699,0.05123291205,0.04727134406,-0.000925617345,0.069814565,0.05716021882,0.05449090792,-0.001532059259,0.0004632177041,0.1889374543,0.3002073781,0.1347009839,0.2445607537,0.2710635365,0.3657994824,0.1574482412,0.3612510466,0.225594806,0.3323352589,0.220542964,0.3259256147,0.1528424884,0.2550966427,0.1811326984,0.4173004179,0.2899320116,0.4780323019,0.2130044643,0.3101252989,0.1967439059,0.3648860338,0.2373917487,0.3152886723,0.2117279594,0.3892920604,0.1929730434,0.3447139944,0.1698041355,0.3001780646,0.238952344,0.4061994192,0.3199769341,0.4321653882,0.2203168423,0.3208532115,0.2797806088,0.3573591673,0.1759696441,0.2539807609,0.2398882776,0.4191955605,0.1850569737,0.3556446082,0.217733822,0.2909230949,0.1743011624,0.3055981382,0.2090059616,0.3685588589
