exp,item,sent,hasIC,num,isHIGH,layer,NP,sim
reading,4,The man trusted the captains of the sailor who was,1,sg,0,4,1,0.1128025199
reading,4,The man trusted the captains of the sailor who was,1,sg,0,4,2,0.1215364046
reading,4,The man trusted the captains of the sailor who was,1,sg,0,5,1,0.08023354734
reading,4,The man trusted the captains of the sailor who was,1,sg,0,5,2,0.09817249333
reading,4,The man trusted the captains of the sailor who was,1,sg,0,6,1,0.0583338644
reading,4,The man trusted the captains of the sailor who was,1,sg,0,6,2,0.08212370781
reading,4,The man trusted the captains of the sailor who was,1,sg,0,7,1,0.02225908645
reading,4,The man trusted the captains of the sailor who was,1,sg,0,7,2,0.06654978406
reading,4,The man trusted the captains of the sailor who was,1,sg,0,8,1,0.0444005443
reading,4,The man trusted the captains of the sailor who was,1,sg,0,8,2,0.09757034569
reading,4,The man trusted the captains of the sailor who was,1,sg,0,9,1,0.06143210831
reading,4,The man trusted the captains of the sailor who was,1,sg,0,9,2,0.1453568891
reading,4,The man trusted the captains of the sailor who was,1,sg,0,10,1,0.1444809672
reading,4,The man trusted the captains of the sailor who was,1,sg,0,10,2,0.2165933273
reading,4,The man trusted the captains of the sailor who was,1,sg,0,11,1,0.2185404495
reading,4,The man trusted the captains of the sailor who was,1,sg,0,11,2,0.2878866834
reading,4,The man trusted the captains of the sailor who was,1,sg,0,12,1,0.4513874174
reading,4,The man trusted the captains of the sailor who was,1,sg,0,12,2,0.5424932365
reading,4,The man trusted the captains of the sailor who was,1,sg,0,13,1,0.576585033
reading,4,The man trusted the captains of the sailor who was,1,sg,0,13,2,0.6607426085
reading,4,The man trusted the captains of the sailor who was,1,sg,0,14,1,0.5931116013
reading,4,The man trusted the captains of the sailor who was,1,sg,0,14,2,0.7259405987
reading,4,The man trusted the captains of the sailor who was,1,sg,0,15,1,0.4934419213
reading,4,The man trusted the captains of the sailor who was,1,sg,0,15,2,0.6576642204
reading,4,The man trusted the captains of the sailor who was,1,sg,0,16,1,0.4376878335
reading,4,The man trusted the captains of the sailor who was,1,sg,0,16,2,0.5913783663
reading,4,The man trusted the captains of the sailor who was,1,sg,0,17,1,0.5210649081
reading,4,The man trusted the captains of the sailor who was,1,sg,0,17,2,0.6003667847
reading,4,The man trusted the captains of the sailor who was,1,sg,0,18,1,0.4720673569
reading,4,The man trusted the captains of the sailor who was,1,sg,0,18,2,0.6027640665
reading,4,The man trusted the captain of the sailors who were,1,pl,0,1,1,0.07058061087
reading,4,The man trusted the captain of the sailors who were,1,pl,0,1,2,0.0857150088
reading,4,The man trusted the captain of the sailors who were,1,pl,0,2,1,0.1018067547
reading,4,The man trusted the captain of the sailors who were,1,pl,0,2,2,0.1256995927
reading,4,The man trusted the captain of the sailors who were,1,pl,0,3,1,0.08004711763
reading,4,The man trusted the captain of the sailors who were,1,pl,0,3,2,0.1042270573
reading,4,The man trusted the captain of the sailors who were,1,pl,0,4,1,0.1028367567
reading,4,The man trusted the captain of the sailors who were,1,pl,0,4,2,0.1299083574
reading,4,The man trusted the captain of the sailors who were,1,pl,0,5,1,0.0533234862
reading,4,The man trusted the captain of the sailors who were,1,pl,0,5,2,0.1041460778
reading,4,The man trusted the captain of the sailors who were,1,pl,0,6,1,0.03488672921
reading,4,The man trusted the captain of the sailors who were,1,pl,0,6,2,0.08966071964
reading,4,The man trusted the captain of the sailors who were,1,pl,0,7,1,0.01763558139
reading,4,The man trusted the captain of the sailors who were,1,pl,0,7,2,0.07953275441
reading,4,The man trusted the captain of the sailors who were,1,pl,0,8,1,0.0342733837
reading,4,The man trusted the captain of the sailors who were,1,pl,0,8,2,0.1138659323
reading,4,The man trusted the captain of the sailors who were,1,pl,0,9,1,0.04830972334
reading,4,The man trusted the captain of the sailors who were,1,pl,0,9,2,0.1697436802
reading,4,The man trusted the captain of the sailors who were,1,pl,0,10,1,0.1393351139
reading,4,The man trusted the captain of the sailors who were,1,pl,0,10,2,0.3191765409
reading,4,The man trusted the captain of the sailors who were,1,pl,0,11,1,0.2047754269
reading,4,The man trusted the captain of the sailors who were,1,pl,0,11,2,0.3918610021
reading,4,The man trusted the captain of the sailors who were,1,pl,0,12,1,0.4676256052
reading,4,The man trusted the captain of the sailors who were,1,pl,0,12,2,0.6185374842
reading,4,The man trusted the captain of the sailors who were,1,pl,0,13,1,0.5973947208
reading,4,The man trusted the captain of the sailors who were,1,pl,0,13,2,0.7319076609
reading,4,The man trusted the captain of the sailors who were,1,pl,0,14,1,0.5932896161
reading,4,The man trusted the captain of the sailors who were,1,pl,0,14,2,0.7337601783
reading,4,The man trusted the captain of the sailors who were,1,pl,0,15,1,0.5031337241
reading,4,The man trusted the captain of the sailors who were,1,pl,0,15,2,0.6701692721
reading,4,The man trusted the captain of the sailors who were,1,pl,0,16,1,0.4233758996
reading,4,The man trusted the captain of the sailors who were,1,pl,0,16,2,0.5765883493
reading,4,The man trusted the captain of the sailors who were,1,pl,0,17,1,0.53233604
reading,4,The man trusted the captain of the sailors who were,1,pl,0,17,2,0.6454493416
reading,4,The man trusted the captain of the sailors who were,1,pl,0,18,1,0.4840094203
reading,4,The man trusted the captain of the sailors who were,1,pl,0,18,2,0.6289532501
reading,4,The man trusted the captains of the sailor who were,1,pl,1,1,1,0.1382953422
reading,4,The man trusted the captains of the sailor who were,1,pl,1,1,2,0.08782079764
reading,4,The man trusted the captains of the sailor who were,1,pl,1,2,1,0.1479264651
reading,4,The man trusted the captains of the sailor who were,1,pl,1,2,2,0.09980301929
reading,4,The man trusted the captains of the sailor who were,1,pl,1,3,1,0.1345189692
reading,4,The man trusted the captains of the sailor who were,1,pl,1,3,2,0.08252124059
reading,4,The man trusted the captains of the sailor who were,1,pl,1,4,1,0.1669343889
reading,4,The man trusted the captains of the sailor who were,1,pl,1,4,2,0.1049735872
reading,4,The man trusted the captains of the sailor who were,1,pl,1,5,1,0.1590042087
reading,4,The man trusted the captains of the sailor who were,1,pl,1,5,2,0.07615050489
reading,4,The man trusted the captains of the sailor who were,1,pl,1,6,1,0.1446273037
reading,4,The man trusted the captains of the sailor who were,1,pl,1,6,2,0.0536072054
reading,4,The man trusted the captains of the sailor who were,1,pl,1,7,1,0.1813807755
reading,4,The man trusted the captains of the sailor who were,1,pl,1,7,2,0.03019704376
reading,4,The man trusted the captains of the sailor who were,1,pl,1,8,1,0.1895434989
reading,4,The man trusted the captains of the sailor who were,1,pl,1,8,2,0.0590890562
reading,4,The man trusted the captains of the sailor who were,1,pl,1,9,1,0.2608524753
reading,4,The man trusted the captains of the sailor who were,1,pl,1,9,2,0.080822707
reading,4,The man trusted the captains of the sailor who were,1,pl,1,10,1,0.3226017299
reading,4,The man trusted the captains of the sailor who were,1,pl,1,10,2,0.1726800993
reading,4,The man trusted the captains of the sailor who were,1,pl,1,11,1,0.3758022696
reading,4,The man trusted the captains of the sailor who were,1,pl,1,11,2,0.2556188158
reading,4,The man trusted the captains of the sailor who were,1,pl,1,12,1,0.6134857101
reading,4,The man trusted the captains of the sailor who were,1,pl,1,12,2,0.5526422159
reading,4,The man trusted the captains of the sailor who were,1,pl,1,13,1,0.7052712872
reading,4,The man trusted the captains of the sailor who were,1,pl,1,13,2,0.6846427711
reading,4,The man trusted the captains of the sailor who were,1,pl,1,14,1,0.6849921553
reading,4,The man trusted the captains of the sailor who were,1,pl,1,14,2,0.7394573738
reading,4,The man trusted the captains of the sailor who were,1,pl,1,15,1,0.5939401442
reading,4,The man trusted the captains of the sailor who were,1,pl,1,15,2,0.6665973373
reading,4,The man trusted the captains of the sailor who were,1,pl,1,16,1,0.527517271
reading,4,The man trusted the captains of the sailor who were,1,pl,1,16,2,0.5880834849
reading,4,The man trusted the captains of the sailor who were,1,pl,1,17,1,0.5961764056
reading,4,The man trusted the captains of the sailor who were,1,pl,1,17,2,0.6122137431
reading,4,The man trusted the captains of the sailor who were,1,pl,1,18,1,0.5640627364
reading,4,The man trusted the captains of the sailor who were,1,pl,1,18,2,0.633576759
reading,4,The man stood near the captain of the sailors who was,0,sg,1,1,1,0.0601174066
reading,4,The man stood near the captain of the sailors who was,0,sg,1,1,2,0.07008577788
reading,4,The man stood near the captain of the sailors who was,0,sg,1,2,1,0.08111800783
reading,4,The man stood near the captain of the sailors who was,0,sg,1,2,2,0.1079769055
reading,4,The man stood near the captain of the sailors who was,0,sg,1,3,1,0.08416596619
reading,4,The man stood near the captain of the sailors who was,0,sg,1,3,2,0.08675329428
reading,4,The man stood near the captain of the sailors who was,0,sg,1,4,1,0.1106016667
reading,4,The man stood near the captain of the sailors who was,0,sg,1,4,2,0.1144468424
reading,4,The man stood near the captain of the sailors who was,0,sg,1,5,1,0.07695268274
reading,4,The man stood near the captain of the sailors who was,0,sg,1,5,2,0.08061543721
reading,4,The man stood near the captain of the sailors who was,0,sg,1,6,1,0.05491543249
reading,4,The man stood near the captain of the sailors who was,0,sg,1,6,2,0.06012305886
reading,4,The man stood near the captain of the sailors who was,0,sg,1,7,1,0.01954002127
reading,4,The man stood near the captain of the sailors who was,0,sg,1,7,2,0.04086643138
reading,4,The man stood near the captain of the sailors who was,0,sg,1,8,1,0.04100358378
reading,4,The man stood near the captain of the sailors who was,0,sg,1,8,2,0.07338032958
reading,4,The man stood near the captain of the sailors who was,0,sg,1,9,1,0.0607564421
reading,4,The man stood near the captain of the sailors who was,0,sg,1,9,2,0.110637017
reading,4,The man stood near the captain of the sailors who was,0,sg,1,10,1,0.1466928398
reading,4,The man stood near the captain of the sailors who was,0,sg,1,10,2,0.2267660095
reading,4,The man stood near the captain of the sailors who was,0,sg,1,11,1,0.213553634
reading,4,The man stood near the captain of the sailors who was,0,sg,1,11,2,0.3413487926
reading,4,The man stood near the captain of the sailors who was,0,sg,1,12,1,0.3684871268
reading,4,The man stood near the captain of the sailors who was,0,sg,1,12,2,0.5691903631
reading,4,The man stood near the captain of the sailors who was,0,sg,1,13,1,0.494674258
reading,4,The man stood near the captain of the sailors who was,0,sg,1,13,2,0.6800253482
reading,4,The man stood near the captain of the sailors who was,0,sg,1,14,1,0.5015866909
reading,4,The man stood near the captain of the sailors who was,0,sg,1,14,2,0.717349813
reading,4,The man stood near the captain of the sailors who was,0,sg,1,15,1,0.416936091
reading,4,The man stood near the captain of the sailors who was,0,sg,1,15,2,0.6633113805
reading,4,The man stood near the captain of the sailors who was,0,sg,1,16,1,0.3466275839
reading,4,The man stood near the captain of the sailors who was,0,sg,1,16,2,0.5695316183
reading,4,The man stood near the captain of the sailors who was,0,sg,1,17,1,0.4851259652
reading,4,The man stood near the captain of the sailors who was,0,sg,1,17,2,0.65132149
reading,4,The man stood near the captain of the sailors who was,0,sg,1,18,1,0.4251768396
reading,4,The man stood near the captain of the sailors who was,0,sg,1,18,2,0.6310518752
reading,4,The man stood near the captains of the sailor who was,0,sg,0,1,1,0.06021114455
reading,4,The man stood near the captains of the sailor who was,0,sg,0,1,2,0.05604412051
reading,4,The man stood near the captains of the sailor who was,0,sg,0,2,1,0.08166794553
reading,4,The man stood near the captains of the sailor who was,0,sg,0,2,2,0.1193809055
reading,4,The man stood near the captains of the sailor who was,0,sg,0,3,1,0.08524009879
reading,4,The man stood near the captains of the sailor who was,0,sg,0,3,2,0.1031798685
reading,4,The man stood near the captains of the sailor who was,0,sg,0,4,1,0.1117459181
reading,4,The man stood near the captains of the sailor who was,0,sg,0,4,2,0.1206209062
reading,4,The man stood near the captains of the sailor who was,0,sg,0,5,1,0.07924208616
reading,4,The man stood near the captains of the sailor who was,0,sg,0,5,2,0.09756536061
reading,4,The man stood near the captains of the sailor who was,0,sg,0,6,1,0.05725609364
reading,4,The man stood near the captains of the sailor who was,0,sg,0,6,2,0.08232042056
reading,4,The man stood near the captains of the sailor who was,0,sg,0,7,1,0.02117601976
reading,4,The man stood near the captains of the sailor who was,0,sg,0,7,2,0.06649070563
reading,4,The man stood near the captains of the sailor who was,0,sg,0,8,1,0.04321267406
reading,4,The man stood near the captains of the sailor who was,0,sg,0,8,2,0.09767031299
reading,4,The man stood near the captains of the sailor who was,0,sg,0,9,1,0.05793083466
reading,4,The man stood near the captains of the sailor who was,0,sg,0,9,2,0.1473029252
reading,4,The man stood near the captains of the sailor who was,0,sg,0,10,1,0.129802035
reading,4,The man stood near the captains of the sailor who was,0,sg,0,10,2,0.2142530515
reading,4,The man stood near the captains of the sailor who was,0,sg,0,11,1,0.199461595
reading,4,The man stood near the captains of the sailor who was,0,sg,0,11,2,0.289722345
reading,4,The man stood near the captains of the sailor who was,0,sg,0,12,1,0.3468216198
reading,4,The man stood near the captains of the sailor who was,0,sg,0,12,2,0.5157473034
reading,4,The man stood near the captains of the sailor who was,0,sg,0,13,1,0.4842881995
reading,4,The man stood near the captains of the sailor who was,0,sg,0,13,2,0.6276583009
reading,4,The man stood near the captains of the sailor who was,0,sg,0,14,1,0.4988882555
reading,4,The man stood near the captains of the sailor who was,0,sg,0,14,2,0.6929407237
reading,4,The man stood near the captains of the sailor who was,0,sg,0,15,1,0.4146382777
reading,4,The man stood near the captains of the sailor who was,0,sg,0,15,2,0.6246205868
reading,4,The man stood near the captains of the sailor who was,0,sg,0,16,1,0.3487185467
reading,4,The man stood near the captains of the sailor who was,0,sg,0,16,2,0.5320756477
reading,4,The man stood near the captains of the sailor who was,0,sg,0,17,1,0.4802872852
reading,4,The man stood near the captains of the sailor who was,0,sg,0,17,2,0.5823493042
reading,4,The man stood near the captains of the sailor who was,0,sg,0,18,1,0.417076916
reading,4,The man stood near the captains of the sailor who was,0,sg,0,18,2,0.5736633753
reading,4,The man stood near the captain of the sailors who were,0,pl,0,1,1,0.1382822648
reading,4,The man stood near the captain of the sailors who were,0,pl,0,1,2,0.08585930628
reading,4,The man stood near the captain of the sailors who were,0,pl,0,2,1,0.1474080413
reading,4,The man stood near the captain of the sailors who were,0,pl,0,2,2,0.1268265448
reading,4,The man stood near the captain of the sailors who were,0,pl,0,3,1,0.1338439876
reading,4,The man stood near the captain of the sailors who were,0,pl,0,3,2,0.1042600417
reading,4,The man stood near the captain of the sailors who were,0,pl,0,4,1,0.1663116929
reading,4,The man stood near the captain of the sailors who were,0,pl,0,4,2,0.1302403464
reading,4,The man stood near the captain of the sailors who were,0,pl,0,5,1,0.1560970464
reading,4,The man stood near the captain of the sailors who were,0,pl,0,5,2,0.1042813588
reading,4,The man stood near the captain of the sailors who were,0,pl,0,6,1,0.1411394054
reading,4,The man stood near the captain of the sailors who were,0,pl,0,6,2,0.09047711773
reading,4,The man stood near the captain of the sailors who were,0,pl,0,7,1,0.1733305924
reading,4,The man stood near the captain of the sailors who were,0,pl,0,7,2,0.07989148023
reading,4,The man stood near the captain of the sailors who were,0,pl,0,8,1,0.1760308135
reading,4,The man stood near the captain of the sailors who were,0,pl,0,8,2,0.1129793873
reading,4,The man stood near the captain of the sailors who were,0,pl,0,9,1,0.2259397173
reading,4,The man stood near the captain of the sailors who were,0,pl,0,9,2,0.1683276653
reading,4,The man stood near the captain of the sailors who were,0,pl,0,10,1,0.2718281254
reading,4,The man stood near the captain of the sailors who were,0,pl,0,10,2,0.3031369127
reading,4,The man stood near the captain of the sailors who were,0,pl,0,11,1,0.294428377
reading,4,The man stood near the captain of the sailors who were,0,pl,0,11,2,0.3927100245
reading,4,The man stood near the captain of the sailors who were,0,pl,0,12,1,0.455763804
reading,4,The man stood near the captain of the sailors who were,0,pl,0,12,2,0.588741183
reading,4,The man stood near the captain of the sailors who were,0,pl,0,13,1,0.5634895008
reading,4,The man stood near the captain of the sailors who were,0,pl,0,13,2,0.7020928609
reading,4,The man stood near the captain of the sailors who were,0,pl,0,14,1,0.5380235892
reading,4,The man stood near the captain of the sailors who were,0,pl,0,14,2,0.7081823098
reading,4,The man stood near the captain of the sailors who were,0,pl,0,15,1,0.4520707453
reading,4,The man stood near the captain of the sailors who were,0,pl,0,15,2,0.6322440413
reading,4,The man stood near the captain of the sailors who were,0,pl,0,16,1,0.3673085278
reading,4,The man stood near the captain of the sailors who were,0,pl,0,16,2,0.5247698699
reading,4,The man stood near the captain of the sailors who were,0,pl,0,17,1,0.5195272955
reading,4,The man stood near the captain of the sailors who were,0,pl,0,17,2,0.6410873904
reading,4,The man stood near the captain of the sailors who were,0,pl,0,18,1,0.4648826045
reading,4,The man stood near the captain of the sailors who were,0,pl,0,18,2,0.6276546727
reading,4,The man stood near the captains of the sailor who were,0,pl,1,1,1,0.138337091
reading,4,The man stood near the captains of the sailor who were,0,pl,1,1,2,0.08758534636
reading,4,The man stood near the captains of the sailor who were,0,pl,1,2,1,0.1466380595
reading,4,The man stood near the captains of the sailor who were,0,pl,1,2,2,0.1002999776
reading,4,The man stood near the captains of the sailor who were,0,pl,1,3,1,0.1331139238
reading,4,The man stood near the captains of the sailor who were,0,pl,1,3,2,0.08215866386
reading,4,The man stood near the captains of the sailor who were,0,pl,1,4,1,0.1656488956
reading,4,The man stood near the captains of the sailor who were,0,pl,1,4,2,0.1047781571
reading,4,The man stood near the captains of the sailor who were,0,pl,1,5,1,0.1575489133
reading,4,The man stood near the captains of the sailor who were,0,pl,1,5,2,0.07614173261
reading,4,The man stood near the captains of the sailor who were,0,pl,1,6,1,0.1434301241
reading,4,The man stood near the captains of the sailor who were,0,pl,1,6,2,0.05433962056
reading,4,The man stood near the captains of the sailor who were,0,pl,1,7,1,0.1797784861
reading,4,The man stood near the captains of the sailor who were,0,pl,1,7,2,0.03084633238
reading,4,The man stood near the captains of the sailor who were,0,pl,1,8,1,0.1864764094
reading,4,The man stood near the captains of the sailor who were,0,pl,1,8,2,0.05927561531
reading,4,The man stood near the captains of the sailor who were,0,pl,1,9,1,0.2577633584
reading,4,The man stood near the captains of the sailor who were,0,pl,1,9,2,0.08305856047
reading,4,The man stood near the captains of the sailor who were,0,pl,1,10,1,0.3035454245
reading,4,The man stood near the captains of the sailor who were,0,pl,1,10,2,0.1667455551
reading,4,The man stood near the captains of the sailor who were,0,pl,1,11,1,0.3524615847
reading,4,The man stood near the captains of the sailor who were,0,pl,1,11,2,0.2657835158
reading,4,The man stood near the captains of the sailor who were,0,pl,1,12,1,0.523103541
reading,4,The man stood near the captains of the sailor who were,0,pl,1,12,2,0.5194024778
reading,4,The man stood near the captains of the sailor who were,0,pl,1,13,1,0.6229399143
reading,4,The man stood near the captains of the sailor who were,0,pl,1,13,2,0.6533203862
reading,4,The man stood near the captains of the sailor who were,0,pl,1,14,1,0.6027854686
reading,4,The man stood near the captains of the sailor who were,0,pl,1,14,2,0.7011904344
reading,4,The man stood near the captains of the sailor who were,0,pl,1,15,1,0.5174268599
reading,4,The man stood near the captains of the sailor who were,0,pl,1,15,2,0.6303286701
reading,4,The man stood near the captains of the sailor who were,0,pl,1,16,1,0.4373894547
reading,4,The man stood near the captains of the sailor who were,0,pl,1,16,2,0.5321892493
reading,4,The man stood near the captains of the sailor who were,0,pl,1,17,1,0.5539890467
reading,4,The man stood near the captains of the sailor who were,0,pl,1,17,2,0.5954798615
reading,4,The man stood near the captains of the sailor who were,0,pl,1,18,1,0.5014867388
reading,4,The man stood near the captains of the sailor who were,0,pl,1,18,2,0.5968936233
reading,4,The man trusted the sailor of the captains who was,1,sg,1,1,1,0.05581537921
reading,4,The man trusted the sailor of the captains who was,1,sg,1,1,2,0.0607280782
reading,4,The man trusted the sailor of the captains who was,1,sg,1,2,1,0.1131118137
reading,4,The man trusted the sailor of the captains who was,1,sg,1,2,2,0.08686569926
reading,4,The man trusted the sailor of the captains who was,1,sg,1,3,1,0.09891240118
reading,4,The man trusted the sailor of the captains who was,1,sg,1,3,2,0.08951587077
reading,4,The man trusted the sailor of the captains who was,1,sg,1,4,1,0.1151584932
reading,4,The man trusted the sailor of the captains who was,1,sg,1,4,2,0.1173135284
reading,4,The man trusted the sailor of the captains who was,1,sg,1,5,1,0.0918554509
reading,4,The man trusted the sailor of the captains who was,1,sg,1,5,2,0.0853926632
reading,4,The man trusted the sailor of the captains who was,1,sg,1,6,1,0.07453961601
reading,4,The man trusted the sailor of the captains who was,1,sg,1,6,2,0.06330713573
reading,4,The man trusted the sailor of the captains who was,1,sg,1,7,1,0.05937660888
reading,4,The man trusted the sailor of the captains who was,1,sg,1,7,2,0.02906805328
reading,4,The man trusted the sailor of the captains who was,1,sg,1,8,1,0.08170095538
reading,4,The man trusted the sailor of the captains who was,1,sg,1,8,2,0.05430247825
reading,4,The man trusted the sailor of the captains who was,1,sg,1,9,1,0.1240176749
reading,4,The man trusted the sailor of the captains who was,1,sg,1,9,2,0.07304077998
reading,4,The man trusted the sailor of the captains who was,1,sg,1,10,1,0.1872392277
reading,4,The man trusted the sailor of the captains who was,1,sg,1,10,2,0.1855282533
reading,4,The man trusted the sailor of the captains who was,1,sg,1,11,1,0.2583594996
reading,4,The man trusted the sailor of the captains who was,1,sg,1,11,2,0.3088660012
reading,4,The man trusted the sailor of the captains who was,1,sg,1,12,1,0.5501276242
reading,4,The man trusted the sailor of the captains who was,1,sg,1,12,2,0.5414287521
reading,4,The man trusted the sailor of the captains who was,1,sg,1,13,1,0.6586964335
reading,4,The man trusted the sailor of the captains who was,1,sg,1,13,2,0.6444661104
reading,4,The man trusted the sailor of the captains who was,1,sg,1,14,1,0.6965118794
reading,4,The man trusted the sailor of the captains who was,1,sg,1,14,2,0.7008979237
reading,4,The man trusted the sailor of the captains who was,1,sg,1,15,1,0.6364970526
reading,4,The man trusted the sailor of the captains who was,1,sg,1,15,2,0.6390915294
reading,4,The man trusted the sailor of the captains who was,1,sg,1,16,1,0.5458360379
reading,4,The man trusted the sailor of the captains who was,1,sg,1,16,2,0.5278187079
reading,4,The man trusted the sailor of the captains who was,1,sg,1,17,1,0.5961320814
reading,4,The man trusted the sailor of the captains who was,1,sg,1,17,2,0.5936091766
reading,4,The man trusted the sailor of the captains who was,1,sg,1,18,1,0.5533681969
reading,4,The man trusted the sailor of the captains who was,1,sg,1,18,2,0.5873266611
reading,4,The man trusted the sailors of the captain who was,1,sg,0,1,1,0.06923800131
reading,4,The man trusted the sailors of the captain who was,1,sg,0,1,2,0.03979493857
reading,4,The man trusted the sailors of the captain who was,1,sg,0,2,1,0.1053103689
reading,4,The man trusted the sailors of the captain who was,1,sg,0,2,2,0.1070204282
reading,4,The man trusted the sailors of the captain who was,1,sg,0,3,1,0.08452178308
reading,4,The man trusted the sailors of the captain who was,1,sg,0,3,2,0.09758556673
reading,4,The man trusted the sailors of the captain who was,1,sg,0,4,1,0.1101535008
reading,4,The man trusted the sailors of the captain who was,1,sg,0,4,2,0.1154831257
reading,4,The man trusted the sailors of the captain who was,1,sg,0,5,1,0.07843235405
reading,4,The man trusted the sailors of the captain who was,1,sg,0,5,2,0.08674105118
reading,4,The man trusted the sailors of the captain who was,1,sg,0,6,1,0.05549316067
reading,4,The man trusted the sailors of the captain who was,1,sg,0,6,2,0.07130894087
reading,4,The man trusted the sailors of the captain who was,1,sg,0,7,1,0.0353035427
reading,4,The man trusted the sailors of the captain who was,1,sg,0,7,2,0.05760168127
reading,4,The man trusted the sailors of the captain who was,1,sg,0,8,1,0.06545397006
reading,4,The man trusted the sailors of the captain who was,1,sg,0,8,2,0.07782020285
reading,4,The man trusted the sailors of the captain who was,1,sg,0,9,1,0.106968165
reading,4,The man trusted the sailors of the captain who was,1,sg,0,9,2,0.1332542276
reading,4,The man trusted the sailors of the captain who was,1,sg,0,10,1,0.2019928537
reading,4,The man trusted the sailors of the captain who was,1,sg,0,10,2,0.2214936647
reading,4,The man trusted the sailors of the captain who was,1,sg,0,11,1,0.2614669534
reading,4,The man trusted the sailors of the captain who was,1,sg,0,11,2,0.2911247733
reading,4,The man trusted the sailors of the captain who was,1,sg,0,12,1,0.5225286408
reading,4,The man trusted the sailors of the captain who was,1,sg,0,12,2,0.5416811796
reading,4,The man trusted the sailors of the captain who was,1,sg,0,13,1,0.6466016415
reading,4,The man trusted the sailors of the captain who was,1,sg,0,13,2,0.6548634386
reading,4,The man trusted the sailors of the captain who was,1,sg,0,14,1,0.6910277017
reading,4,The man trusted the sailors of the captain who was,1,sg,0,14,2,0.726233989
reading,4,The man trusted the sailors of the captain who was,1,sg,0,15,1,0.6324038715
reading,4,The man trusted the sailors of the captain who was,1,sg,0,15,2,0.6564196303
reading,4,The man trusted the sailors of the captain who was,1,sg,0,16,1,0.5560174591
reading,4,The man trusted the sailors of the captain who was,1,sg,0,16,2,0.5669824224
reading,4,The man trusted the sailors of the captain who was,1,sg,0,17,1,0.5982092736
reading,4,The man trusted the sailors of the captain who was,1,sg,0,17,2,0.5862379398
reading,4,The man trusted the sailors of the captain who was,1,sg,0,18,1,0.5620414357
reading,4,The man trusted the sailors of the captain who was,1,sg,0,18,2,0.590899913
reading,4,The man trusted the sailor of the captains who were,1,pl,0,1,1,0.08777357566
reading,4,The man trusted the sailor of the captains who were,1,pl,0,1,2,0.1384635925
reading,4,The man trusted the sailor of the captains who were,1,pl,0,2,1,0.09417792424
reading,4,The man trusted the sailor of the captains who were,1,pl,0,2,2,0.1607969128
reading,4,The man trusted the sailor of the captains who were,1,pl,0,3,1,0.07845225313
reading,4,The man trusted the sailor of the captains who were,1,pl,0,3,2,0.1432577101
reading,4,The man trusted the sailor of the captains who were,1,pl,0,4,1,0.1035112018
reading,4,The man trusted the sailor of the captains who were,1,pl,0,4,2,0.178343632
reading,4,The man trusted the sailor of the captains who were,1,pl,0,5,1,0.07608864138
reading,4,The man trusted the sailor of the captains who were,1,pl,0,5,2,0.170676388
reading,4,The man trusted the sailor of the captains who were,1,pl,0,6,1,0.05418659984
reading,4,The man trusted the sailor of the captains who were,1,pl,0,6,2,0.1569256264
reading,4,The man trusted the sailor of the captains who were,1,pl,0,7,1,0.03008895373
reading,4,The man trusted the sailor of the captains who were,1,pl,0,7,2,0.1859673086
reading,4,The man trusted the sailor of the captains who were,1,pl,0,8,1,0.06018588853
reading,4,The man trusted the sailor of the captains who were,1,pl,0,8,2,0.1992331227
reading,4,The man trusted the sailor of the captains who were,1,pl,0,9,1,0.08633602672
reading,4,The man trusted the sailor of the captains who were,1,pl,0,9,2,0.2606171745
reading,4,The man trusted the sailor of the captains who were,1,pl,0,10,1,0.1629319869
reading,4,The man trusted the sailor of the captains who were,1,pl,0,10,2,0.3459298823
reading,4,The man trusted the sailor of the captains who were,1,pl,0,11,1,0.2371124187
reading,4,The man trusted the sailor of the captains who were,1,pl,0,11,2,0.4172079829
reading,4,The man trusted the sailor of the captains who were,1,pl,0,12,1,0.5143093623
reading,4,The man trusted the sailor of the captains who were,1,pl,0,12,2,0.6073212685
reading,4,The man trusted the sailor of the captains who were,1,pl,0,13,1,0.6360667661
reading,4,The man trusted the sailor of the captains who were,1,pl,0,13,2,0.6995091744
reading,4,The man trusted the sailor of the captains who were,1,pl,0,14,1,0.6720355629
reading,4,The man trusted the sailor of the captains who were,1,pl,0,14,2,0.7309431352
reading,4,The man trusted the sailor of the captains who were,1,pl,0,15,1,0.5921911962
reading,4,The man trusted the sailor of the captains who were,1,pl,0,15,2,0.6582818769
reading,4,The man trusted the sailor of the captains who were,1,pl,0,16,1,0.4942048399
reading,4,The man trusted the sailor of the captains who were,1,pl,0,16,2,0.547756286
reading,4,The man trusted the sailor of the captains who were,1,pl,0,17,1,0.5633531911
reading,4,The man trusted the sailor of the captains who were,1,pl,0,17,2,0.6070764298
reading,4,The man trusted the sailor of the captains who were,1,pl,0,18,1,0.5342401247
reading,4,The man trusted the sailor of the captains who were,1,pl,0,18,2,0.6153350781
reading,4,The man trusted the sailors of the captain who were,1,pl,1,1,1,0.08497992471
reading,4,The man trusted the sailors of the captain who were,1,pl,1,1,2,0.07096911902
reading,4,The man trusted the sailors of the captain who were,1,pl,1,2,1,0.1171544952
reading,4,The man trusted the sailors of the captain who were,1,pl,1,2,2,0.112707656
