exp,item,sent,hasIC,num,isHIGH,model,lstm_score
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_3,0.5856671041
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_4,0.2575151414
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_5,0.1050846319
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_6,0.08217224241
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_7,0.09881730836
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_8,0.1066599027
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,LSTM_9,0.2033443063
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_1,0.9407866752
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_10,0.8300167841
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_11,0.9056390143
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_12,0.9011181524
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_13,0.9736004328
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_14,0.9348906048
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_15,0.6930304381
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_16,0.8347291523
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_17,0.6913402277
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_18,0.9270479691
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_19,0.4891743409
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_2,0.9237063463
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_20,0.8149529957
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_21,0.8257096053
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_22,0.9446904601
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_23,0.9701786595
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_24,0.9813609593
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_25,0.9163919817
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_3,0.8420974132
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_4,0.566486023
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_5,0.885243344
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_6,0.8576858944
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_7,0.973258688
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_8,0.8992655958
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,LSTM_9,0.9418549721
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_1,0.08428612536
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_10,0.1916521707
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_11,0.1196250492
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_12,0.04756826506
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_13,0.03616964585
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_14,0.2217066996
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_15,0.2794724873
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_16,0.1601906714
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_17,0.08851726373
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_18,0.3860090035
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_19,0.0696722457
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_2,0.2315914037
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_20,0.221095631
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_21,0.2586245072
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_22,0.2947131836
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_23,0.1084078236
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_24,0.04650561217
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_25,0.1888697118
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_3,0.626815396
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_4,0.3338684577
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_5,0.1375690027
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_6,0.09519147376
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_7,0.1674467256
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_8,0.1447168459
story,5,The man visited the teacher of the second graders who was,0,sg,1,LSTM_9,0.4295188409
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_1,0.9545564215
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_10,0.8863471672
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_11,0.9486410518
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_12,0.9113038221
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_13,0.9882718329
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_14,0.9722565498
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_15,0.9138946908
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_16,0.9022599406
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_17,0.8466119895
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_18,0.9345491469
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_19,0.6465481232
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_2,0.9433943714
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_20,0.9083911505
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_21,0.8652333018
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_22,0.9516071008
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_23,0.9784474497
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_24,0.9859645879
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_25,0.9478391228
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_3,0.8407464451
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_4,0.7644817387
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_5,0.9408646147
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_6,0.917789185
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_7,0.9721680535
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_8,0.9197916909
story,5,The man visited the teachers of the second grader who was,0,sg,0,LSTM_9,0.9852081337
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_1,0.09912621092
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_10,0.1899645728
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_11,0.1182389359
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_12,0.04235291021
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_13,0.02401017763
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_14,0.1979286011
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_15,0.2006511479
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_16,0.2639918645
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_17,0.07876047512
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_18,0.1049488575
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_19,0.2225254962
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_2,0.3909226868
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_20,0.1700122974
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_21,0.3478800368
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_22,0.2952941281
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_23,0.2307252297
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_24,0.1976391791
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_25,0.1065370981
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_3,0.5039458672
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_4,0.1981228852
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_5,0.09445282792
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_6,0.2424344771
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_7,0.2700945614
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_8,0.07733604384
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,LSTM_9,0.2548488879
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_1,0.8648403003
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_10,0.7250637944
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_11,0.9330696315
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_12,0.7448409833
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_13,0.9051362633
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_14,0.9056909266
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_15,0.4184633212
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_16,0.8702430143
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_17,0.6952972894
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_18,0.7560523659
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_19,0.5522782026
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_2,0.90703211
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_20,0.8920897944
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_21,0.6958582895
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_22,0.8775937701
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_23,0.846646737
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_24,0.8598160432
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_25,0.6962976706
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_3,0.6578764104
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_4,0.7314118626
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_5,0.6519832502
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_6,0.8036752097
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_7,0.9256229458
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_8,0.954241168
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,LSTM_9,0.9433376596
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_1,0.08603825738
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_10,0.2597452558
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_11,0.0577810823
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_12,0.05742642475
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_13,0.04581225902
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_14,0.3978373313
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_15,0.3739627549
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_16,0.2795474969
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_17,0.1845642499
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_18,0.2649647329
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_19,0.2440046546
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_2,0.255552055
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_20,0.1327758827
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_21,0.3230571206
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_22,0.3388952861
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_23,0.2154530243
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_24,0.2531130934
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_25,0.3518243632
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_3,0.5646639527
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_4,0.301726208
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_5,0.1150861489
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_6,0.3618449985
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_7,0.2927806562
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_8,0.1249694605
story,5,The man visited the second grader of the teachers who was,0,sg,1,LSTM_9,0.390979907
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_1,0.8439321526
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_10,0.8184946159
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_11,0.9333288392
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_12,0.7369607841
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_13,0.9165327824
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_14,0.9477855265
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_15,0.6486796328
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_16,0.9141103245
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_17,0.7534394275
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_18,0.8123509832
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_19,0.7473326144
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_2,0.9247119909
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_20,0.9501787321
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_21,0.8213171046
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_22,0.9059448489
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_23,0.9389187803
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_24,0.8851044257
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_25,0.7702275224
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_3,0.6951790178
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_4,0.8032268417
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_5,0.7833378019
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_6,0.8823053196
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_7,0.9346746894
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_8,0.9445024653
story,5,The man visited the second graders of the teacher who was,0,sg,0,LSTM_9,0.9694763701
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_1,0.1982026086
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_10,0.1994698683
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_11,0.0554819346
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_12,0.04820893961
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_13,0.04565267482
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_14,0.06850664072
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_15,0.139667273
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_16,0.119460834
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_17,0.09843966172
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_18,0.146708691
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_19,0.175091332
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_2,0.5166748796
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_20,0.1116013017
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_21,0.1938205682
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_22,0.1858655203
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_23,0.06963595276
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_24,0.04018268584
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_25,0.02637937788
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_3,0.4200010585
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_4,0.191892789
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_5,0.09250231454
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_6,0.3084282102
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_7,0.04503437949
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_8,0.07725605399
story,6,The woman criticized the leader of the activists who was,1,sg,1,LSTM_9,0.4128220137
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_1,0.8319376031
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_10,0.402041238
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_11,0.682444545
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_12,0.6687025575
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_13,0.7906989067
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_14,0.8175842482
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_15,0.4124658535
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_16,0.5120849341
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_17,0.7044244233
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_18,0.8200853021
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_19,0.4910112839
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_2,0.9011027703
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_20,0.8474364475
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_21,0.5414095392
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_22,0.7964572726
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_23,0.8560318122
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_24,0.8480905977
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_25,0.4627010916
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_3,0.6257848126
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_4,0.6807835568
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_5,0.7049950299
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_6,0.6306425987
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_7,0.7789727325
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_8,0.8817955119
story,6,The woman criticized the leaders of the activist who was,1,sg,0,LSTM_9,0.7525196277
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_1,0.2372343599
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_10,0.2380291933
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_11,0.08204616777
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_12,0.03957018854
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_13,0.04302928485
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_14,0.2178406794
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_15,0.2968458268
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_16,0.1316229426
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_17,0.1073369066
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_18,0.1830482775
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_19,0.3376159475
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_2,0.4476371141
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_20,0.2014262464
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_21,0.1745869899
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_22,0.2053290047
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_23,0.07240215551
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_24,0.03259959165
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_25,0.1178654934
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_3,0.3232794325
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_4,0.2539974684
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_5,0.1311428649
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_6,0.1153818241
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_7,0.1227359671
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_8,0.1005529755
story,6,The woman talked to the leader of the activists who was,0,sg,1,LSTM_9,0.4261740353
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_1,0.8993000949
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_10,0.760728202
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_11,0.854011658
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_12,0.738013166
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_13,0.8315396796
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_14,0.9082473892
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_15,0.6045117042
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_16,0.6977062645
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_17,0.7470474535
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_18,0.8796976665
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_19,0.7661577015
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_2,0.8362259812
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_20,0.8998843109
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_21,0.7409066421
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_22,0.8310909309
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_23,0.8243361928
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_24,0.8988520831
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_25,0.5862075593
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_3,0.6176527489
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_4,0.7533482235
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_5,0.7912115948
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_6,0.6759858321
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_7,0.8719931216
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_8,0.9345640821
story,6,The woman talked to the leaders of the activist who was,0,sg,0,LSTM_9,0.8361770474
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_1,0.06650738958
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_10,0.1735762302
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_11,0.1121418355
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_12,0.05984268492
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_13,0.03078603641
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_14,0.02255221862
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_15,0.1150461578
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_16,0.2600230852
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_17,0.1094339098
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_18,0.050116538
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_19,0.07025352177
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_2,0.1780379651
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_20,0.1612472049
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_21,0.1853523515
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_22,0.1142530044
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_23,0.10620053
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_24,0.02042043455
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_25,0.03345046596
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_3,0.3688035634
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_4,0.1796345218
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_5,0.0764209871
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_6,0.237864362
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_7,0.08642717542
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_8,0.04754443704
story,6,The woman criticized the activist of the leaders who was,1,sg,1,LSTM_9,0.3866051564
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_1,0.8959113794
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_10,0.5799379379
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_11,0.7837879787
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_12,0.8648486081
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_13,0.8601237027
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_14,0.8954906231
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_15,0.4808035027
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_16,0.6493967864
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_17,0.8870665671
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_18,0.878822512
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_19,0.6727477219
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_2,0.9399290344
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_20,0.745515927
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_21,0.4748887539
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_22,0.8046756363
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_23,0.8518648744
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_24,0.8410373357
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_25,0.5445750251
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_3,0.660470243
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_4,0.6805409464
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_5,0.9233813835
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_6,0.7773745024
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_7,0.5897743309
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_8,0.9171024096
story,6,The woman criticized the activists of the leader who was,1,sg,0,LSTM_9,0.6499998618
story,6,The woman talked to the activist of the leaders who was,0,sg,1,LSTM_1,0.1192373465
story,6,The woman talked to the activist of the leaders who was,0,sg,1,LSTM_10,0.1809166599
story,6,The woman talked to the activist of the leaders who was,0,sg,1,LSTM_11,0.1647009823
