exp,item,sent,hasIC,num,isHIGH,tf_surp,LSTM_1_surp,LSTM_10_surp,LSTM_11_surp,LSTM_12_surp,LSTM_13_surp,LSTM_14_surp,LSTM_15_surp,LSTM_16_surp,LSTM_17_surp,LSTM_18_surp,LSTM_19_surp,LSTM_2_surp,LSTM_20_surp,LSTM_21_surp,LSTM_22_surp,LSTM_23_surp,LSTM_24_surp,LSTM_25_surp,LSTM_3_surp,LSTM_4_surp,LSTM_5_surp,LSTM_6_surp,LSTM_7_surp,LSTM_8_surp,LSTM_9_surp,LSTM_avg_surp
reading,8,The man recognized the daughter of the shopkeepers who were,0,pl,0,4.481278896,3.057307482,3.540311337,2.762418747,2.389095068,2.930899382,3.136771917,3.827033281,2.974105597,3.256041527,2.444323301,3.356788397,3.626117229,2.887941599,2.959746361,4.076219082,2.992543221,3.482810259,3.338918924,3.067672491,3.736446619,3.084626675,3.340518713,3.929104328,3.561604977,3.484789371,3.249766235
reading,8,The man recognized the daughters of the shopkeeper who were,0,pl,1,5.039399147,6.395337105,5.98593998,6.024601936,5.651376724,7.520390034,5.542942047,5.234022141,5.483367443,4.702408314,3.685456514,5.393846989,5.695807934,5.420326233,4.184045315,6.480666637,5.300504684,6.210896015,5.242817402,4.769269943,5.092046738,5.598773956,4.760452747,5.280215263,5.659262657,7.631608963,5.557855349
reading,8,The man valued the shopkeeper of the daughters who was,1,sg,1,5.695765972,5.425232887,7.061322689,4.717764854,7.427963257,8.948534966,6.898846149,4.545935631,6.209710121,5.060688972,5.316392422,5.864748001,4.955066681,6.769589424,4.622046947,5.891093731,6.50317049,7.090332031,6.839584827,4.142293453,4.849394321,5.787643909,5.724550724,5.877967834,6.090398312,4.878757,5.899961185
reading,8,The man valued the shopkeepers of the daughter who was,1,sg,0,2.467690468,2.497369289,4.016693115,2.708053827,4.487989902,3.526983976,3.532162905,3.346098661,4.158587933,2.840514898,3.021152496,5.102293015,2.681633472,3.190207243,3.248929739,3.464541912,3.525055408,5.052684784,3.487852812,3.375044346,3.561347008,3.629304886,3.668048859,3.492043495,3.365521669,3.703882456,3.547359924
reading,8,The man valued the shopkeeper of the daughters who were,1,pl,0,2.6104002,2.924783945,3.20850563,3.872199059,2.730888128,3.787106514,3.590060472,3.831632376,3.289209843,3.677512169,3.391281843,3.459448338,3.303443193,3.480261803,3.370538712,5.223059654,3.48733592,3.711030006,3.371260405,4.960951328,4.397003174,3.280673265,3.565582275,4.980964661,3.283358097,3.783661127,3.678470078
reading,8,The man valued the shopkeepers of the daughter who were,1,pl,1,7.714248657,7.091688633,4.664931297,4.662171841,4.801572323,7.227711201,5.377342701,6.018642902,4.257625103,4.972418785,4.736273766,6.104378223,6.282466888,4.771185875,4.34992981,5.986037731,5.064127922,5.11027956,5.080127239,3.324067116,4.850461483,4.507488251,3.820309877,5.553577423,5.179264545,5.168530464,5.158504438
reading,8,The man recognized the shopkeeper of the daughters who was,0,sg,1,6.683559418,5.699999809,7.232402802,4.415452957,7.088311195,7.787330151,6.563546658,4.555718422,5.458572388,4.946742058,5.021884918,5.771611691,5.149494648,6.367594242,4.833893776,5.819858551,6.094766617,6.726397514,5.734097958,4.504386902,4.686434269,5.816186428,5.34613657,5.843485355,6.569803238,4.709276199,5.709735413
reading,8,The man recognized the shopkeepers of the daughter who was,0,sg,0,2.282102585,2.863297701,4.012031078,2.729392529,5.508070469,3.29622674,3.537280798,3.731889725,3.880180359,2.787982464,3.220726967,5.09766674,2.809753418,3.277920961,3.714358091,3.707065821,3.515915155,3.822699785,3.703368425,3.369172573,3.432151556,3.509780407,3.215440035,3.376482487,4.084442616,4.435054779,3.625534067
reading,8,The man recognized the shopkeeper of the daughters who were,0,pl,0,2.282097101,3.396661043,3.34353447,3.902545691,2.828753471,3.705758095,3.464604855,3.853390932,3.485066175,3.89018774,3.005149364,3.340715408,3.51696825,3.533681154,3.034725428,4.830352783,3.319118261,3.464948893,3.508134842,4.864453793,4.235791206,3.264463186,3.784836531,4.203963757,3.401427507,3.928652525,3.644315414
reading,8,The man recognized the shopkeepers of the daughter who were,0,pl,1,7.057878971,6.001018047,4.897861004,4.124020576,4.319767952,5.478850365,4.742551804,5.922945023,4.189497471,4.525783062,3.961644888,5.532978535,5.963908672,4.577139854,3.237788677,5.832890511,4.560100555,6.361398697,4.731862068,3.554121256,4.322359562,4.861841679,4.310453415,4.443276882,4.587450504,4.684445858,4.789038277
reading,10,The man noticed the representative of the employees who was,1,sg,1,6.143262386,6.290071487,6.158545971,6.047254562,8.749724388,7.705505371,5.78796196,5.073461533,5.408134937,5.729795456,7.192903519,5.817490578,4.707238197,6.003219604,5.861908913,6.322467327,5.42202425,7.142998219,6.305179596,4.661906242,5.424934387,6.80071497,5.844465733,5.090378761,6.880470753,5.507489681,6.077449856
reading,10,The man noticed the representatives of the employee who was,1,sg,0,3.179394722,3.723502874,3.297037601,3.081689358,5.011188507,3.444770575,4.127377987,3.225853443,3.617079973,3.288447142,2.892932653,5.153963089,3.350565434,3.378041506,3.629101276,3.595679998,3.98555541,3.148299694,3.813039064,3.687639952,4.136120796,3.799132824,4.170924187,3.360200644,3.526440144,4.820784569,3.730614748
reading,10,The man noticed the representative of the employees who were,1,pl,0,2.796759367,3.020840645,3.294512987,2.693350792,2.542253017,3.42367959,3.420473814,3.264878273,2.852734089,3.094135046,2.715700865,3.06248951,3.617119789,3.535138845,3.031667471,3.951016903,3.416021585,3.193863153,3.270696878,3.397100449,3.685179949,2.874629021,3.158409119,3.935269117,3.030008793,3.404886007,3.235442228
reading,10,The man noticed the representatives of the employee who were,1,pl,1,6.202863693,4.569876194,4.515604973,4.560602665,4.597323895,6.07478857,4.924220562,4.734768867,3.675821066,4.024220467,4.365787983,4.519838333,4.622803688,4.687126637,3.845042706,4.674695015,3.881679296,6.608097553,4.444264889,3.506915092,4.140462875,3.94942522,3.998518944,4.669210434,5.224618912,4.481650352,4.531894608
reading,10,The man resembled the representative of the employees who was,0,sg,1,5.243512154,5.661373615,5.870645523,6.248511314,8.420700073,7.858973026,4.757265568,4.871782303,5.527822018,5.520577908,6.563978672,6.390571117,4.934271336,5.657827377,5.491494656,6.058988094,6.298792362,7.231258392,6.122416019,4.778429508,5.227993965,6.438454151,6.386350155,5.423786163,6.803204536,5.454188347,5.999986248
reading,10,The man resembled the representatives of the employee who was,0,sg,0,2.613909006,3.530953407,3.687852144,3.328145027,4.911057472,3.475571394,3.256572723,3.569465637,3.576529264,2.968441963,2.744864702,5.630548,3.469465256,3.316393375,3.197258472,2.89367342,4.109802723,3.696857452,3.888710022,3.234766245,3.94779563,3.601261616,4.28172493,3.227004051,3.531493187,4.488686085,3.662595768
reading,10,The man resembled the representative of the employees who were,0,pl,0,2.854571581,3.054812908,3.32193017,2.877040625,2.50951457,3.171553135,3.559392929,3.423462629,2.945194244,2.817181349,2.803878069,3.154465437,3.437532425,3.476671457,3.438514471,4.194741726,3.000209093,3.301803827,3.823966742,3.546110153,3.802839756,2.784104824,2.851703167,3.803491831,3.26007843,3.539078951,3.275970917
reading,10,The man resembled the representatives of the employee who were,0,pl,1,9.654592514,4.604721069,4.498353004,4.29424572,4.354736328,5.549253941,5.468791008,4.575320721,3.708373785,4.180597782,4.901484489,4.731571674,4.310159206,4.3132267,5.24614048,5.628870487,3.78118515,5.842030525,5.001067638,4.055492401,4.501245499,4.366773129,3.946758986,5.145749569,5.648360252,4.771735191,4.697049789
reading,10,The man noticed the employee of the representatives who was,1,sg,1,6.874886036,6.719317436,5.327741146,6.541909218,8.044857979,7.484633923,7.091779709,4.480846882,4.585169315,5.378076077,7.407124996,6.894307137,5.203041077,6.333197594,4.941576004,6.328359604,6.279530048,5.722564697,5.95636034,5.14859724,5.280160904,6.145890713,6.642794132,4.637146473,6.433386803,5.248328686,6.010267925
reading,10,The man noticed the employees of the representative who was,1,sg,0,3.701506853,4.236515045,3.167366982,2.695539951,5.12724638,3.514524221,3.523988485,4.011724472,3.596393108,3.217061996,4.040736198,5.234897137,3.447170019,2.917615175,3.347226143,4.043653011,3.369267464,3.395711422,3.901727676,3.574018478,4.114401817,3.341146469,4.489686966,3.234961033,3.411775589,4.480885983,3.737409649
reading,10,The man noticed the employee of the representatives who were,1,pl,0,2.842482567,2.801639557,3.473294973,2.764997005,2.774893999,3.563095331,3.409368277,3.417337656,3.606797457,3.707188845,2.83979249,3.15259099,3.685912132,3.611398935,3.190743208,4.206733227,3.143347025,3.554790497,3.351943016,3.118774414,4.089205742,3.211917639,3.489556789,4.087441921,3.020552158,4.1506567,3.416958799
reading,10,The man noticed the employees of the representative who were,1,pl,1,4.090970516,4.464858532,4.377271652,4.248306274,3.804526329,5.232244492,5.689903736,5.034535408,4.217992306,4.240002632,3.414113998,4.599143028,4.348906517,5.392162323,4.470885277,4.780917645,3.651463509,5.684702873,4.682396889,3.517062187,4.157953262,4.798857689,3.386460781,4.904089928,5.799600124,5.328532219,4.569075584
reading,10,The man resembled the employee of the representatives who was,0,sg,1,6.155585766,5.738487244,5.062610626,6.564204216,7.881741524,7.549834728,5.523620605,4.158361435,4.517356396,4.981356621,6.548881054,7.29734087,5.452688694,5.822142601,4.780610085,6.055140972,6.718159676,5.561522961,5.978137493,5.372544289,5.298535824,5.968938351,6.973692417,5.024394512,6.324080467,5.288689613,5.857722931
reading,10,The man resembled the employees of the representative who was,0,sg,0,2.779465675,3.460816622,3.498099804,2.827659845,5.318887711,3.471035004,2.984017611,3.708944559,3.498965025,2.892880678,3.473996162,5.197415829,3.424158812,2.869483471,2.927085161,3.455929041,3.509050131,4.109134197,4.069603443,3.134143829,3.82546711,3.181134224,4.430199623,2.99366498,3.233282089,4.325265884,3.592812834
reading,10,The man resembled the employee of the representatives who were,0,pl,0,4.187069416,2.870101213,3.453071833,3.104171991,2.817808628,3.370901346,3.490001678,3.64808321,3.55535531,3.46577096,2.898802757,3.269309998,3.402600527,3.415546179,3.832116127,4.378962517,3.114074707,3.682034731,3.736681938,3.297852993,4.266448498,2.999310255,3.233014345,3.894927979,3.090343237,4.197818756,3.459404469
reading,10,The man resembled the employees of the representative who were,0,pl,1,9.506331444,5.054920673,4.448466301,4.234576702,3.72268796,4.949752808,6.110440254,4.857722759,4.239014626,4.182842731,3.889936924,5.084685802,4.26922226,5.251059055,5.493168354,5.499233246,3.700787306,4.853248119,5.329102516,4.133928299,4.46630621,5.367012978,3.517542839,5.98143959,6.273262501,5.574339867,4.819388027
reading,11,The woman praised the gardener of the millionaires who was,1,sg,1,5.305467129,5.917628765,5.098322868,5.740787029,7.654532909,7.400410652,6.153480053,4.496168137,5.156031609,6.321280956,6.395910263,5.868653297,4.583090782,5.683084011,5.258354664,6.265696526,6.324818611,6.773622513,6.984926701,3.704208851,5.152029037,5.87765646,4.670362473,6.424133778,6.584197044,4.483607769,5.79891983
reading,11,The woman praised the gardeners of the millionaire who was,1,sg,0,3.762752771,2.785914421,4.516626835,3.998594999,3.164760828,3.345249891,3.28732729,3.664653778,2.968855381,3.173522234,3.170082569,6.30291605,3.016145229,2.875990868,3.192466497,3.542221308,3.305125475,3.133663893,3.524596691,3.09151125,3.067422628,3.856506824,3.538230658,3.815684557,3.709714651,3.744723797,3.511700344
reading,11,The woman praised the gardener of the millionaires who were,1,pl,0,4.585402966,3.08163023,3.938724995,3.121430874,2.530132532,3.196696997,3.400660992,4.184773445,2.99226284,3.308542252,2.666792631,3.644992113,3.904379845,3.102371693,3.799636364,3.436919212,3.008675575,3.489519119,2.900009871,5.034043312,3.090991497,3.511989594,4.152079582,3.748399258,3.218558311,3.812634468,3.451073904
reading,11,The woman praised the gardeners of the millionaire who were,1,pl,1,5.165730953,6.28403759,4.360472202,4.443375111,5.826209068,5.607336521,5.563623428,3.931309462,4.763970375,4.456478596,4.688737392,4.375791073,5.845182419,4.279279709,4.861236095,4.866141319,3.991070747,6.591495037,5.196471691,3.963902235,4.150511742,5.238289833,4.970564365,4.571929455,4.394253731,6.224515915,4.937847404
reading,11,The woman met the gardener of the millionaires who was,0,sg,1,5.124353886,5.59453392,5.089486599,5.882052422,7.98815918,7.690701008,5.54241991,3.796546936,4.563444138,5.502429962,6.784704685,5.40938282,5.761508465,5.537530422,4.930556774,5.457921028,6.475170135,6.248263359,6.443325996,3.43362546,4.469521046,6.090240002,5.296534061,5.023200035,6.104552269,4.383070469,5.579955244
reading,11,The woman met the gardeners of the millionaire who was,0,sg,0,3.755325556,2.75285244,3.848610878,3.304094791,3.267528057,3.463784218,3.327990532,3.21449399,2.626982212,2.924764156,2.985986233,5.722986698,3.536108494,2.7594769,3.234342337,3.135335922,3.015792131,3.12163496,3.353079081,3.077484608,2.725661993,4.269234657,3.529144526,3.547003269,3.334463596,3.79573679,3.354982939
reading,11,The woman met the gardener of the millionaires who were,0,pl,0,3.280979395,2.567296505,3.814416647,3.596130371,2.520918846,3.314751863,3.638485193,4.223136902,3.384097099,3.327936411,2.827437162,3.530981302,3.800262451,3.343091011,3.858902693,4.050727367,3.187760353,3.201134205,3.266166687,5.346685886,3.375792742,3.407822132,3.526988268,4.318733215,3.35310936,4.120684147,3.556137953
reading,11,The woman met the gardeners of the millionaire who were,0,pl,1,3.839978218,6.205476761,4.727311611,5.156305313,5.921953678,6.694086075,5.7394557,4.884497643,5.397438049,5.436636925,4.815863609,4.159394741,5.539494514,5.179652214,5.982989788,5.423112392,4.414498329,6.027518749,5.112220764,4.487154961,5.155490875,4.256127834,4.93760252,5.375920296,5.059269428,6.602080822,5.307662144
reading,11,The woman praised the millionaire of the gardeners who was,1,sg,1,4.125175953,5.913694859,6.481743813,5.207979202,5.792085171,6.817604065,7.133515835,4.397355556,5.16291666,4.674879074,5.012529373,6.908309937,5.029487133,6.171066761,5.196069241,5.630884171,6.391913414,6.874280453,6.597342491,4.363884449,4.181625366,6.094370365,4.304864883,7.003293037,6.655564785,5.035586834,5.721313877
reading,11,The woman praised the millionaires of the gardener who was,1,sg,0,3.82218647,2.826783657,4.183107853,3.93091011,3.542873621,3.026850939,3.199104786,4.167088509,3.007168293,3.274744987,3.219151497,5.214316845,2.545408487,2.973377705,3.094983339,3.560762882,3.388673067,3.012603998,3.529448509,3.243061304,3.430254936,3.110138416,3.62574029,3.710113049,3.479034662,3.498695612,3.431775894
reading,11,The woman praised the millionaire of the gardeners who were,1,pl,0,5.7524786,3.692818403,3.805779219,3.548244953,3.095192194,3.33741641,3.048569679,3.747318983,2.670789957,4.132034302,3.069666147,3.347004652,3.678779364,2.771571159,3.264435768,4.639569283,3.38161993,3.613203526,3.015470505,4.253303528,3.87137413,3.603140831,4.569976807,3.335999727,3.09100008,3.904944181,3.539568949
reading,11,The woman praised the millionaires of the gardener who were,1,pl,1,5.651974678,7.053534031,4.561416149,5.01680851,5.898369789,5.562505245,5.414413452,4.753777981,4.614498615,4.453197479,4.954344749,5.782688141,6.885115623,5.37822628,4.919531822,5.501996994,6.008633614,6.317064285,5.11239624,3.968735933,3.321516275,6.537211895,5.87713623,4.893306732,6.120332718,7.112705708,5.44077858
reading,11,The woman met the millionaire of the gardeners who was,0,sg,1,3.183840513,5.699632168,6.194779873,5.232077599,5.983214378,7.001693249,5.789525032,3.734699965,4.794035435,4.268858433,5.063611984,6.752049923,5.972070217,6.053603172,4.725016117,4.818209648,5.977800369,6.858283043,7.477454662,3.691629648,3.77958703,6.021120548,4.962521076,6.15546608,6.476378441,4.739030361,5.528893938
reading,11,The woman met the millionaires of the gardener who was,0,sg,0,3.333626509,2.69926095,3.325949669,3.135438442,4.651076317,3.24785471,3.320045233,3.713739395,2.611388683,3.068902016,2.863644361,4.087966919,2.990063906,2.477829456,3.069923639,2.935489655,3.005237579,2.886844635,3.467913151,3.073121548,3.205979586,3.262217283,3.559242964,3.257772207,3.54162693,3.541947842,3.240019083
reading,11,The woman met the millionaire of the gardeners who were,0,pl,0,5.469110012,3.258234024,3.684543371,4.096562862,3.10326457,3.37654233,3.427053213,3.74875021,3.088267326,4.311043739,3.245547533,3.183991432,3.921239138,3.016354799,3.871438742,4.984589577,3.742785215,3.342899323,3.665848732,4.486633778,4.294506073,3.48445487,4.707453251,4.111507416,3.122299671,4.266400337,3.741688461
reading,11,The woman met the millionaires of the gardener who were,0,pl,1,4.281956673,7.224315643,5.156662464,5.280257702,4.643105984,7.110888004,5.669870377,4.879311085,5.771359444,4.862236977,4.816681862,5.522990227,6.658301353,5.975672245,5.46026516,6.198919296,5.771263123,6.405639648,5.030297279,4.31848526,4.048386097,5.797167301,5.772875786,6.069512844,5.893397808,7.052891731,5.655630188
reading,13,The woman blamed the niece of the clerks who was,1,sg,1,5.553452492,5.986171246,5.964801311,6.988308907,7.428166866,8.417175293,6.844992638,6.886876583,5.308811188,5.121724606,5.962427139,5.538735867,4.489358425,6.334255219,5.757565975,6.28352356,6.027002811,6.972940445,5.845486641,4.49723196,5.434616089,6.110797405,5.732328415,7.092928886,6.505236149,6.428644657,6.158404331
reading,13,The woman blamed the nieces of the clerk who was,1,sg,0,2.743945837,2.622942209,3.512041569,3.996781826,3.767336369,3.283522367,3.743870735,3.988086224,3.252614975,2.460024834,2.620474815,5.576449394,2.579302311,3.320572853,3.635997772,3.377076864,3.64039588,2.589651346,3.618723869,3.088331223,3.211880207,3.039810896,3.709915638,3.409514666,3.111191511,3.276700497,3.377328434
reading,13,The woman blamed the niece of the clerks who were,1,pl,0,2.995249271,2.717314959,3.275515556,1.842998743,2.50758338,2.721290112,2.850372553,3.590329647,2.599931717,3.179195642,2.615515471,3.508329153,3.434746981,2.528923273,2.832786322,3.653191805,2.882483959,3.169874668,3.377945662,3.501431942,3.326862812,3.171451569,2.892698288,3.310941458,3.190210104,3.327278852,3.040368185
reading,13,The woman blamed the nieces of the clerk who were,1,pl,1,5.841399193,7.057827473,4.337537766,5.376985073,5.895866394,6.261868477,5.038432121,4.949898243,3.618921518,5.438580036,6.01465559,5.150145531,5.83117485,4.220350266,3.748021603,5.228374958,3.888821363,6.155817509,5.266609192,3.602329731,3.85371685,6.397131443,4.587874413,4.961206913,6.184247971,6.593790054,5.186407413
reading,13,The woman waited with the niece of the clerks who was,0,sg,1,5.907626629,5.534049034,5.871992588,6.390230179,7.349488735,8.09568119,5.535432816,6.460233688,4.679387093,5.375748634,6.218450546,5.663100243,5.11766243,6.214970112,5.904100418,6.406575203,6.62196064,8.062804222,4.785199642,3.614974976,4.840226173,5.82308197,7.317079067,5.545288563,6.800042629,6.411887646,6.025585938
reading,13,The woman waited with the nieces of the clerk who was,0,sg,0,2.652141333,2.44595933,3.312757969,3.150148392,3.644264698,3.351013899,3.396606684,2.617367029,2.996501923,2.471299887,2.959708452,4.601210117,2.681039333,2.796209812,3.613066435,3.15794754,3.604448557,2.552529573,3.273313522,2.467703342,3.004783392,2.547996998,3.733036041,3.121524572,3.449098349,2.961225986,3.116430473
reading,13,The woman waited with the niece of the clerks who were,0,pl,0,2.381440163,2.909411907,3.384215832,2.579614639,2.439315319,2.894901752,2.989943981,3.238899708,2.77366519,2.945131779,2.852538109,3.28967762,3.189115286,2.828769207,3.065755129,3.468195677,2.968676805,3.193881512,3.483026743,3.463227034,3.524686813,3.157562971,2.564326286,4.045152664,3.603445053,3.269692898,3.124913197
reading,13,The woman waited with the nieces of the clerk who were,0,pl,1,4.798667431,7.078448296,4.807052135,6.268042564,5.317035198,6.530789852,5.498298168,5.997010231,4.540736675,5.476686954,5.816296577,5.063320637,5.852912903,5.055957317,3.938915968,5.533542633,4.221417427,6.338093281,4.955079556,4.185757637,4.268278122,6.554865837,4.63224268,6.676131248,5.828189373,7.146636963,5.503269529
reading,13,The woman blamed the clerk of the nieces who was,1,sg,1,3.560560942,5.309658527,5.025148869,5.410015583,7.218575478,8.284258842,5.839388847,6.398662567,5.76531744,4.203068256,4.276462555,6.989041805,6.02951622,6.692111969,5.076731682,5.654638767,5.342285156,6.702635765,6.191106319,3.543616533,4.483456135,5.0661726,5.589441299,5.515497208,6.215717316,4.709395409,5.661276846
reading,13,The woman blamed the clerks of the niece who was,1,sg,0,3.654001236,2.766438484,4.205365658,2.901355505,3.503148317,3.411262035,3.297451258,6.104238033,3.691618681,2.420464993,2.671597481,6.00699091,2.505308151,3.479025364,3.603328943,3.456962824,3.363546133,3.029109001,3.72996974,3.085480452,3.381784678,2.963150263,3.888777494,3.577539444,2.887616634,4.593711376,3.541009674
reading,13,The woman blamed the clerk of the nieces who were,1,pl,0,4.514162064,3.001078844,3.509269238,2.80632472,2.555369377,2.905107498,4.124714851,4.306364059,2.926697254,3.542576313,2.952867508,3.428593636,3.448775053,3.190308809,3.221370697,4.892528534,3.407403469,3.18232131,3.322760582,4.338865757,3.705853939,3.444813728,4.005247116,3.842729568,2.932113171,3.926322699,3.476815109
reading,13,The woman blamed the clerks of the niece who were,1,pl,1,3.831399202,7.032545567,4.142677307,3.928163528,6.56600523,5.998624325,5.666440964,5.198806763,3.52863121,5.718882084,5.819057941,5.70008564,6.040538311,4.481472492,3.161076307,6.037631035,4.232095718,6.192782402,4.417161465,3.820799828,3.765270233,5.628443718,4.234955311,4.442652225,6.886380672,4.76893425,5.096404581
reading,13,The woman waited with the clerk of the nieces who was,0,sg,1,2.650694609,5.083839893,5.137956142,4.907026291,7.25583601,7.977576256,4.491347313,5.635876179,5.208469868,4.483121395,4.456693172,6.706961632,6.294590473,6.089257717,4.79225111,5.289008141,5.673545361,7.910438538,5.297195435,3.082376719,4.004541874,4.854681015,5.871033669,3.649581909,6.352889061,4.393455505,5.395982027
reading,13,The woman waited with the clerks of the niece who was,0,sg,0,4.614830017,2.600837469,3.930857182,2.814081907,4.058459282,3.405369282,3.093936443,4.504809856,3.262784719,2.468528271,2.991061449,4.991833687,2.807395935,3.032322168,3.591943026,3.123731852,3.25255394,3.084356546,3.157391071,2.539418936,3.197628021,2.690660477,4.186909199,3.016758919,2.877650738,4.125484467,3.312270594
reading,13,The woman waited with the clerk of the nieces who were,0,pl,0,4.927064896,3.313684702,3.844190836,4.010674477,2.627832174,3.300123692,4.803966522,3.966721058,3.061079264,3.531594992,3.356647968,3.352233171,3.292448997,3.433601618,3.720565319,4.672908306,3.432502747,3.13352561,3.425285578,4.740502357,3.997940302,3.377431154,3.99694252,5.085451603,3.166236639,3.972512007,3.704664145
reading,13,The woman waited with the clerks of the niece who were,0,pl,1,2.78323555,6.946004868,4.794647694,4.544893265,5.707511425,6.623185158,6.126093864,5.563114166,4.422958851,5.13844347,5.393865585,5.476119995,6.110750675,4.866888523,3.680348873,6.2592659,4.41513443,6.244745255,4.618851185,4.245545864,4.150791645,5.928770065,4.315291882,5.965666771,6.540361404,5.763710022,5.353718433
reading,14,The man helped the brother of the athletes who was,1,sg,1,2.461825848,6.709921837,7.550960064,7.091940403,9.466749191,8.389224052,7.266190052,6.437181473,6.736149311,6.156150818,8.937692642,6.10153389,5.477909565,6.49268961,6.839379787,7.515273094,8.595754623,8.688658714,5.485281944,6.138249874,5.64570713,6.685736179,8.884651184,8.887367249,8.450656891,8.190295219,7.312852192
reading,14,The man helped the brothers of the athlete who was,1,sg,0,3.553066254,4.11716938,4.829242706,2.539720774,6.38829422,3.815803528,3.477844954,8.552065849,4.245530605,3.912271976,3.519364595,5.471549511,3.152448177,3.695845366,4.339849949,4.259919643,4.609235764,4.982550144,3.296199799,3.621191263,4.029384136,3.674437284,5.825075626,3.599694252,6.71914196,4.089655399,4.430539474
reading,14,The man helped the brother of the athletes who were,1,pl,0,7.064480305,2.81785512,3.073666096,2.672777414,2.539520502,2.997295856,2.944510937,2.955273867,2.630050659,2.848984957,2.765920877,3.061845064,3.668967009,3.151586771,2.979148149,2.964176416,3.259478569,3.484987259,3.37353611,2.740395784,3.059216022,3.671612501,3.071934462,3.806193352,3.288919449,3.253516912,3.083254805
reading,14,The man helped the brothers of the athlete who were,1,pl,1,7.48775053,3.754723549,4.579514503,5.458289623,5.528068066,5.776286125,6.38615942,3.672059059,3.111778259,3.369380713,4.507443428,4.136602402,6.766651154,4.345517159,3.986911535,3.674407959,4.601679325,4.610147476,5.709614754,3.999604225,3.646894932,7.091542244,3.843976021,6.779344082,3.498313189,5.391716957,4.729065046
reading,14,The man ran into the brother of the athletes who was,0,sg,1,2.771154404,5.759496212,6.760115147,6.894095898,8.052148819,8.123720169,6.092339516,4.940959454,5.275825024,6.286833286,7.694012642,6.357623577,5.279043674,6.001774788,6.388833046,6.739488125,6.91344595,7.576578617,4.821228981,5.071992397,4.573065281,5.588508606,6.568410397,7.986720085,6.981626034,6.305176258,6.361322479
reading,14,The man ran into the brothers of the athlete who was,0,sg,0,3.327861309,3.425430775,3.452035189,2.440250397,4.088131428,3.098830223,3.021693468,3.102311134,2.742829084,2.910889149,2.562633276,4.569333553,2.628662825,2.360314131,3.198739767,3.159914255,2.789819479,2.673753738,3.005817175,2.586256742,2.757341385,2.557450294,3.196815014,2.924109936,3.688492298,2.790122747,3.029279099
reading,14,The man ran into the brother of the athletes who were,0,pl,0,8.612944603,2.839659691,3.080275297,2.578411102,2.453044653,2.94193244,3.408634186,2.901177645,2.605957985,2.739842415,2.594109297,3.341376543,3.291028738,3.130096912,2.889939308,3.319928646,2.924850464,3.404533863,3.806535721,3.028027058,3.560834646,3.243590117,2.580053091,3.460304737,2.973333597,3.225532532,3.052920427
reading,14,The man ran into the brothers of the athlete who were,0,pl,1,6.951798916,3.823909044,6.282170773,7.370328426,7.029644489,8.732592583,7.740280151,5.574436665,5.609270573,5.014418602,6.508845806,5.860696316,6.873764038,7.478755474,5.975794315,5.475117207,6.298989296,7.224976063,7.416380882,6.139760494,6.103285789,7.175910473,5.213941574,6.922783375,5.209255219,7.287611961,6.413716784
reading,14,The man helped the athlete of the brothers who was,1,sg,1,5.676009655,6.149612427,8.655239105,6.206176758,9.310062408,7.794348717,6.677916527,7.671590805,5.190681458,5.367425919,7.223366261,7.013396263,7.395830631,6.413907051,5.578164577,8.717195511,7.630369663,7.656205177,7.562879086,5.603049278,5.090372562,7.123994827,7.142233372,7.969564438,9.251755714,4.760190487,7.006221161
reading,14,The man helped the athletes of the brother who was,1,sg,0,2.717434645,4.041870117,4.923048496,4.185403824,7.285105228,4.458616734,3.469358921,8.21559906,4.445807457,3.879028559,6.142008305,4.489303112,3.41794157,4.131575108,5.000472069,4.159640789,5.378559113,6.251629829,3.772297144,3.422408342,4.119998455,4.270205021,5.464682579,4.763046265,6.664745808,6.419318676,4.910866823
reading,14,The man helped the athlete of the brothers who were,1,pl,0,3.503797054,2.91814208,3.458350658,3.353649616,2.941044092,3.81951499,3.346810579,3.820636511,3.313024282,3.376056671,3.038142681,2.87833643,4.626639366,3.602628231,3.152305126,2.746291399,4.312387943,3.971105814,3.427384377,3.275643826,2.844694614,3.883537769,4.213493824,4.205664635,3.088189602,4.469058037,3.523309326
reading,14,The man helped the athletes of the brother who were,1,pl,1,7.554346085,5.602604389,4.178521633,4.273372173,4.209700584,5.188558102,5.453463554,4.004105568,3.26671052,4.098807335,3.92664361,5.54037571,6.854876041,3.983741522,3.069437027,4.085177422,4.936069489,3.89155221,4.994976997,3.669667006,3.075843811,5.569214821,3.779775143,5.079528809,3.310012579,4.607165337,4.425996056
reading,14,The man ran into the athlete of the brothers who was,0,sg,1,3.864536762,5.146772861,6.766927242,5.37386179,7.013185024,7.238936901,4.92824173,4.525165558,3.997451544,5.032076359,5.219916821,6.086562157,5.912331581,5.161651134,4.505599976,6.15765667,4.808335304,5.508749008,5.387010574,3.980735064,3.764324188,5.619204044,4.651611805,6.898314476,6.681779385,3.574721813,5.35764492
