exp,item,sent,hasIC,num,isHIGH,tf_layer_0_HIGH_SIM,tf_layer_0_LOW_SIM,tf_layer_1_HIGH_SIM,tf_layer_1_LOW_SIM,tf_layer_2_HIGH_SIM,tf_layer_2_LOW_SIM,tf_layer_3_HIGH_SIM,tf_layer_3_LOW_SIM,tf_layer_4_HIGH_SIM,tf_layer_4_LOW_SIM,tf_layer_5_HIGH_SIM,tf_layer_5_LOW_SIM,tf_layer_6_HIGH_SIM,tf_layer_6_LOW_SIM,tf_layer_7_HIGH_SIM,tf_layer_7_LOW_SIM,tf_layer_8_HIGH_SIM,tf_layer_8_LOW_SIM,tf_layer_9_HIGH_SIM,tf_layer_9_LOW_SIM,tf_layer_10_HIGH_SIM,tf_layer_10_LOW_SIM,tf_layer_11_HIGH_SIM,tf_layer_11_LOW_SIM,tf_layer_12_HIGH_SIM,tf_layer_12_LOW_SIM,tf_layer_13_HIGH_SIM,tf_layer_13_LOW_SIM,tf_layer_14_HIGH_SIM,tf_layer_14_LOW_SIM,tf_layer_15_HIGH_SIM,tf_layer_15_LOW_SIM,tf_layer_16_HIGH_SIM,tf_layer_16_LOW_SIM,tf_layer_17_HIGH_SIM,tf_layer_17_LOW_SIM
reading,4,The man stood near the sailors of the captain who was,0,sg,0,0.1173490969,0.1188938352,0.1554458419,0.1488932955,0.1479436703,0.1422827594,0.1763360001,0.1618041896,0.1610037372,0.1304574651,0.1456018986,0.1124576717,0.1372241191,0.108104065,0.1533759646,0.1093367575,0.1590463094,0.1313904687,0.2221575762,0.2302304978,0.2670291254,0.3028554678,0.4356387387,0.5831875786,0.5926735545,0.6938760715,0.5922114077,0.7267513407,0.5304676756,0.673776554,0.4969563471,0.6321976627,0.5757358858,0.6781151109,0.4807957477,0.6107409781
reading,4,The man stood near the sailor of the captains who were,0,pl,0,0.1173178331,0.1161187858,0.1683627674,0.1571495124,0.1614355468,0.1515129603,0.1910702267,0.1791914895,0.1770461558,0.159209048,0.1557296575,0.1345605248,0.1454419653,0.125503644,0.1645860972,0.1283579697,0.1708489359,0.146252511,0.2439685106,0.2925778743,0.2808810951,0.3765215862,0.4716699793,0.5662036073,0.5894755155,0.6658779751,0.5916422521,0.6948630572,0.5516282917,0.6583784571,0.5141016428,0.6037028505,0.5803332253,0.6542744165,0.4798933363,0.5629207366
reading,4,The man stood near the sailors of the captain who were,0,pl,1,0.1173490969,0.1188938352,0.1554458419,0.1488932955,0.1479436703,0.1422827594,0.1763360001,0.1618041896,0.1610037372,0.1304574651,0.1456018986,0.1124576717,0.1372241191,0.108104065,0.1533759646,0.1093367575,0.1590463094,0.1313904687,0.2221575762,0.2302304978,0.2670291254,0.3028554678,0.4356387387,0.5831875786,0.5926735545,0.6938760715,0.5922114077,0.7267513407,0.5304676756,0.673776554,0.4969563471,0.6321976627,0.5757358858,0.6781151109,0.4807957477,0.6107409781
reading,6,The man comforted the leader of the activists who was,1,sg,1,0.1076303893,0.08986565602,0.1315630417,0.1260654822,0.1737008814,0.1221893732,0.1839615612,0.159877214,0.1445262556,0.1343345896,0.1396001227,0.108668579,0.1226329755,0.09732980832,0.1285144272,0.1165060593,0.1408361844,0.1280052726,0.1589301339,0.193620107,0.2159480439,0.3165358604,0.4598782976,0.5526894513,0.5620570152,0.694879941,0.5536580983,0.6796667459,0.4832011969,0.6276821601,0.4374222565,0.5874943256,0.5473075561,0.6440193252,0.4685747173,0.5335899715
reading,6,The man comforted the leaders of the activist who was,1,sg,0,0.1056335724,0.05466152735,0.1385167544,0.08521369773,0.1592537477,0.08962964039,0.1897015376,0.1227141748,0.156139549,0.09500411492,0.1523826042,0.07299055197,0.1401900487,0.05090739059,0.1458322352,0.0576231883,0.1471350272,0.07224427434,0.1630385612,0.1211988642,0.2084516318,0.230700882,0.3816781835,0.4502038551,0.5382241878,0.6066639135,0.5349704905,0.6217660074,0.4476771574,0.5505921199,0.4038294833,0.5160658235,0.5241469858,0.5807209861,0.4587562929,0.5043733831
reading,6,The man comforted the leader of the activists who were,1,pl,0,0.1076303893,0.08986565602,0.1315630417,0.1260654822,0.1737008814,0.1221893732,0.1839615612,0.159877214,0.1445262556,0.1343345896,0.1396001227,0.108668579,0.1226329755,0.09732980832,0.1285144272,0.1165060593,0.1408361844,0.1280052726,0.1589301339,0.193620107,0.2159480439,0.3165358604,0.4598782976,0.5526894513,0.5620570152,0.694879941,0.5536580983,0.6796667459,0.4832011969,0.6276821601,0.4374222565,0.5874943256,0.5473075561,0.6440193252,0.4685747173,0.5335899715
reading,6,The man comforted the leaders of the activist who were,1,pl,1,0.1056335724,0.05466152735,0.1385167544,0.08521369773,0.1592537477,0.08962964039,0.1897015376,0.1227141748,0.156139549,0.09500411492,0.1523826042,0.07299055197,0.1401900487,0.05090739059,0.1458322352,0.0576231883,0.1471350272,0.07224427434,0.1630385612,0.1211988642,0.2084516318,0.230700882,0.3816781835,0.4502038551,0.5382241878,0.6066639135,0.5349704905,0.6217660074,0.4476771574,0.5505921199,0.4038294833,0.5160658235,0.5241469858,0.5807209861,0.4587562929,0.5043733831
reading,6,The man greeted the leader of the activists who was,0,sg,1,0.107702453,0.0899014166,0.1298025485,0.1269692797,0.1719372663,0.1220637674,0.1834651454,0.1603418562,0.1437094555,0.1348105054,0.1393856085,0.1097515135,0.1247990112,0.1005579379,0.1333427439,0.1202022335,0.1546020234,0.1322018142,0.1735866599,0.1960192644,0.241241086,0.2953156412,0.4799622276,0.5442192375,0.5670626733,0.6802941203,0.6141327302,0.7053911175,0.5358551453,0.6405577802,0.4949595493,0.6060700985,0.6133683512,0.6895106204,0.5559596854,0.6310452175
reading,6,The man greeted the leaders of the activist who was,0,sg,0,0.1056281876,0.05457306635,0.1377605211,0.08463808642,0.1585125878,0.08910122022,0.1904055923,0.1226755143,0.1560108234,0.09439490191,0.1539411415,0.0729098871,0.1464293556,0.0519845402,0.1560290853,0.06010848709,0.1663681653,0.07964209625,0.1757221774,0.1246441202,0.200011322,0.2201135688,0.3959347589,0.4611517161,0.5249409389,0.6153949018,0.5521585591,0.6519653935,0.4576282426,0.5975399471,0.4124971612,0.5712475684,0.5491328882,0.6313026315,0.4997670067,0.5650030654
reading,6,The man greeted the leader of the activists who were,0,pl,0,0.107702453,0.0899014166,0.1298025485,0.1269692797,0.1719372663,0.1220637674,0.1834651454,0.1603418562,0.1437094555,0.1348105054,0.1393856085,0.1097515135,0.1247990112,0.1005579379,0.1333427439,0.1202022335,0.1546020234,0.1322018142,0.1735866599,0.1960192644,0.241241086,0.2953156412,0.4799622276,0.5442192375,0.5670626733,0.6802941203,0.6141327302,0.7053911175,0.5358551453,0.6405577802,0.4949595493,0.6060700985,0.6133683512,0.6895106204,0.5559596854,0.6310452175
reading,6,The man greeted the leaders of the activist who were,0,pl,1,0.1056281876,0.05457306635,0.1377605211,0.08463808642,0.1585125878,0.08910122022,0.1904055923,0.1226755143,0.1560108234,0.09439490191,0.1539411415,0.0729098871,0.1464293556,0.0519845402,0.1560290853,0.06010848709,0.1663681653,0.07964209625,0.1757221774,0.1246441202,0.200011322,0.2201135688,0.3959347589,0.4611517161,0.5249409389,0.6153949018,0.5521585591,0.6519653935,0.4576282426,0.5975399471,0.4124971612,0.5712475684,0.5491328882,0.6313026315,0.4997670067,0.5650030654
reading,6,The man comforted the activist of the leaders who was,1,sg,1,0.05450900201,0.1058046061,0.08242022964,0.1467248881,0.08611615247,0.161509465,0.1118052693,0.1840236626,0.08019824599,0.16025141,0.05714042294,0.1496157423,0.03774963112,0.1310403791,0.03851160355,0.1431813159,0.06688036044,0.1466244782,0.1176796382,0.2027766232,0.1935983037,0.2997159916,0.4693531734,0.5312388863,0.6060116399,0.6504500426,0.5986661121,0.6924604336,0.5512025093,0.644558648,0.5254340097,0.5883311828,0.5904838115,0.6567786017,0.4848233144,0.5282227015
reading,6,The man comforted the activists of the leader who was,1,sg,0,0.09013677644,0.1075212594,0.1160049407,0.1423774166,0.1113902069,0.1810571668,0.1412426363,0.1896982955,0.1155022406,0.1585120766,0.09256270594,0.1533526275,0.08449400475,0.1387026444,0.09675465391,0.1450809376,0.1253000117,0.1460768982,0.1822939195,0.1993226038,0.2615956414,0.3064469389,0.526544117,0.5668803365,0.6741348082,0.6705421402,0.6711835081,0.699206805,0.6375307695,0.6485558665,0.5947983973,0.6084094478,0.6702992049,0.6772564981,0.5921628183,0.6105325732
reading,6,The man comforted the activist of the leaders who were,1,pl,0,0.05450900201,0.1058046061,0.08242022964,0.1467248881,0.08611615247,0.161509465,0.1118052693,0.1840236626,0.08019824599,0.16025141,0.05714042294,0.1496157423,0.03774963112,0.1310403791,0.03851160355,0.1431813159,0.06688036044,0.1466244782,0.1176796382,0.2027766232,0.1935983037,0.2997159916,0.4693531734,0.5312388863,0.6060116399,0.6504500426,0.5986661121,0.6924604336,0.5512025093,0.644558648,0.5254340097,0.5883311828,0.5904838115,0.6567786017,0.4848233144,0.5282227015
reading,6,The man comforted the activists of the leader who were,1,pl,1,0.09013677644,0.1075212594,0.1160049407,0.1423774166,0.1113902069,0.1810571668,0.1412426363,0.1896982955,0.1155022406,0.1585120766,0.09256270594,0.1533526275,0.08449400475,0.1387026444,0.09675465391,0.1450809376,0.1253000117,0.1460768982,0.1822939195,0.1993226038,0.2615956414,0.3064469389,0.526544117,0.5668803365,0.6741348082,0.6705421402,0.6711835081,0.699206805,0.6375307695,0.6485558665,0.5947983973,0.6084094478,0.6702992049,0.6772564981,0.5921628183,0.6105325732
reading,6,The man greeted the activist of the leaders who was,0,sg,1,0.05424602689,0.1058115857,0.0807148481,0.1466977262,0.08483657797,0.1624254411,0.1110125228,0.1857631234,0.07956175186,0.1628458493,0.05695464019,0.1539365926,0.03889787562,0.1374414113,0.04222854686,0.1514611914,0.08118896968,0.1553980708,0.1190688759,0.207212592,0.1898310821,0.2897829835,0.4832755535,0.5436636077,0.6040855319,0.6349197475,0.6289043201,0.681613762,0.6073499716,0.6343180329,0.5737183745,0.5869267797,0.6489122883,0.674923635,0.5579093082,0.5895178636
reading,6,The man greeted the activists of the leader who was,0,sg,0,0.09010071737,0.1076401204,0.1157327052,0.1428873545,0.1113621955,0.1813680587,0.1418970121,0.1906832279,0.1157401717,0.1590935479,0.0939870994,0.1554041212,0.08836537988,0.1410513512,0.1016946632,0.1490317591,0.1368765556,0.1524168017,0.1839424254,0.2103599792,0.2440620466,0.309512197,0.5131295602,0.5658316352,0.642516312,0.6605556351,0.6629998387,0.7303993247,0.6164115551,0.6810624751,0.5791307917,0.6500228999,0.673496758,0.7259255963,0.6213253233,0.6780695903
reading,6,The man greeted the activist of the leaders who were,0,pl,0,0.05424602689,0.1058115857,0.0807148481,0.1466977262,0.08483657797,0.1624254411,0.1110125228,0.1857631234,0.07956175186,0.1628458493,0.05695464019,0.1539365926,0.03889787562,0.1374414113,0.04222854686,0.1514611914,0.08118896968,0.1553980708,0.1190688759,0.207212592,0.1898310821,0.2897829835,0.4832755535,0.5436636077,0.6040855319,0.6349197475,0.6289043201,0.681613762,0.6073499716,0.6343180329,0.5737183745,0.5869267797,0.6489122883,0.674923635,0.5579093082,0.5895178636
reading,6,The man greeted the activists of the leader who were,0,pl,1,0.09010071737,0.1076401204,0.1157327052,0.1428873545,0.1113621955,0.1813680587,0.1418970121,0.1906832279,0.1157401717,0.1590935479,0.0939870994,0.1554041212,0.08836537988,0.1410513512,0.1016946632,0.1490317591,0.1368765556,0.1524168017,0.1839424254,0.2103599792,0.2440620466,0.309512197,0.5131295602,0.5658316352,0.642516312,0.6605556351,0.6629998387,0.7303993247,0.6164115551,0.6810624751,0.5791307917,0.6500228999,0.673496758,0.7259255963,0.6213253233,0.6780695903
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,0.1122082788,0.1018321532,0.1105838233,0.1482545927,0.1264739131,0.1674359875,0.1327892764,0.2123526211,0.1060124561,0.1916028964,0.08370546077,0.1701554528,0.06922852599,0.1780426812,0.1063484969,0.1862673174,0.1113463127,0.2001914901,0.112397481,0.3300470911,0.1452298389,0.3948774475,0.387703986,0.5809906204,0.5004765836,0.6429173689,0.5359565259,0.6801242546,0.5004615156,0.6241569626,0.4399097047,0.5742238392,0.5747831894,0.667898379,0.5137469709,0.5955153303
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,0.1144364893,0.09911477237,0.1439921648,0.1319724641,0.1464821722,0.1592822267,0.1726158672,0.1966577921,0.1266650773,0.1644354319,0.1060261211,0.138011343,0.08374478167,0.1269830055,0.099860612,0.1426063243,0.1129264519,0.1567769094,0.1228397433,0.2325335559,0.1391056995,0.339771101,0.4044172214,0.5848915255,0.5268580363,0.6508659596,0.5439182815,0.708317026,0.4969982954,0.6326961575,0.4537248085,0.5791777447,0.5809231948,0.6665472838,0.5126984165,0.5891381007
reading,8,The man valued the daughter of the shopkeepers who were,1,pl,0,0.1122082788,0.1018321532,0.1105838233,0.1482545927,0.1264739131,0.1674359875,0.1327892764,0.2123526211,0.1060124561,0.1916028964,0.08370546077,0.1701554528,0.06922852599,0.1780426812,0.1063484969,0.1862673174,0.1113463127,0.2001914901,0.112397481,0.3300470911,0.1452298389,0.3948774475,0.387703986,0.5809906204,0.5004765836,0.6429173689,0.5359565259,0.6801242546,0.5004615156,0.6241569626,0.4399097047,0.5742238392,0.5747831894,0.667898379,0.5137469709,0.5955153303
reading,8,The man valued the daughters of the shopkeeper who were,1,pl,1,0.1144364893,0.09911477237,0.1439921648,0.1319724641,0.1464821722,0.1592822267,0.1726158672,0.1966577921,0.1266650773,0.1644354319,0.1060261211,0.138011343,0.08374478167,0.1269830055,0.099860612,0.1426063243,0.1129264519,0.1567769094,0.1228397433,0.2325335559,0.1391056995,0.339771101,0.4044172214,0.5848915255,0.5268580363,0.6508659596,0.5439182815,0.708317026,0.4969982954,0.6326961575,0.4537248085,0.5791777447,0.5809231948,0.6665472838,0.5126984165,0.5891381007
reading,8,The man recognized the daughter of the shopkeepers who was,0,sg,1,0.1124187816,0.1021047846,0.1115595655,0.1483548432,0.1272690814,0.1664320288,0.1343378643,0.2122048559,0.1063687047,0.1916153652,0.08380961201,0.1704420189,0.06929538522,0.1755434891,0.1066270256,0.1834427838,0.1210973452,0.2044658855,0.1284492463,0.3369818959,0.1771359256,0.4045751136,0.3979722557,0.5936272651,0.4688494824,0.6388785543,0.4909213038,0.695076962,0.4418806009,0.6215437467,0.3960051397,0.5703838276,0.5229553984,0.6648237046,0.450631965,0.5765392908
reading,8,The man recognized the daughters of the shopkeeper who was,0,sg,0,0.114436439,0.09928423928,0.1449936459,0.131818188,0.1472960966,0.1585131359,0.1745832163,0.1968770125,0.1276924047,0.164276327,0.106723632,0.1376980611,0.08428533975,0.124901668,0.1028605101,0.1392079708,0.1297429385,0.1587653523,0.1453387812,0.2354242237,0.1788431397,0.3460925957,0.4321600113,0.570030148,0.5106435311,0.6277331002,0.5040698906,0.6809819791,0.4599299985,0.5901752612,0.4144959245,0.5370153914,0.5454399098,0.6466347812,0.4646087162,0.561186628
reading,8,The man recognized the daughter of the shopkeepers who were,0,pl,0,0.1124187816,0.1021047846,0.1115595655,0.1483548432,0.1272690814,0.1664320288,0.1343378643,0.2122048559,0.1063687047,0.1916153652,0.08380961201,0.1704420189,0.06929538522,0.1755434891,0.1066270256,0.1834427838,0.1210973452,0.2044658855,0.1284492463,0.3369818959,0.1771359256,0.4045751136,0.3979722557,0.5936272651,0.4688494824,0.6388785543,0.4909213038,0.695076962,0.4418806009,0.6215437467,0.3960051397,0.5703838276,0.5229553984,0.6648237046,0.450631965,0.5765392908
reading,8,The man recognized the daughters of the shopkeeper who were,0,pl,1,0.114436439,0.09928423928,0.1449936459,0.131818188,0.1472960966,0.1585131359,0.1745832163,0.1968770125,0.1276924047,0.164276327,0.106723632,0.1376980611,0.08428533975,0.124901668,0.1028605101,0.1392079708,0.1297429385,0.1587653523,0.1453387812,0.2354242237,0.1788431397,0.3460925957,0.4321600113,0.570030148,0.5106435311,0.6277331002,0.5040698906,0.6809819791,0.4599299985,0.5901752612,0.4144959245,0.5370153914,0.5454399098,0.6466347812,0.4646087162,0.561186628
reading,8,The man valued the shopkeeper of the daughters who was,1,sg,1,0.0987305119,0.1145039326,0.1279405055,0.149696287,0.1551143659,0.1522703341,0.1843058708,0.1961520599,0.14696028,0.1590800658,0.123887408,0.1376903433,0.119195232,0.1130455561,0.1202744406,0.1296395011,0.1281918499,0.1681401401,0.1671377046,0.2252984775,0.2159264534,0.3107450481,0.4593703011,0.5694952921,0.5706430324,0.6672895733,0.5951420699,0.7139354693,0.5721077657,0.6979440793,0.5210875628,0.6484184138,0.590290772,0.7116020408,0.4850703962,0.6202123646
reading,8,The man valued the shopkeepers of the daughter who was,1,sg,0,0.1021074487,0.1123025426,0.1350178771,0.1242614432,0.1531104156,0.1335480177,0.1902700866,0.1514533485,0.170789809,0.1305661057,0.1546559552,0.1086252392,0.1643863114,0.0940316119,0.1619803445,0.1330001463,0.1841094405,0.1698385581,0.2363057203,0.2000101735,0.2748943012,0.2679278429,0.5301253918,0.5623859244,0.6259902278,0.651176386,0.6314902097,0.6918862903,0.5917670897,0.6651015939,0.5543540124,0.6215132067,0.6469823912,0.6872183517,0.5737372681,0.6249000659
reading,8,The man valued the shopkeeper of the daughters who were,1,pl,0,0.0987305119,0.1145039326,0.1279405055,0.149696287,0.1551143659,0.1522703341,0.1843058708,0.1961520599,0.14696028,0.1590800658,0.123887408,0.1376903433,0.119195232,0.1130455561,0.1202744406,0.1296395011,0.1281918499,0.1681401401,0.1671377046,0.2252984775,0.2159264534,0.3107450481,0.4593703011,0.5694952921,0.5706430324,0.6672895733,0.5951420699,0.7139354693,0.5721077657,0.6979440793,0.5210875628,0.6484184138,0.590290772,0.7116020408,0.4850703962,0.6202123646
reading,8,The man valued the shopkeepers of the daughter who were,1,pl,1,0.1021074487,0.1123025426,0.1350178771,0.1242614432,0.1531104156,0.1335480177,0.1902700866,0.1514533485,0.170789809,0.1305661057,0.1546559552,0.1086252392,0.1643863114,0.0940316119,0.1619803445,0.1330001463,0.1841094405,0.1698385581,0.2363057203,0.2000101735,0.2748943012,0.2679278429,0.5301253918,0.5623859244,0.6259902278,0.651176386,0.6314902097,0.6918862903,0.5917670897,0.6651015939,0.5543540124,0.6215132067,0.6469823912,0.6872183517,0.5737372681,0.6249000659
reading,8,The man recognized the shopkeeper of the daughters who was,0,sg,1,0.09822227607,0.1143999833,0.1273651352,0.1505548071,0.1540024471,0.1527134755,0.1845816329,0.1977607253,0.1465410538,0.1601037334,0.1232463227,0.1385784293,0.1162105808,0.1136731627,0.1180836816,0.1302002855,0.1354604513,0.1698020617,0.1837458356,0.2316927446,0.2460702957,0.3349599997,0.4618398839,0.5618524498,0.5571638561,0.6404599252,0.5893870375,0.6881034296,0.5569946595,0.6523465556,0.5183791554,0.6074681278,0.6034140893,0.685040043,0.4918180352,0.5863110574
reading,8,The man recognized the shopkeepers of the daughter who was,0,sg,0,0.1020061476,0.1121614548,0.1351841014,0.1240436779,0.1524650436,0.1332188747,0.1903406465,0.1515523143,0.1711660066,0.1302957036,0.1546288037,0.1080263506,0.1619832573,0.09348831634,0.160130682,0.1328747528,0.191176009,0.1671286564,0.2566714238,0.1992164471,0.3085487757,0.287609765,0.5539759888,0.5423562765,0.6361996074,0.6272726784,0.6428658089,0.6728163997,0.5786916945,0.6142600537,0.537500843,0.5745883977,0.6304324478,0.6762735362,0.5298776881,0.6055647268
reading,8,The man recognized the shopkeeper of the daughters who were,0,pl,0,0.09822227607,0.1143999833,0.1273651352,0.1505548071,0.1540024471,0.1527134755,0.1845816329,0.1977607253,0.1465410538,0.1601037334,0.1232463227,0.1385784293,0.1162105808,0.1136731627,0.1180836816,0.1302002855,0.1354604513,0.1698020617,0.1837458356,0.2316927446,0.2460702957,0.3349599997,0.4618398839,0.5618524498,0.5571638561,0.6404599252,0.5893870375,0.6881034296,0.5569946595,0.6523465556,0.5183791554,0.6074681278,0.6034140893,0.685040043,0.4918180352,0.5863110574
reading,8,The man recognized the shopkeepers of the daughter who were,0,pl,1,0.1020061476,0.1121614548,0.1351841014,0.1240436779,0.1524650436,0.1332188747,0.1903406465,0.1515523143,0.1711660066,0.1302957036,0.1546288037,0.1080263506,0.1619832573,0.09348831634,0.160130682,0.1328747528,0.191176009,0.1671286564,0.2566714238,0.1992164471,0.3085487757,0.287609765,0.5539759888,0.5423562765,0.6361996074,0.6272726784,0.6428658089,0.6728163997,0.5786916945,0.6142600537,0.537500843,0.5745883977,0.6304324478,0.6762735362,0.5298776881,0.6055647268
reading,10,The man noticed the representative of the employees who was,1,sg,1,0.06470390269,0.08459664993,0.09040902953,0.1257584517,0.1332363917,0.1284129115,0.1556777238,0.1689091556,0.1253920346,0.1354763057,0.1078980162,0.09246743485,0.1037485332,0.09099416943,0.1004028527,0.09994458304,0.1104234275,0.1536337906,0.1246150392,0.2541344137,0.1768639447,0.2692861038,0.4210029932,0.5413319411,0.5055426053,0.6491866375,0.5412339069,0.6885025188,0.4853288264,0.6181343345,0.4397364959,0.5756280692,0.5414816152,0.6498511295,0.4266139734,0.5215077028
reading,10,The man noticed the representatives of the employee who was,1,sg,0,0.1103748539,0.101573811,0.1480290061,0.1311392525,0.1642600925,0.1458202089,0.1832831806,0.1696312319,0.1660396075,0.1301215048,0.1411807467,0.09459330982,0.13420609,0.09513364037,0.1337169437,0.1049256165,0.133771408,0.1288850108,0.154475101,0.1699358051,0.2151539365,0.2488786626,0.4120883278,0.4728406728,0.5084632301,0.5651902917,0.5320244955,0.6294546879,0.4484142077,0.5477772019,0.4116801833,0.5118773552,0.5657144351,0.6035588121,0.4957595959,0.5335710287
reading,10,The man noticed the representative of the employees who were,1,pl,0,0.06470390269,0.08459664993,0.09040902953,0.1257584517,0.1332363917,0.1284129115,0.1556777238,0.1689091556,0.1253920346,0.1354763057,0.1078980162,0.09246743485,0.1037485332,0.09099416943,0.1004028527,0.09994458304,0.1104234275,0.1536337906,0.1246150392,0.2541344137,0.1768639447,0.2692861038,0.4210029932,0.5413319411,0.5055426053,0.6491866375,0.5412339069,0.6885025188,0.4853288264,0.6181343345,0.4397364959,0.5756280692,0.5414816152,0.6498511295,0.4266139734,0.5215077028
reading,10,The man noticed the representatives of the employee who were,1,pl,1,0.1103748539,0.101573811,0.1480290061,0.1311392525,0.1642600925,0.1458202089,0.1832831806,0.1696312319,0.1660396075,0.1301215048,0.1411807467,0.09459330982,0.13420609,0.09513364037,0.1337169437,0.1049256165,0.133771408,0.1288850108,0.154475101,0.1699358051,0.2151539365,0.2488786626,0.4120883278,0.4728406728,0.5084632301,0.5651902917,0.5320244955,0.6294546879,0.4484142077,0.5477772019,0.4116801833,0.5118773552,0.5657144351,0.6035588121,0.4957595959,0.5335710287
reading,10,The man resembled the representative of the employees who was,0,sg,1,0.06471398174,0.08454382488,0.08635677041,0.1239773613,0.1309654287,0.126834776,0.1539728221,0.1669361298,0.124120147,0.1334613109,0.105915664,0.09164603663,0.100201508,0.08867118953,0.09780082388,0.1004732417,0.1103150882,0.1447277118,0.1186486978,0.2529320265,0.1683305132,0.2498137181,0.3974843964,0.5233763823,0.553794088,0.6559379604,0.5762314509,0.6928953256,0.5056992397,0.6125634672,0.4521541219,0.5551726665,0.5142257033,0.6064114847,0.4001606948,0.4746735652
reading,10,The man resembled the representatives of the employee who was,0,sg,0,0.1102185687,0.1016447766,0.1433796208,0.1302318631,0.1614247642,0.1445507953,0.1803884392,0.1679978602,0.1618379315,0.1304576712,0.1366567476,0.09555075298,0.1298084991,0.09320234703,0.1316662554,0.1066027722,0.1290743114,0.1262054499,0.1466036495,0.1671234634,0.1977060879,0.2143727142,0.3887061373,0.4549050697,0.5286242515,0.5895119775,0.557025177,0.6462073535,0.4700034781,0.5584185796,0.4281805293,0.5193355573,0.5149340287,0.5694775019,0.4142110258,0.4830874654
reading,10,The man resembled the representative of the employees who were,0,pl,0,0.06471398174,0.08454382488,0.08635677041,0.1239773613,0.1309654287,0.126834776,0.1539728221,0.1669361298,0.124120147,0.1334613109,0.105915664,0.09164603663,0.100201508,0.08867118953,0.09780082388,0.1004732417,0.1103150882,0.1447277118,0.1186486978,0.2529320265,0.1683305132,0.2498137181,0.3974843964,0.5233763823,0.553794088,0.6559379604,0.5762314509,0.6928953256,0.5056992397,0.6125634672,0.4521541219,0.5551726665,0.5142257033,0.6064114847,0.4001606948,0.4746735652
reading,10,The man resembled the representatives of the employee who were,0,pl,1,0.1102185687,0.1016447766,0.1433796208,0.1302318631,0.1614247642,0.1445507953,0.1803884392,0.1679978602,0.1618379315,0.1304576712,0.1366567476,0.09555075298,0.1298084991,0.09320234703,0.1316662554,0.1066027722,0.1290743114,0.1262054499,0.1466036495,0.1671234634,0.1977060879,0.2143727142,0.3887061373,0.4549050697,0.5286242515,0.5895119775,0.557025177,0.6462073535,0.4700034781,0.5584185796,0.4281805293,0.5193355573,0.5149340287,0.5694775019,0.4142110258,0.4830874654
reading,10,The man noticed the employee of the representatives who was,1,sg,1,0.1013782693,0.110332396,0.117511431,0.1561939918,0.1385504492,0.1702411232,0.1630098153,0.196575342,0.119516089,0.1853245475,0.08672660337,0.15648741,0.09056134284,0.1473094164,0.09622776586,0.1518788161,0.1161850916,0.1469897153,0.1453540456,0.2072429737,0.203477644,0.3423777514,0.3513992785,0.5095569555,0.4659500752,0.6082877826,0.5423759371,0.6883794855,0.480243837,0.6189918227,0.4333056495,0.5753333031,0.5282894559,0.6425028055,0.4410110497,0.5551587248
reading,10,The man noticed the employees of the representative who was,1,sg,0,0.08418022258,0.06428337747,0.1033681066,0.08929262663,0.1104902924,0.1326852249,0.1451989271,0.1585929279,0.1114830433,0.1314514511,0.0759489332,0.1168434816,0.08211841139,0.1189964749,0.08161143127,0.1197433124,0.1223213642,0.1248035643,0.1965150814,0.1676992295,0.2275108786,0.2844976317,0.4197115046,0.494486581,0.5303926426,0.5931289089,0.5733384864,0.6332782386,0.4891519344,0.5510901492,0.4499785371,0.5031780829,0.5597029057,0.5826455627,0.4777941061,0.5052714011
reading,10,The man noticed the employee of the representatives who were,1,pl,0,0.1013782693,0.110332396,0.117511431,0.1561939918,0.1385504492,0.1702411232,0.1630098153,0.196575342,0.119516089,0.1853245475,0.08672660337,0.15648741,0.09056134284,0.1473094164,0.09622776586,0.1518788161,0.1161850916,0.1469897153,0.1453540456,0.2072429737,0.203477644,0.3423777514,0.3513992785,0.5095569555,0.4659500752,0.6082877826,0.5423759371,0.6883794855,0.480243837,0.6189918227,0.4333056495,0.5753333031,0.5282894559,0.6425028055,0.4410110497,0.5551587248
reading,10,The man noticed the employees of the representative who were,1,pl,1,0.08418022258,0.06428337747,0.1033681066,0.08929262663,0.1104902924,0.1326852249,0.1451989271,0.1585929279,0.1114830433,0.1314514511,0.0759489332,0.1168434816,0.08211841139,0.1189964749,0.08161143127,0.1197433124,0.1223213642,0.1248035643,0.1965150814,0.1676992295,0.2275108786,0.2844976317,0.4197115046,0.494486581,0.5303926426,0.5931289089,0.5733384864,0.6332782386,0.4891519344,0.5510901492,0.4499785371,0.5031780829,0.5597029057,0.5826455627,0.4777941061,0.5052714011
reading,10,The man resembled the employee of the representatives who was,0,sg,1,0.1014145636,0.1106782071,0.112396119,0.1546974953,0.1328805191,0.1694464759,0.1572326892,0.1964879508,0.1166801899,0.1846035825,0.08400976715,0.1564532224,0.08390418288,0.1472493744,0.08973176251,0.150848008,0.1057452846,0.1483806157,0.1384769047,0.1983586904,0.1693746552,0.3288725107,0.3849574614,0.5132682157,0.540810116,0.6435812858,0.5621101678,0.6807355312,0.4799502557,0.594913784,0.4269322651,0.529453219,0.5052326917,0.5844694594,0.4137438301,0.5082027912
