exp,verb,item,sent,bias,isHigh ,gender,score,score_pro,score_base,score_roberta,score_roberta_pro,score_roberta_base,score_mbert
ic_mismatch,favoured,4,The husband favoured the wife because she was there.,-89,0,f,0.8723987937,0.8501278758,0.9469160438,0.7290298343,0.5988746881,0.6505823731,0.4442726076
ic_mismatch,favoured,4,The wife favoured the husband because he was there.,-89,0,m,0.882681787,0.7920154333,0.9313546419,0.7042244673,0.3338381052,0.5329347849,0.628221035
ic_mismatch,favoured,4,The wife favoured the husband because she was there.,-89,1,f,0.09139895439,0.0315191485,0.0521639809,0.228811875,0.2368739247,0.4185399413,0.2627508044
ic_mismatch,feared,4,The husband feared the wife because he was there.,-85,1,m,0.01897002757,0.002633711556,0.002925929846,0.07992281765,0.03000257537,0.06812990457,0.4870315492
ic_mismatch,feared,4,The husband feared the wife because she was there.,-85,0,f,0.9602941275,0.9165451527,0.9881387353,0.8484538198,0.6073656678,0.8894839883,0.4109105468
ic_mismatch,feared,4,The wife feared the husband because he was there.,-85,0,m,0.8952560425,0.8268761635,0.9634808898,0.8985342383,0.4137859344,0.8434616327,0.52726686
ic_mismatch,feared,4,The wife feared the husband because she was there.,-85,1,f,0.06952125579,0.01848642528,0.02308741398,0.04268370941,0.1103230789,0.1108292267,0.3773791492
ic_mismatch,fed,4,The husband fed the wife because he was there.,-85,1,m,0.1799262315,0.08132791519,0.09921573848,0.4707184732,0.1397153884,0.4273954928,0.4233492017
ic_mismatch,fed,4,The husband fed the wife because she was there.,-85,0,f,0.732326746,0.7237746716,0.8716330528,0.463989377,0.4815188944,0.5418760777,0.4499949217
ic_mismatch,fed,4,The wife fed the husband because he was there.,-85,0,m,0.6782080531,0.6565770507,0.8880378604,0.449693948,0.2664955258,0.3987107575,0.5071562529
ic_mismatch,fed,4,The wife fed the husband because she was there.,-85,1,f,0.2223091722,0.08841358125,0.08340899646,0.4741984308,0.2659930289,0.5577232242,0.3531571329
ic_mismatch,filmed,4,The husband filmed the wife because he was there.,-3,1,m,0.06981413066,0.03056202456,0.04389032349,0.530341804,0.2050557882,0.5688907504,0.4016710222
ic_mismatch,filmed,4,The husband filmed the wife because she was there.,-3,0,f,0.8755639791,0.8215478063,0.9297631979,0.4236843288,0.4465766251,0.405828774,0.4307772517
ic_mismatch,filmed,4,The wife filmed the husband because he was there.,-3,0,m,0.8348513246,0.7498125434,0.9360878468,0.3468429148,0.253980428,0.2790530622,0.4501846135
ic_mismatch,filmed,4,The wife filmed the husband because she was there.,-3,1,f,0.07888997346,0.02639413066,0.03194985911,0.6149975061,0.4346943498,0.7025503516,0.3921920657
ic_mismatch,flattered,4,The husband flattered the wife because he was there.,42,1,m,0.2718115747,0.126490131,0.1315997541,0.4731139541,0.1303881705,0.4140122831,0.2588176131
ic_mismatch,flattered,4,The husband flattered the wife because she was there.,42,0,f,0.6493228674,0.7390480638,0.8433278799,0.4772459269,0.4400240183,0.5557432175,0.6445974112
ic_mismatch,flattered,4,The wife flattered the husband because he was there.,42,0,m,0.706887424,0.7533391118,0.9090433121,0.457544446,0.2356816977,0.3709544837,0.6496235728
ic_mismatch,flattered,4,The wife flattered the husband because she was there.,42,1,f,0.2125941366,0.07345432043,0.06994023174,0.4884834886,0.299628675,0.5967096686,0.2367078662
ic_mismatch,floored,4,The husband floored the wife because he was there.,13,1,m,0.1671499461,0.05537523702,0.08053852618,0.5482835174,0.1442274302,0.5029143095,0.2162628323
ic_mismatch,floored,4,The husband floored the wife because she was there.,13,0,f,0.6532779932,0.496099323,0.8624563813,0.2632465065,0.2110691816,0.3839501739,0.6922330856
ic_mismatch,floored,4,The wife floored the husband because he was there.,13,0,m,0.6137183309,0.443911314,0.8875982165,0.2193380743,0.1057243347,0.1757542193,0.7097845078
ic_mismatch,floored,4,The wife floored the husband because she was there.,13,1,f,0.1711599678,0.0399806425,0.05701907352,0.6289444566,0.3474722803,0.7572100163,0.1813766509
ic_mismatch,followed,4,The husband followed the wife because he was there.,46,1,m,0.04892821983,0.02599313855,0.02186076716,0.4713280499,0.1270045042,0.4746170044,0.2490802854
ic_mismatch,followed,4,The husband followed the wife because she was there.,46,0,f,0.9240612984,0.8202096224,0.9619806409,0.4727352858,0.3693517148,0.4832225442,0.6505724192
ic_mismatch,followed,4,The wife followed the husband because he was there.,46,0,m,0.8919302225,0.7502605319,0.9571352601,0.5386769176,0.1510976702,0.342279315,0.681101799
ic_mismatch,followed,4,The wife followed the husband because she was there.,46,1,f,0.07442884147,0.02713859268,0.02770851925,0.4023614228,0.2833605707,0.6076840758,0.1951729953
ic_mismatch,fooled,4,The husband fooled the wife because he was there.,10,1,m,0.3100486398,0.1478269398,0.1914752275,0.4142780304,0.1282525957,0.511510551,0.3175486624
ic_mismatch,fooled,4,The husband fooled the wife because she was there.,10,0,f,0.5572329164,0.612172544,0.7652657032,0.3605528176,0.1515365839,0.3801839948,0.5838681459
ic_mismatch,fooled,4,The wife fooled the husband because he was there.,10,0,m,0.6422304511,0.6806197762,0.9058380127,0.4584564567,0.09732869267,0.3426252007,0.5383753777
ic_mismatch,fooled,4,The wife fooled the husband because she was there.,10,1,f,0.2260216773,0.04676477239,0.05749255791,0.3511113822,0.1931616217,0.5611756444,0.3492297232
ic_mismatch,forgave,4,The husband forgave the wife because he was there.,5,1,m,0.07860120386,0.04144251719,0.03942900524,0.5329837799,0.2771744132,0.5994210243,0.2746471167
ic_mismatch,forgave,4,The husband forgave the wife because she was there.,5,0,f,0.877676785,0.8151053786,0.9388737679,0.3310905993,0.3639527261,0.3698656559,0.6442274451
ic_mismatch,forgave,4,The wife forgave the husband because he was there.,5,0,m,0.8849870563,0.735670507,0.9572045803,0.3529698551,0.1964309514,0.2555692196,0.6420279145
ic_mismatch,forgave,4,The wife forgave the husband because she was there.,5,1,f,0.05771489814,0.02358439751,0.01989107765,0.4917870164,0.40615049,0.713096261,0.2578798532
ic_mismatch,forgot,4,The husband forgot the wife because he was there.,-16,1,m,0.1112478897,0.05010360479,0.05620684102,0.1206093729,0.04471623898,0.1753551811,0.2977906168
ic_mismatch,forgot,4,The husband forgot the wife because she was there.,-16,0,f,0.8068375587,0.6624161005,0.9108175039,0.4592168629,0.3419805467,0.5354739428,0.6045124531
ic_mismatch,forgot,4,The wife forgot the husband because he was there.,-16,0,m,0.8564676046,0.6817002296,0.9625378847,0.4579168558,0.2402094007,0.5351497531,0.63024652
ic_mismatch,forgot,4,The wife forgot the husband because she was there.,-16,1,f,0.04757406935,0.008655161597,0.01127892826,0.07007805258,0.06844367832,0.1837536544,0.2531288564
ic_mismatch,fought,4,The husband fought the wife because he was there.,24,1,m,0.05046130717,0.008608017117,0.008677287027,0.2885903716,0.08596370369,0.3360123038,0.3756663799
ic_mismatch,fought,4,The husband fought the wife because she was there.,24,0,f,0.9011349678,0.8607775569,0.975025773,0.5081756115,0.3423637152,0.5251384377,0.5162005424
ic_mismatch,fought,4,The wife fought the husband because he was there.,24,0,m,0.8567627072,0.7500614524,0.9520226717,0.5090596676,0.1491468847,0.4228906333,0.5703040957
ic_mismatch,fought,4,The wife fought the husband because she was there.,24,1,f,0.07755985111,0.02784372307,0.02847032622,0.2871798873,0.1833967716,0.4467407465,0.3079921305
ic_mismatch,freed,4,The husband freed the wife because he was there.,-52,1,m,0.2182439119,0.08363034576,0.125504449,0.4279277325,0.1601349711,0.5370330215,0.302662313
ic_mismatch,freed,4,The husband freed the wife because she was there.,-52,0,f,0.6901381612,0.5396414995,0.8208970428,0.3824836612,0.3256314695,0.3862397671,0.5738363862
ic_mismatch,freed,4,The wife freed the husband because he was there.,-52,0,m,0.6930307746,0.4495704174,0.8461866379,0.356457442,0.1476531625,0.3170231283,0.5509069562
ic_mismatch,freed,4,The wife freed the husband because she was there.,-52,1,f,0.1739129126,0.05950832739,0.08975491673,0.408313483,0.2725097239,0.596303463,0.3075812459
ic_mismatch,frightened,4,The husband frightened the wife because he was there.,68,1,m,0.3424101472,0.2050795406,0.2305955738,0.6228172779,0.1216278598,0.6028578877,0.2735766172
ic_mismatch,frightened,4,The husband frightened the wife because she was there.,68,0,f,0.5568189621,0.4707318246,0.7345713973,0.2107460946,0.1443482488,0.2690301538,0.6386473179
ic_mismatch,frightened,4,The wife frightened the husband because he was there.,68,0,m,0.5713305473,0.4850245416,0.8470788002,0.3515060544,0.1059411243,0.275798738,0.6489172578
ic_mismatch,frightened,4,The wife frightened the husband because she was there.,68,1,f,0.3232943714,0.1105977073,0.1134683117,0.4868250489,0.2357862443,0.6281266809,0.2445073426
ic_mismatch,frustrated,4,The husband frustrated the wife because he was there.,79,1,m,0.2759907544,0.07802274078,0.1104481518,0.3616471291,0.08635172993,0.4353260696,0.2845964134
ic_mismatch,frustrated,4,The husband frustrated the wife because she was there.,79,0,f,0.6205659509,0.5479652882,0.844594419,0.2433693707,0.1296112537,0.3339817822,0.6226463318
ic_mismatch,frustrated,4,The wife frustrated the husband because he was there.,79,0,m,0.5897872448,0.4199047983,0.8374022841,0.3010521531,0.07445418835,0.23464185,0.6250015497
ic_mismatch,frustrated,4,The wife frustrated the husband because she was there.,79,1,f,0.2878700495,0.0740506202,0.1065446064,0.3732588887,0.2320543081,0.6145509481,0.2643217146
ic_mismatch,grabbed,4,The husband grabbed the wife because he was there.,-5,1,m,0.08178846538,0.04646898061,0.07391243428,0.07227573544,0.02022409439,0.06748251617,0.2749103904
ic_mismatch,grabbed,4,The husband grabbed the wife because she was there.,-5,0,f,0.8134286404,0.6969476938,0.8826891184,0.8013973832,0.4505797923,0.8489941359,0.6274143457
ic_mismatch,grabbed,4,The wife grabbed the husband because he was there.,-5,0,m,0.8350563645,0.6708667874,0.9439798594,0.6964487433,0.1613260061,0.6498405933,0.653070569
ic_mismatch,grabbed,4,The wife grabbed the husband because she was there.,-5,1,f,0.0512323454,0.02029311098,0.02428534813,0.1299713105,0.03369212523,0.19093512,0.2406915575
ic_mismatch,grazed,4,The husband grazed the wife because he was there.,44,1,m,0.2732684016,0.1658501029,0.2648419142,0.2774584293,0.05402544513,0.2520558238,0.3143748641
ic_mismatch,grazed,4,The husband grazed the wife because she was there.,44,0,f,0.5623576045,0.4939976633,0.6608610749,0.5702021122,0.429626286,0.6692730188,0.5719955564
ic_mismatch,grazed,4,The wife grazed the husband because he was there.,44,0,m,0.7165142298,0.6247418523,0.89531672,0.5244680047,0.2374309897,0.5133924484,0.6194279194
ic_mismatch,grazed,4,The wife grazed the husband because she was there.,44,1,f,0.1232823282,0.03293519467,0.05182498693,0.3381817937,0.148208037,0.400274545,0.2559193373
ic_mismatch,greeted,4,The husband greeted the wife because he was there.,-8,1,m,0.05762731656,0.04108532518,0.03346810862,0.2431664914,0.05668625608,0.2155911773,0.2175606489
ic_mismatch,greeted,4,The husband greeted the wife because she was there.,-8,0,f,0.9129155278,0.8342203498,0.9545599818,0.7126655579,0.3493696451,0.7480838299,0.6969832778
ic_mismatch,greeted,4,The wife greeted the husband because he was there.,-8,0,m,0.9022089243,0.811186552,0.9636278749,0.7425097823,0.2313067168,0.6994736791,0.714877069
ic_mismatch,greeted,4,The wife greeted the husband because she was there.,-8,1,f,0.06488443166,0.03230131418,0.02627049759,0.2158396393,0.07523041964,0.256408751,0.186690405
ic_mismatch,guided,4,The husband guided the wife because he was there.,-73,1,m,0.1652360708,0.05558460578,0.06773478538,0.7331947088,0.2748285532,0.8784318566,0.4293569326
ic_mismatch,guided,4,The husband guided the wife because she was there.,-73,0,f,0.7876592278,0.7017529011,0.9060947299,0.1207284704,0.1424674392,0.07379645854,0.4434109628
ic_mismatch,guided,4,The wife guided the husband because he was there.,-73,0,m,0.7456839085,0.6691291332,0.9085378647,0.0870468989,0.05301444232,0.07537940145,0.5362183452
ic_mismatch,guided,4,The wife guided the husband because she was there.,-73,1,f,0.2022598535,0.05289464444,0.06549318135,0.8253850937,0.4621055126,0.8859400153,0.3336699605
ic_mismatch,hailed,4,The husband hailed the wife because he was there.,-45,1,m,0.07031477243,0.02626654878,0.02294112556,0.02845423296,0.03864905238,0.01768184826,0.383523494
ic_mismatch,hailed,4,The husband hailed the wife because she was there.,-45,0,f,0.8979731202,0.8623762727,0.9590346217,0.9431809783,0.6081483364,0.9610869288,0.511064589
ic_mismatch,hailed,4,The wife hailed the husband because he was there.,-45,0,m,0.8818529844,0.8303064704,0.9438427091,0.9186896086,0.4547125995,0.9002828598,0.5602747202
ic_mismatch,hailed,4,The wife hailed the husband because she was there.,-45,1,f,0.08625572175,0.03355098143,0.04067091271,0.0492522642,0.07035017014,0.06167960912,0.3336482048
ic_mismatch,harassed,4,The husband harassed the wife because he was there.,41,1,m,0.05468583107,0.03605655208,0.0327742286,0.3215410709,0.1381594539,0.2662748098,0.2931252718
ic_mismatch,harassed,4,The husband harassed the wife because she was there.,41,0,f,0.9263478518,0.8801556826,0.9590163231,0.6132333875,0.6452622414,0.706815064,0.6103833318
ic_mismatch,harassed,4,The wife harassed the husband because he was there.,41,0,m,0.8948412538,0.7799136639,0.9490491152,0.5800567865,0.3067663908,0.4671103358,0.6056289673
ic_mismatch,harassed,4,The wife harassed the husband because she was there.,41,1,f,0.07726297528,0.03807273507,0.04088332504,0.34781757,0.3035167456,0.4965729117,0.2896703482
ic_mismatch,harmed,4,The husband harmed the wife because he was there.,52,1,m,0.2623433471,0.1283878833,0.1713960916,0.3482391536,0.1327847987,0.4233889878,0.3414329886
ic_mismatch,harmed,4,The husband harmed the wife because she was there.,52,0,f,0.6626398563,0.7037152052,0.7954290509,0.5472847223,0.4834606051,0.5313739777,0.5581397414
ic_mismatch,harmed,4,The wife harmed the husband because he was there.,52,0,m,0.7048687339,0.6956892014,0.8907599449,0.4933156669,0.1902297735,0.2425016761,0.5695552826
ic_mismatch,harmed,4,The wife harmed the husband because she was there.,52,1,f,0.203705579,0.05514321104,0.07813709974,0.4196517467,0.3365611136,0.7204951644,0.3219893873
ic_mismatch,hated,4,The husband hated the wife because he was there.,-91,1,m,0.02964450233,0.01243667863,0.02165817469,0.122882694,0.0646796301,0.1298300028,0.4234622717
ic_mismatch,hated,4,The husband hated the wife because she was there.,-91,0,f,0.9509941339,0.9069024324,0.9649909139,0.7366214991,0.5686303377,0.7707950473,0.494607985
ic_mismatch,hated,4,The wife hated the husband because he was there.,-91,0,m,0.9308376312,0.8386707306,0.9575936198,0.6383601427,0.2625387907,0.5221166015,0.6062339544
ic_mismatch,hated,4,The wife hated the husband because she was there.,-91,1,f,0.04120881855,0.01389605738,0.02682256326,0.1627154797,0.1537387967,0.3070120513,0.3113083839
ic_mismatch,haunted,4,The husband haunted the wife because he was there.,20,1,m,0.260671705,0.1266162843,0.1896665245,0.7213558555,0.06789582968,0.6021925211,0.2970791757
ic_mismatch,haunted,4,The husband haunted the wife because she was there.,20,0,f,0.6472985744,0.4953575134,0.7615323067,0.1261419356,0.1007911414,0.2471072525,0.5969501734
ic_mismatch,haunted,4,The wife haunted the husband because he was there.,20,0,m,0.5345708728,0.4143617749,0.8242316246,0.1339654475,0.0627310127,0.131502226,0.5113963485
ic_mismatch,haunted,4,The wife haunted the husband because she was there.,20,1,f,0.3550592363,0.09880182892,0.1202179641,0.7385110855,0.1737848073,0.7596411109,0.3687076569
ic_mismatch,helped,4,The husband helped the wife because he was there.,-49,1,m,0.1742107421,0.08504782617,0.1063111275,0.8193508983,0.2969738245,0.9116817713,0.3389084935
ic_mismatch,helped,4,The husband helped the wife because she was there.,-49,0,f,0.7629842162,0.6273587942,0.8598018885,0.06975656003,0.08123350888,0.04012367874,0.5223275423
ic_mismatch,helped,4,The wife helped the husband because he was there.,-49,0,m,0.6807188988,0.5170031786,0.8601721525,0.07263352722,0.03750174493,0.03212627396,0.4951116741
ic_mismatch,helped,4,The wife helped the husband because she was there.,-49,1,f,0.2472773194,0.1067366004,0.1064278334,0.8617728353,0.5086827874,0.9367298484,0.3579003811
ic_mismatch,hired,4,The husband hired the wife because he was there.,-65,1,m,0.08291252702,0.03816311061,0.05026409402,0.1624464095,0.06451370567,0.1623684913,0.4152932465
ic_mismatch,hired,4,The husband hired the wife because she was there.,-65,0,f,0.8298051953,0.7356721759,0.9043409824,0.7340732813,0.4291840494,0.7897666693,0.4018095434
ic_mismatch,hired,4,The wife hired the husband because he was there.,-65,0,m,0.8421226144,0.6824603677,0.9259949923,0.6534943581,0.2205003798,0.6208492517,0.3957525194
ic_mismatch,hired,4,The wife hired the husband because she was there.,-65,1,f,0.06466066837,0.02611266077,0.03633855656,0.2276437432,0.1137071103,0.3092148304,0.441609621
ic_mismatch,hit,4,The husband hit the wife because he was there.,-14,1,m,0.1822770387,0.0831791088,0.1145806834,0.2007292658,0.06263815612,0.2768742144,0.3065051734
ic_mismatch,hit,4,The husband hit the wife because she was there.,-14,0,f,0.7212435603,0.7435896993,0.8530206084,0.6842250228,0.4807026386,0.6380395293,0.5718979239
ic_mismatch,hit,4,The wife hit the husband because he was there.,-14,0,m,0.7282312512,0.7045434713,0.9146376848,0.6053090692,0.191065684,0.4867566824,0.5366381407
ic_mismatch,hit,4,The wife hit the husband because she was there.,-14,1,f,0.1528891623,0.04416130856,0.05796327069,0.2710959017,0.1389719695,0.4159918129,0.3202570677
ic_mismatch,honoured,4,The husband honoured the wife because he was there.,-57,1,m,0.1550354958,0.06464190036,0.06466318667,0.08441323787,0.0616524145,0.07921333611,0.3811262548
ic_mismatch,honoured,4,The husband honoured the wife because she was there.,-57,0,f,0.8077330589,0.7983042598,0.9144588113,0.8981651068,0.7344171405,0.910041213,0.5124996305
ic_mismatch,honoured,4,The wife honoured the husband because he was there.,-57,0,m,0.8442463279,0.7551727891,0.9315263629,0.8354802728,0.5445287228,0.7941229343,0.6086018682
ic_mismatch,honoured,4,The wife honoured the husband because she was there.,-57,1,f,0.1159207597,0.04135064408,0.05053883046,0.1437458098,0.1432178169,0.1898761541,0.2827388644
ic_mismatch,hugged,4,The husband hugged the wife because he was there.,12,1,m,0.0717683807,0.05747201666,0.06712929159,0.199712038,0.06382203847,0.1829605401,0.2467217743
ic_mismatch,hugged,4,The husband hugged the wife because she was there.,12,0,f,0.8692231178,0.8018152714,0.9109454751,0.6948029995,0.3324911296,0.761058569,0.6562071443
ic_mismatch,hugged,4,The wife hugged the husband because he was there.,12,0,m,0.8927608728,0.8322725296,0.9641487598,0.6225335002,0.1941371113,0.4931698442,0.6538550258
ic_mismatch,hugged,4,The wife hugged the husband because she was there.,12,1,f,0.04978607967,0.02043867856,0.02100658976,0.2835071683,0.1595339179,0.4479746521,0.2384533733
ic_mismatch,hurt,4,The husband hurt the wife because he was there.,47,1,m,0.3386972249,0.1781165898,0.2719351947,0.3870018423,0.1440978348,0.4302370548,0.3452654779
ic_mismatch,hurt,4,The husband hurt the wife because she was there.,47,0,f,0.4949412644,0.6019581556,0.6805921197,0.4677491784,0.3897515833,0.4816294611,0.5450547338
ic_mismatch,hurt,4,The wife hurt the husband because he was there.,47,0,m,0.4910578728,0.5469104052,0.7930032611,0.4788208604,0.1858663708,0.3373843133,0.596955359
ic_mismatch,hurt,4,The wife hurt the husband because she was there.,47,1,f,0.3151711524,0.1139211431,0.1536798328,0.4010660946,0.2409490943,0.5910796523,0.2828500569
ic_mismatch,idolized,4,The husband idolized the wife because he was there.,-66,1,m,0.0354064405,0.01722691394,0.018790178,0.1106469631,0.0497572273,0.07740005851,0.4344030917
ic_mismatch,idolized,4,The husband idolized the wife because she was there.,-66,0,f,0.9508689642,0.9165996313,0.9702907801,0.8332186341,0.7427303791,0.8936368227,0.469841063
ic_mismatch,idolized,4,The wife idolized the husband because he was there.,-66,0,m,0.9107257128,0.8540984392,0.9413090348,0.8109936118,0.5377967954,0.7956406474,0.5316175222
ic_mismatch,idolized,4,The wife idolized the husband because she was there.,-66,1,f,0.0698056221,0.03320617601,0.04575625435,0.134923473,0.1482402235,0.1692418009,0.3799853325
ic_mismatch,incensed,4,The husband incensed the wife because he was there.,57,1,m,0.3215745389,0.08922918141,0.1105046719,0.3927072585,0.1224123985,0.3809468448,0.3141813278
ic_mismatch,incensed,4,The husband incensed the wife because she was there.,57,0,f,0.5439277887,0.567261219,0.8483614326,0.4125415683,0.3629205227,0.5427363515,0.5665882826
ic_mismatch,incensed,4,The wife incensed the husband because he was there.,57,0,m,0.5612996221,0.4797278643,0.8265678287,0.4500499964,0.1703641415,0.3830354512,0.6285591722
ic_mismatch,incensed,4,The wife incensed the husband because she was there.,57,1,f,0.3055950105,0.1339466572,0.1321707815,0.3825875223,0.2276339531,0.5473068357,0.2424411774
ic_mismatch,infuriated,4,The husband infuriated the wife because he was there.,75,1,m,0.5927532315,0.307715714,0.4217497706,0.4396118224,0.136223197,0.4078881443,0.2989455163
ic_mismatch,infuriated,4,The husband infuriated the wife because she was there.,75,0,f,0.3322077394,0.3091140091,0.5316874385,0.4013383389,0.2794401646,0.5132042766,0.605946064
ic_mismatch,infuriated,4,The wife infuriated the husband because he was there.,75,0,m,0.3308315873,0.2676210105,0.5821188688,0.3882207572,0.1267369092,0.2809368968,0.5581446886
ic_mismatch,infuriated,4,The wife infuriated the husband because she was there.,75,1,f,0.6080074906,0.3920347989,0.3744599521,0.4842177629,0.3063374758,0.6597614884,0.3296494484
ic_mismatch,inspired,4,The husband inspired the wife because he was there.,78,1,m,0.5247581601,0.259278506,0.3384279311,0.8894060254,0.3213598728,0.8703717589,0.3746615052
ic_mismatch,inspired,4,The husband inspired the wife because she was there.,78,0,f,0.3707720041,0.414644897,0.6029621363,0.06525573879,0.1697185487,0.09562295675,0.4985736907
ic_mismatch,inspired,4,The wife inspired the husband because he was there.,78,0,m,0.329208374,0.2965206206,0.601881206,0.05603854358,0.07813697308,0.0649927035,0.5504986048
ic_mismatch,inspired,4,The wife inspired the husband because she was there.,78,1,f,0.5841758251,0.4257957935,0.3481358886,0.9132115841,0.4739249349,0.9129921198,0.3166790605
ic_mismatch,instructed,4,The husband instructed the wife because he was there.,-17,1,m,0.1862237006,0.06088187173,0.08312238753,0.5221933126,0.1930827051,0.6092770696,0.3922282755
ic_mismatch,instructed,4,The husband instructed the wife because she was there.,-17,0,f,0.7537322044,0.5697815418,0.8784059286,0.3348174989,0.2106087506,0.3445249796,0.4972417057
ic_mismatch,instructed,4,The wife instructed the husband because he was there.,-17,0,m,0.6674085259,0.4989198446,0.829349637,0.3818226755,0.1295977831,0.234672159,0.5332027674
ic_mismatch,instructed,4,The wife instructed the husband because she was there.,-17,1,f,0.2668759525,0.1062201932,0.1312926412,0.4960766137,0.2691805065,0.7226233482,0.3435800374
ic_mismatch,insulted,4,The husband insulted the wife because he was there.,6,1,m,0.1294095218,0.06664822251,0.08071744442,0.09646295011,0.0538043566,0.08634768426,0.2828053534
ic_mismatch,insulted,4,The husband insulted the wife because she was there.,6,0,f,0.8497935534,0.8476862311,0.9066140652,0.8420941234,0.7748074532,0.8869636655,0.6331529021
ic_mismatch,insulted,4,The wife insulted the husband because he was there.,6,0,m,0.8281428814,0.7740213275,0.8901514411,0.7590579391,0.4102977812,0.6111375093,0.6188170314
ic_mismatch,insulted,4,The wife insulted the husband because she was there.,6,1,f,0.1436550319,0.07208650559,0.09492494166,0.1599201411,0.1888000667,0.3407174051,0.2842853665
ic_mismatch,interrupted,4,The husband interrupted the wife because he was there.,3,1,m,0.2691183984,0.1132026166,0.1892766505,0.6310845613,0.1605275571,0.6314964294,0.2644003332
ic_mismatch,interrupted,4,The husband interrupted the wife because she was there.,3,0,f,0.5378783941,0.2990579307,0.7198873758,0.1391217113,0.1478273869,0.271175921,0.6436700225
ic_mismatch,interrupted,4,The wife interrupted the husband because he was there.,3,0,m,0.5811083317,0.282661438,0.8291038275,0.3535526693,0.116765067,0.314815253,0.6192361116
ic_mismatch,interrupted,4,The wife interrupted the husband because she was there.,3,1,f,0.2328425795,0.06901197135,0.09047611058,0.4421174824,0.2067718506,0.6051775217,0.2600445151
ic_mismatch,intimidated,4,The husband intimidated the wife because he was there.,73,1,m,0.1294993311,0.04094260931,0.0290467944,0.4818601012,0.1347623914,0.5195673704,0.2588188052
ic_mismatch,intimidated,4,The husband intimidated the wife because she was there.,73,0,f,0.814129591,0.8240032792,0.9567862153,0.3361526728,0.2766532302,0.3576793075,0.6545122266
ic_mismatch,intimidated,4,The wife intimidated the husband because he was there.,73,0,m,0.7999128699,0.7617391944,0.9503524303,0.3791463375,0.1275429279,0.2347648591,0.5867487192
ic_mismatch,intimidated,4,The wife intimidated the husband because she was there.,73,1,f,0.1279742122,0.02914381586,0.03220837563,0.4700264037,0.2704745829,0.6672717333,0.3077961802
ic_mismatch,intrigued,4,The husband intrigued the wife because he was there.,76,1,m,0.284222424,0.1445948631,0.1460922509,0.8827958703,0.2606197596,0.6332182288,0.2697730958
ic_mismatch,intrigued,4,The husband intrigued the wife because she was there.,76,0,f,0.5952857733,0.6308561563,0.8157896399,0.08787551522,0.2169732153,0.3301789761,0.639190495
ic_mismatch,intrigued,4,The wife intrigued the husband because he was there.,76,0,m,0.5781294703,0.6295415759,0.8789164424,0.02820358053,0.04367567226,0.06760765612,0.613501668
ic_mismatch,intrigued,4,The wife intrigued the husband because she was there.,76,1,f,0.281663239,0.07656607777,0.07774357498,0.9504218698,0.5312764645,0.906017065,0.2791870236
ic_mismatch,irritated,4,The husband irritated the wife because he was there.,81,1,m,0.3668003678,0.142294988,0.1829399467,0.4061092734,0.1216907352,0.4505622089,0.2290717661
ic_mismatch,irritated,4,The husband irritated the wife because she was there.,81,0,f,0.5541632175,0.5922859907,0.7896191478,0.3490119874,0.1992296278,0.4260413945,0.6826230884
ic_mismatch,irritated,4,The wife irritated the husband because he was there.,81,0,m,0.5008503795,0.4656849802,0.7855311632,0.3864477277,0.1038173065,0.2816486061,0.6424779892
ic_mismatch,irritated,4,The wife irritated the husband because she was there.,81,1,f,0.4153937995,0.1694822311,0.1809951663,0.3979027569,0.2571871281,0.6275760531,0.2455872148
ic_mismatch,killed,4,The husband killed the wife because he was there.,5,1,m,0.08539180458,0.04638142511,0.06326247752,0.275521487,0.0955299288,0.3138187528,0.3366590142
ic_mismatch,killed,4,The husband killed the wife because she was there.,5,0,f,0.8807382584,0.8533449769,0.9189423323,0.6041311622,0.4029219747,0.5991235375,0.5376067162
ic_mismatch,killed,4,The wife killed the husband because he was there.,5,0,m,0.802742064,0.7033973932,0.9078434706,0.6674179435,0.1996126026,0.5456009507,0.5277707577
ic_mismatch,killed,4,The wife killed the husband because she was there.,5,1,f,0.1394217014,0.07315019518,0.06970132887,0.2098554075,0.1140616983,0.3499373198,0.3359866738
ic_mismatch,kissed,4,The husband kissed the wife because he was there.,61,1,m,0.1065655127,0.1048296168,0.1050254703,0.1356200427,0.05310105532,0.1114878207,0.2759850025
ic_mismatch,kissed,4,The husband kissed the wife because she was there.,61,0,f,0.8607109189,0.7998350859,0.8749347925,0.7898800373,0.540497601,0.8544388413,0.6139940619
ic_mismatch,kissed,4,The wife kissed the husband because he was there.,61,0,m,0.924672842,0.8734871149,0.9695032239,0.671985507,0.2833290398,0.6218135357,0.5866476297
ic_mismatch,kissed,4,The wife kissed the husband because she was there.,61,1,f,0.04218908772,0.0160632953,0.01668959484,0.2385959625,0.139110148,0.3259603679,0.2939686179
ic_mismatch,lauded,4,The husband lauded the wife because he was there.,-37,1,m,0.151316762,0.045019757,0.05919807404,0.05164944381,0.05408630148,0.04419681057,0.3522077203
ic_mismatch,lauded,4,The husband lauded the wife because she was there.,-37,0,f,0.7804411054,0.7953742146,0.9021176696,0.9130651355,0.653891921,0.9390527606,0.5459414721
ic_mismatch,lauded,4,The wife lauded the husband because he was there.,-37,0,m,0.857896924,0.7627449036,0.9500876665,0.7792778611,0.4233510196,0.6722673774,0.6019830704
